#node	date	numeric date
NODE_0000103	1256-08-27	1256.654865
NODE_0000104	1300-11-17	1300.877682
NODE_0000105	1680-10-16	1680.790975
NC_043542.1	2012-01-17	2012.045082
NODE_0000106	1722-11-20	1722.887115
OQ818319	2018-02-15	2018.124658
NODE_0000107	1760-08-11	1760.610798
NC_032112.1	2007-01-11	2007.028767
NODE_0000108	1834-10-24	1834.813667
NC_003005.1	2000-06-14	2000.452186
NC_029309.1	2007-01-06	2007.015068
NODE_0000109	1475-09-17	1475.711675
NODE_0000110	1664-11-22	1664.890791
NC_006271.1	2004-01-19	2004.050546
NODE_0000111	1699-12-15	1699.955486
NC_033492.1	2009-01-13	2009.034247
NODE_0000112	1734-11-19	1734.883996
NC_008182.1	2005-12-28	2005.990411
NODE_0000113	1790-11-03	1790.839690
NC_003785.2	1997-12-19	1997.965753
NC_035221.1	2005-02-17	2005.130137
NODE_0000114	1571-05-28	1571.404364
NODE_0000115	1610-03-25	1610.227560
NC_043544.1	2016-07-18	2016.545082
NODE_0000116	1661-08-04	1661.589841
NODE_0000117	1701-01-02	1701.003228
NC_018613.1	2008-02-29	2008.162568
NODE_0000118	1774-09-29	1774.743712
NC_001834.1	1997-07-16	1997.538356
NC_038321.1	2007-10-08	2007.768493
NODE_0000119	1679-05-05	1679.340165
NC_040673.1	2007-01-13	2007.034247
NODE_0000120	1699-10-07	1699.764799
NC_020898.1	2007-01-08	2007.020548
NODE_0000121	1790-04-10	1790.271827
NC_024489.1	2011-11-17	2011.878082
NC_032087.1	2007-01-11	2007.028767
NODE_0000122	1611-02-20	1611.137531
NODE_0000123	1790-11-21	1790.889804
NC_040642.1	2007-02-16	2007.127397
NODE_0000124	1966-06-04	1966.422178
NC_040587.1	2007-01-14	2007.036986
NC_040646.1	2007-06-11	2007.442466
NODE_0000125	1787-03-20	1787.213996
NC_006559.1	2004-05-24	2004.394809
NODE_0000126	1861-02-03	1861.091910
NC_002548.1	1999-04-11	1999.275342
NODE_0000127	1907-02-27	1907.157587
NC_023021.1	2008-05-13	2008.364754
NODE_0000128	1927-03-28	1927.236267
NC_004807.1	2003-04-13	2003.280822
NC_009025.1	2009-01-04	2009.009589
NODE_0000100	1286-11-09	1286.855244
NODE_0000101	1746-01-15	1746.039981
NC_021178.1	2007-11-10	2007.858904
NODE_0000102	1826-05-04	1826.337883
NC_014793.1	1987-07-01	1987.497260
NC_026921.1	2007-01-12	2007.031507
NODE_0000097	1316-02-14	1316.122184
NODE_0000098	1703-12-04	1703.925384
NC_038764.1	2003-01-11	2003.028767
NODE_0000099	1794-07-09	1794.519302
NC_003784.1	1999-09-06	1999.680822
NC_012212.1	2007-10-07	2007.765753
NODE_0000062	1364-02-03	1364.091956
NODE_0000063	1441-12-20	1441.968836
NODE_0000064	1674-11-07	1674.850897
NODE_0000065	1699-10-16	1699.790416
NC_033823.1	2012-01-13	2012.034153
NODE_0000066	1774-08-21	1774.637487
NC_032270.1	2007-01-13	2007.034247
NODE_0000067	1915-07-06	1915.510625
NC_040417.1	2007-02-16	2007.127397
NC_038302.1	1962-07-01	1962.497260
NODE_0000068	1716-03-31	1716.246308
NODE_0000069	1914-10-09	1914.772584
NC_003840.1	1995-07-01	1995.497260
NC_003839.2	1991-07-19	1991.546575
NODE_0000070	1733-05-24	1733.392860
NC_005266.1	2003-05-20	2003.382192
NODE_0000071	1809-07-26	1809.565509
NODE_0000072	1953-09-20	1953.718731
NC_005096.1	2008-07-03	2008.504098
NC_038761.1	2003-01-11	2003.028767
NODE_0000073	1892-07-11	1892.524785
NC_038762.1	2003-01-11	2003.028767
NC_005097.1	1996-03-06	1996.178962
NODE_0000074	1531-12-08	1531.935766
NC_035214.1	2012-08-17	2012.627049
NODE_0000075	1568-06-17	1568.459884
NODE_0000076	1634-02-17	1634.129634
NC_015492.1	2003-08-19	2003.631507
NODE_0000077	1917-10-29	1917.825985
NC_003509.1	2004-05-01	2004.331967
NODE_0000078	1977-02-18	1977.133937
NC_003502.1	1997-08-19	1997.631507
NC_023676.1	2007-01-11	2007.028767
NODE_0000079	1587-01-22	1587.058803
NODE_0000080	1755-05-12	1755.361458
NC_040611.1	2004-01-17	2004.045082
NODE_0000081	1864-10-10	1864.774892
NC_003446.1	2001-07-17	2001.541096
NC_003445.1	2001-07-17	2001.541096
NODE_0000082	1613-03-29	1613.239362
