pointer,OQ818321,OQ818329,AF406813,AY064708,NC_033820
49,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0
83,3.225806451612903,100.0,2.1739130434782608,0.0,0.0
84,6.451612903225806,100.0,2.1739130434782608,1.0,0.0
85,9.67741935483871,100.0,2.1739130434782608,2.0,0.0
86,12.903225806451612,100.0,4.3478260869565215,3.0,0.0
87,16.129032258064516,100.0,4.3478260869565215,3.0,0.0
88,16.129032258064516,83.33333333333334,6.521739130434782,4.0,0.0
89,19.35483870967742,85.71428571428571,8.695652173913043,5.0,0.0
90,22.58064516129032,87.5,10.869565217391305,5.0,0.0
91,25.806451612903224,88.88888888888889,10.869565217391305,5.0,0.0
92,29.03225806451613,90.0,13.043478260869565,6.0,0.0
93,32.25806451612903,90.9090909090909,13.043478260869565,6.0,0.0
94,35.483870967741936,91.66666666666666,15.217391304347828,7.000000000000001,0.0
95,35.483870967741936,84.61538461538461,17.391304347826086,7.000000000000001,0.0
96,38.70967741935484,78.57142857142857,19.565217391304348,8.0,0.0
97,38.70967741935484,73.33333333333333,21.73913043478261,9.0,0.0
98,40.0,73.33333333333333,21.73913043478261,9.0,0.0
99,41.37931034482759,73.33333333333333,21.73913043478261,9.0,0.0
100,42.857142857142854,73.33333333333333,21.73913043478261,9.0,0.0
101,42.857142857142854,73.33333333333333,21.27659574468085,9.0,0.0
102,42.857142857142854,73.33333333333333,20.833333333333336,9.0,0.0
103,41.37931034482759,75.0,22.448979591836736,10.0,0.0
104,43.333333333333336,76.47058823529412,24.0,11.0,0.0
105,45.16129032258064,77.77777777777779,25.49019607843137,12.0,5.555555555555555
106,46.875,78.94736842105263,26.923076923076923,13.0,10.526315789473683
107,45.45454545454545,75.0,26.41509433962264,13.0,10.0
108,44.11764705882353,76.19047619047619,25.925925925925924,14.000000000000002,9.523809523809524
109,45.714285714285715,77.27272727272727,27.27272727272727,14.000000000000002,9.090909090909092
110,47.22222222222222,78.26086956521739,26.785714285714285,14.000000000000002,8.695652173913043
111,48.64864864864865,79.16666666666666,26.31578947368421,14.000000000000002,8.333333333333332
112,47.368421052631575,79.16666666666666,25.862068965517242,14.000000000000002,8.333333333333332
113,47.368421052631575,79.16666666666666,25.423728813559322,14.000000000000002,8.333333333333332
114,47.368421052631575,79.16666666666666,25.0,14.000000000000002,8.333333333333332
115,47.368421052631575,79.16666666666666,24.59016393442623,14.000000000000002,8.333333333333332
116,47.368421052631575,79.16666666666666,24.193548387096776,14.000000000000002,8.333333333333332
117,46.15384615384615,76.0,25.396825396825395,15.0,12.0
118,47.5,73.07692307692307,25.0,15.0,15.384615384615385
119,48.78048780487805,70.37037037037037,24.615384615384617,16.0,18.51851851851852
120,50.0,71.42857142857143,26.153846153846157,17.0,21.428571428571427
121,51.162790697674424,72.41379310344827,27.692307692307693,18.0,24.137931034482758
122,53.48837209302325,73.33333333333333,29.230769230769234,18.0,26.666666666666668
123,55.81395348837209,74.19354838709677,29.230769230769234,19.0,29.03225806451613
124,58.139534883720934,75.0,29.230769230769234,20.0,31.25
125,58.139534883720934,75.0,29.230769230769234,20.2020202020202,31.25
126,60.46511627906976,75.75757575757575,30.76923076923077,21.21212121212121,30.303030303030305
127,61.36363636363637,76.47058823529412,31.818181818181817,22.22222222222222,29.411764705882355
128,61.36363636363637,76.47058823529412,31.343283582089555,22.22222222222222,29.411764705882355
129,61.36363636363637,76.47058823529412,30.88235294117647,22.22222222222222,29.411764705882355
130,61.36363636363637,76.47058823529412,30.88235294117647,22.22222222222222,29.411764705882355
131,61.36363636363637,76.47058823529412,30.88235294117647,22.22222222222222,29.411764705882355
132,61.36363636363637,76.47058823529412,30.434782608695656,22.22222222222222,29.411764705882355
133,62.22222222222222,77.14285714285715,31.428571428571427,22.22222222222222,31.428571428571427
134,63.04347826086957,77.77777777777779,32.3943661971831,22.22222222222222,33.33333333333333
135,63.829787234042556,78.37837837837837,31.944444444444443,23.232323232323232,35.13513513513514
136,64.58333333333334,78.94736842105263,31.506849315068493,24.242424242424242,36.84210526315789
137,65.3061224489796,79.48717948717949,31.08108108108108,25.252525252525253,38.46153846153847
138,66.0,77.5,32.0,26.262626262626267,40.0
139,66.66666666666666,75.60975609756098,31.57894736842105,26.262626262626267,41.46341463414634
140,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
141,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
142,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
143,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
144,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
145,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
146,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
147,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
148,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
149,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
150,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
151,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
152,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
153,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
154,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
155,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
156,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
157,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
158,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
159,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
160,66.66666666666666,75.60975609756098,31.16883116883117,26.262626262626267,41.46341463414634
