pointer,KC935379,KX644936,KY670597
49,46.31578947368421,0.0,36.7816091954023
50,46.31578947368421,0.0,37.5
51,47.368421052631575,0.0,38.20224719101123
52,47.368421052631575,0.0,37.77777777777778
53,48.421052631578945,0.0,37.362637362637365
54,49.473684210526315,0.0,38.04347826086957
55,50.526315789473685,0.0,38.70967741935484
56,51.578947368421055,0.0,39.361702127659576
57,51.578947368421055,0.0,39.361702127659576
58,51.578947368421055,0.0,39.361702127659576
59,50.526315789473685,0.0,39.361702127659576
60,51.578947368421055,0.0,40.42553191489361
61,51.578947368421055,0.0,41.48936170212766
62,51.578947368421055,0.0,42.5531914893617
63,52.63157894736842,0.0,42.5531914893617
64,52.63157894736842,0.0,43.61702127659575
65,51.578947368421055,0.0,43.61702127659575
66,51.578947368421055,0.0,44.680851063829785
67,52.63157894736842,0.0,44.680851063829785
68,52.63157894736842,0.0,45.744680851063826
69,51.578947368421055,0.0,46.808510638297875
70,50.526315789473685,0.0,46.808510638297875
71,51.578947368421055,0.0,47.87234042553192
72,51.578947368421055,0.0,47.87234042553192
73,51.578947368421055,0.0,48.93617021276596
74,52.63157894736842,0.0,50.0
75,52.63157894736842,0.0,50.0
76,52.63157894736842,0.0,50.0
77,52.63157894736842,0.0,49.473684210526315
78,52.63157894736842,0.0,48.95833333333333
79,52.63157894736842,0.0,48.45360824742268
80,52.63157894736842,0.0,47.95918367346938
81,51.578947368421055,0.0,47.95918367346938
82,51.578947368421055,0.0,48.45360824742268
83,50.526315789473685,0.0,48.95833333333333
84,50.526315789473685,0.0,48.95833333333333
85,49.473684210526315,0.0,50.0
86,50.526315789473685,0.0,51.041666666666664
87,50.526315789473685,0.0,51.041666666666664
88,50.526315789473685,0.0,51.041666666666664
89,50.526315789473685,0.0,51.041666666666664
90,50.526315789473685,0.0,51.041666666666664
91,51.578947368421055,0.0,51.041666666666664
92,51.578947368421055,0.0,51.041666666666664
93,51.578947368421055,0.0,51.041666666666664
94,51.578947368421055,0.0,51.041666666666664
95,50.526315789473685,0.0,51.041666666666664
96,49.473684210526315,0.0,51.041666666666664
97,49.473684210526315,0.0,52.083333333333336
98,48.93617021276596,0.0,52.083333333333336
99,48.38709677419355,0.0,52.083333333333336
100,47.82608695652174,0.0,52.083333333333336
101,48.35164835164835,0.0,52.083333333333336
102,48.888888888888886,0.0,52.083333333333336
103,49.43820224719101,0.0,51.041666666666664
104,50.0,0.0,50.0
105,49.42528735632184,0.0,48.95833333333333
106,48.837209302325576,0.0,47.91666666666667
107,48.23529411764706,0.0,46.875
108,48.80952380952381,0.0,45.83333333333333
109,48.19277108433735,0.0,44.79166666666667
110,47.5609756097561,0.0,43.75
111,47.5609756097561,0.0,43.75
112,46.34146341463415,0.0,42.70833333333333
113,45.78313253012048,0.0,43.75
114,45.23809523809524,0.0,44.79166666666667
115,44.70588235294118,0.0,44.79166666666667
116,44.18604651162791,0.0,44.79166666666667
117,43.67816091954023,0.0,45.83333333333333
118,42.5287356321839,0.0,45.83333333333333
119,42.5287356321839,0.0,45.83333333333333
120,41.37931034482759,0.0,44.79166666666667
121,40.229885057471265,0.0,43.75
122,39.08045977011494,0.0,43.75
123,39.53488372093023,0.0,43.75
124,38.82352941176471,0.0,43.75
125,38.095238095238095,0.0,42.70833333333333
126,38.55421686746988,0.0,41.66666666666667
127,37.80487804878049,0.0,40.625
128,37.80487804878049,0.0,40.625
129,37.80487804878049,0.0,41.66666666666667
130,37.80487804878049,0.0,42.70833333333333
131,37.80487804878049,0.0,43.75
132,37.80487804878049,0.0,43.75
133,37.80487804878049,0.0,43.75
134,37.80487804878049,0.0,43.75
135,37.80487804878049,0.0,43.75
136,37.80487804878049,0.0,44.79166666666667
137,37.80487804878049,0.0,44.79166666666667
138,37.80487804878049,0.0,44.79166666666667
139,37.80487804878049,0.0,45.83333333333333
140,37.80487804878049,0.0,46.875
141,38.2716049382716,0.0,46.875
142,38.75,0.0,46.875
143,39.24050632911392,0.0,46.875
144,39.743589743589745,0.0,46.875
145,40.25974025974026,0.0,46.875
146,39.473684210526315,0.0,46.875
147,39.473684210526315,0.0,47.91666666666667
148,38.15789473684211,0.0,47.91666666666667
149,36.84210526315789,0.0,47.91666666666667
150,36.84210526315789,0.0,46.875
151,35.526315789473685,0.0,45.83333333333333
152,35.526315789473685,0.0,46.875
153,34.21052631578947,1.5625,47.91666666666667
154,32.89473684210527,3.125,46.875
155,31.57894736842105,4.6875,46.875
156,30.263157894736842,6.25,45.83333333333333
157,30.263157894736842,7.6923076923076925,45.36082474226804
158,30.263157894736842,7.575757575757576,44.89795918367347
159,30.263157894736842,7.462686567164178,44.89795918367347
160,28.947368421052634,8.955223880597014,43.87755102040816
161,28.947368421052634,10.44776119402985,43.87755102040816
162,27.631578947368425,10.44776119402985,43.87755102040816
163,26.31578947368421,10.44776119402985,43.87755102040816
164,27.631578947368425,10.44776119402985,43.87755102040816
165,27.631578947368425,11.940298507462686,44.89795918367347
166,26.31578947368421,11.940298507462686,43.87755102040816
167,26.31578947368421,13.432835820895523,44.89795918367347
168,25.0,14.925373134328357,43.87755102040816
169,26.31578947368421,16.417910447761194,42.857142857142854
170,26.31578947368421,16.417910447761194,42.857142857142854
171,25.0,16.417910447761194,41.83673469387755
172,26.31578947368421,17.91044776119403,41.83673469387755
173,26.31578947368421,19.402985074626866,41.83673469387755
174,26.31578947368421,20.8955223880597,41.83673469387755
175,27.631578947368425,22.058823529411764,42.857142857142854
176,28.947368421052634,23.18840579710145,43.87755102040816
177,28.947368421052634,22.857142857142858,43.87755102040816
178,28.947368421052634,22.535211267605636,43.87755102040816
179,28.947368421052634,22.22222222222222,43.87755102040816
180,30.263157894736842,23.28767123287671,44.89795918367347
181,30.666666666666664,23.28767123287671,44.89795918367347
182,31.08108108108108,23.28767123287671,44.44444444444444
