#node	date	numeric date
NODE_0000082	1371-01-30	1371.080806
NODE_0000051	1382-05-21	1382.384080
NODE_0000052	1467-07-30	1467.576902
NC_015492.1	2003-08-19	2003.631507
NODE_0000053	1769-08-21	1769.636874
NC_003502.1	1997-08-19	1997.631507
NC_003509.1	2004-05-01	2004.331967
NODE_0000054	1410-09-09	1410.688537
NODE_0000055	1795-08-12	1795.612470
NC_038764.1	2003-01-11	2003.028767
NODE_0000056	1873-11-27	1873.905796
NC_040417.1	2007-02-16	2007.127397
NC_032270.1	2007-01-13	2007.034247
NODE_0000057	1449-02-07	1449.103836
NODE_0000058	1503-11-26	1503.902603
OQ818326	2018-09-11	2018.694521
NODE_0000059	1638-08-01	1638.581953
NC_038767.1	2001-11-15	2001.872603
NODE_0000060	1697-01-09	1697.024396
NODE_0000061	1735-11-08	1735.852550
NC_033492.1	2009-01-13	2009.034247
NC_038765.1	2007-01-10	2007.026027
NODE_0000062	1858-08-23	1858.643049
NC_006057.1	2003-05-20	2003.382192
NODE_0000063	1934-07-22	1934.553968
NC_003615.1	1991-03-22	1991.220548
NC_017939.1	2011-12-22	2011.973973
NODE_0000064	1493-03-19	1493.212512
NODE_0000065	1685-07-23	1685.557131
NC_003791.1	1999-08-09	1999.604110
NODE_0000066	1756-11-16	1756.876894
NC_003622.1	1989-05-25	1989.395890
NODE_0000067	1803-04-26	1803.316634
NODE_0000068	1869-06-29	1869.492063
NC_040399.1	1977-07-01	1977.497260
NC_043447.1	2001-10-08	2001.768493
NODE_0000069	1888-10-15	1888.787197
NC_043684.1	2007-01-07	2007.017808
NODE_0000070	1912-08-20	1912.636093
NC_003693.1	1988-07-01	1988.498634
NC_004439.1	2004-02-02	2004.088798
NODE_0000071	1511-05-27	1511.401226
NODE_0000072	1758-02-17	1758.130710
NC_018384.1	2011-04-15	2011.286301
NC_018383.1	2005-06-03	2005.420548
NODE_0000073	1612-09-02	1612.671269
NODE_0000074	1649-06-29	1649.491696
NODE_0000075	1913-04-08	1913.266235
NC_003840.1	1995-07-01	1995.497260
NC_003839.2	1991-07-19	1991.546575
NODE_0000076	1884-09-21	1884.721324
NC_006965.1	2007-08-04	2007.590411
NC_006964.1	2004-12-19	2004.965847
NODE_0000077	1667-12-19	1667.966629
NC_005266.1	2003-05-20	2003.382192
NODE_0000078	1749-06-20	1749.467908
NODE_0000079	1937-02-21	1937.141595
NC_038761.1	2003-01-11	2003.028767
NC_005096.1	2008-07-03	2008.504098
NODE_0000080	1874-11-09	1874.855418
NC_022798.1	2012-01-12	2012.031421
NODE_0000081	1896-10-05	1896.760086
NC_038762.1	2003-01-11	2003.028767
NC_005097.1	1996-03-06	1996.178962
NODE_0000050	1386-12-14	1386.951031
NC_015414.1	2009-02-15	2009.124658
NODE_0000048	1410-07-16	1410.537394
NODE_0000049	1826-04-25	1826.313359
NC_003694.1	1986-07-01	1986.497260
NC_003621.1	1989-05-02	1989.332877
NODE_0000042	1433-12-20	1433.968802
NODE_0000043	1578-04-25	1578.314950
NC_003785.2	1997-12-19	1997.965753
NODE_0000044	1607-09-30	1607.747454
NODE_0000045	1632-06-24	1632.479986
NC_016443.1	2010-12-15	2010.954795
NC_031766.1	2016-06-21	2016.471311
NODE_0000046	1823-04-25	1823.313208
NC_008182.1	2005-12-28	2005.990411
NODE_0000047	1951-10-14	1951.785585
NC_003446.1	2001-07-17	2001.541096
NC_003445.1	2001-07-17	2001.541096
NODE_0000027	1459-02-18	1459.132230
NODE_0000028	1483-03-09	1483.184995
NODE_0000029	1867-07-16	1867.539127
NC_038320.1	2008-10-02	2008.752732
NC_003628.1	1993-01-14	1993.036986
NODE_0000030	1510-02-09	1510.108760
NODE_0000031	1642-04-10	1642.271283
NC_035221.1	2005-02-17	2005.130137
NODE_0000032	1721-10-13	1721.783191
NC_020898.1	2007-01-08	2007.020548
