#node	date	numeric date
NODE_0000220	-1872-09-08	-1871.314276
NODE_0000221	-021-09-13	-20.300446
NODE_0000222	0566-06-17	566.459407
NC_026921.1	2007-01-12	2007.031507
NODE_0000223	0784-02-08	784.104595
NC_021178.1	2007-11-10	2007.858904
NODE_0000224	1136-07-18	1136.545343
NC_036585.1	2014-11-14	2014.869863
NC_016405.1	2011-01-10	2011.026027
NODE_0000225	0672-02-27	672.156868
NC_027214.1	2014-11-25	2014.900000
NODE_0000226	0959-12-20	959.968077
NC_029306.1	2009-09-15	2009.705479
NODE_0000227	1349-10-31	1349.832809
NC_043542.1	2012-01-17	2012.045082
NODE_0000228	1986-08-22	1986.640268
NC_035110.1	2007-10-14	2007.784932
NC_029307.1	2009-09-15	2009.705479
NODE_0000229	-1577-08-12	-1576.386911
NODE_0000230	-1254-06-15	-1253.546630
NODE_0000231	-208-10-21	-207.194891
NODE_0000232	0243-06-21	243.470812
NODE_0000233	1085-05-17	1085.372895
NC_021567.1	2010-02-17	2010.130137
NC_009530.1	2007-03-22	2007.220548
NODE_0000234	0363-04-04	363.256690
NODE_0000235	1092-08-20	1092.633952
NC_006271.1	2004-01-19	2004.050546
NODE_0000236	1318-10-29	1318.825490
NC_026733.1	2013-06-22	2013.472603
NC_040724.1	2013-07-21	2013.552055
NODE_0000237	0497-04-24	497.310831
NC_040601.1	2007-01-13	2007.034247
NODE_0000238	0784-12-15	784.953981
NC_002066.1	1998-09-17	1998.710959
NODE_0000239	0963-08-01	963.581242
NC_036389.1	2010-01-10	2010.026027
NODE_0000240	1069-04-04	1069.256869
NC_033824.1	1986-07-01	1986.497260
NODE_0000241	1343-08-27	1343.653387
NC_055108.1	2003-01-09	2003.023288
NC_027713.1	2011-11-30	2011.913699
NODE_0000242	-005-03-21	-4.781998
NODE_0000243	0957-07-09	957.520066
NC_034217.1	2014-03-20	2014.215068
NC_003924.1	1999-12-20	1999.968493
NODE_0000244	0255-06-04	255.423514
NC_003781.1	1997-02-06	1997.100000
NODE_0000245	0395-07-19	395.545768
NC_009758.1	2006-12-26	2006.984932
NODE_0000246	0589-05-19	589.378878
NODE_0000247	0799-10-29	799.824772
NC_003784.1	1999-09-06	1999.680822
NC_003782.1	1998-08-20	1998.634247
NODE_0000248	0727-12-17	727.960754
NODE_0000249	1772-11-12	1772.866119
NC_031688.1	2016-06-25	2016.482240
NC_031687.1	2016-06-17	2016.460383
NODE_0000250	1111-09-11	1111.694291
NC_004365.1	2008-08-02	2008.586066
NODE_0000251	1798-03-29	1798.240479
NC_034973.1	2015-02-15	2015.124658
NC_035184.1	2006-10-17	2006.793151
NODE_0000252	-265-07-03	-264.497942
NODE_0000253	-157-06-10	-156.560801
NODE_0000254	0016-04-08	16.269185
NC_003779.1	1997-08-12	1997.612329
NODE_0000255	1054-04-22	1054.304429
NC_006559.1	2004-05-24	2004.394809
NODE_0000256	1346-10-19	1346.798158
NC_002548.1	1999-04-11	1999.275342
NODE_0000257	1563-11-30	1563.915025
NC_023021.1	2008-05-13	2008.364754
NODE_0000258	1656-03-20	1656.217966
NC_004807.1	2003-04-13	2003.280822
NC_009025.1	2009-01-04	2009.009589
NODE_0000259	-069-03-12	-68.807971
NC_025219.1	2007-01-13	2007.034247
NODE_0000260	0007-11-12	7.865312
NODE_0000261	0165-04-13	165.280461
NC_029052.1	2007-01-15	2007.039726
NC_001834.1	1997-07-16	1997.538356
NODE_0000262	0088-04-15	88.289528
NC_012212.1	2007-10-07	2007.765753
NODE_0000263	0505-07-16	505.537086
NODE_0000264	0635-08-30	635.660768
NC_040798.1	2007-02-16	2007.127397
NODE_0000265	1607-10-10	1607.775235
NC_040832.1	2015-12-17	2015.960274
NODE_0000266	1680-02-21	1680.140622
NC_040716.1	2004-01-17	2004.045082
NC_040574.1	2007-01-15	2007.039726
NODE_0000267	0774-02-24	774.149325
NC_033152.1	2007-01-14	2007.036986
NODE_0000268	1060-09-11	1060.696488
NODE_0000269	1163-11-09	1163.855926
NC_028364.1	2007-01-14	2007.036986
NODE_0000270	1387-07-05	1387.507626
NC_001489.1	1987-08-05	1987.593151
NODE_0000271	1520-07-04	1520.505673
NC_038315.1	2007-01-10	2007.026027
NC_028363.1	2007-01-12	2007.031507
NODE_0000272	1132-04-24	1132.312380
NODE_0000273	1388-12-04	1388.924786
NC_038314.1	2007-01-12	2007.031507
NC_038313.1	2007-01-04	2007.009589
NODE_0000274	1250-10-22	1250.807963
NC_027818.1	2014-06-15	2014.453425
NODE_0000275	1352-07-09	1352.521554
NC_038316.1	2007-01-11	2007.028767
NODE_0000276	1544-09-12	1544.697311
NC_028365.1	2007-01-10	2007.026027
NODE_0000277	1592-10-22	1592.807081
NC_028981.1	2007-01-15	2007.039726
NODE_0000278	1745-12-06	1745.929329
OQ818337	2018-02-15	2018.124658
NC_028366.1	2015-02-15	2015.124658
NODE_0000279	-189-12-25	-188.018524
NODE_0000280	-004-03-07	-3.819427
NC_024489.1	2011-11-17	2011.878082
NC_003783.1	1999-08-17	1999.626027
NODE_0000281	-104-03-29	-103.760729
NODE_0000282	0956-10-04	956.757017
NC_027917.1	2002-02-15	2002.124658
NODE_0000283	1285-09-30	1285.746718
NC_035455.1	2005-02-17	2005.130137
NC_025890.1	2008-11-12	2008.864754
NODE_0000284	-096-10-17	-95.207059
NODE_0000285	0005-09-27	5.738507
NC_001874.1	1997-09-05	1997.678082
NODE_0000286	0070-06-28	70.489504
NC_018613.1	2008-02-29	2008.162568
NODE_0000287	0164-06-18	164.462642
NODE_0000288	1487-01-01	1487.002412
NC_035450.1	2007-01-17	2007.045205
NC_035457.1	2007-01-12	2007.031507
NODE_0000289	0298-06-25	298.481730
NC_038321.1	2007-10-08	2007.768493
OQ818331	2018-03-01	2018.163014
NODE_0000290	0025-03-05	25.175323
NODE_0000291	0196-05-02	196.334014
NC_031749.1	2001-01-15	2001.039726
NODE_0000292	1245-08-04	1245.589499
NC_024016.1	2007-01-11	2007.028767
NODE_0000293	1378-03-16	1378.204307
NC_024497.1	2010-10-08	2010.768493
NODE_0000294	1464-03-05	1464.176118
NC_023483.1	2008-05-13	2008.364754
NODE_0000295	1598-12-15	1598.955795
NC_026250.1	2007-01-12	2007.031507
NC_033619.1	2014-10-21	2014.804110
NODE_0000296	0101-03-17	101.206381
NODE_0000297	0207-04-01	207.247559
OQ818335	2018-08-06	2018.595890
NODE_0000298	0288-04-20	288.301596
NODE_0000299	1532-10-22	1532.806025
OQ818339	2018-02-15	2018.124658
NC_040675.1	2007-01-13	2007.034247
NODE_0000300	1211-11-28	1211.907584
NC_031338.1	2016-06-17	2016.460383
NC_014137.1	2001-11-07	2001.850685
NODE_0000301	0293-11-19	293.883836
NC_023022.1	2007-01-03	2007.006849
NODE_0000302	0481-04-11	481.275981
NODE_0000303	1789-12-28	1789.989835
NC_004830.2	2006-12-02	2006.919178
NC_006494.1	2003-07-03	2003.502740
NODE_0000304	0801-01-09	801.022974
NC_025835.1	2007-01-04	2007.009589
NODE_0000305	1028-07-27	1028.569762
NC_038302.1	1962-07-01	1962.497260
