#node	date	numeric date
NODE_0000000	1951-03-15	1951.201446
NODE_0000075	1970-04-25	1970.312481
NODE_0000076	1978-03-21	1978.218223
KP100644.1	2013-07-15	2013.535616
NODE_0000077	1989-10-06	1989.762673
OQ818316	2018-08-16	2018.623288
NODE_0000078	2000-09-07	2000.684648
JQ814851.1	2010-12-15	2010.954795
NODE_0000079	2007-11-17	2007.878272
MG888045.1	2017-02-15	2017.124658
NODE_0000080	2010-06-09	2010.436181
KP054278.1	2013-07-15	2013.535616
NODE_0000081	2012-10-19	2012.799284
KP054273.1	2013-07-15	2013.535616
NODE_0000082	2013-02-07	2013.103325
KP054276.1	2013-07-15	2013.535616
NODE_0000083	2013-03-26	2013.231942
KP054277.1	2013-07-15	2013.535616
NODE_0000084	2013-04-16	2013.290011
KP054275.1	2013-07-15	2013.535616
KP054274.1	2013-07-15	2013.535616
NODE_0000085	1976-02-10	1976.109968
NODE_0000086	2011-11-23	2011.895224
KX644936.1	2013-12-15	2013.954795
OQ818317	2018-02-15	2018.124658
NODE_0000087	1989-12-15	1989.953503
NODE_0000088	1996-07-30	1996.578050
MN602325.1	2017-07-15	2017.535616
NODE_0000089	1999-03-18	1999.210717
KJ641686.1	2010-10-15	2010.787671
NODE_0000090	2012-01-07	2012.018427
MW450838.1	2020-02-20	2020.137978
NODE_0000091	2012-03-17	2012.207652
MF352427.1	2012-07-15	2012.536885
KJ641691.1	2012-12-15	2012.954918
NODE_0000092	2004-03-15	2004.204650
NODE_0000093	2018-04-28	2018.320605
OP287812.1	2018-07-27	2018.568493
OQ818322	2018-07-29	2018.573973
NODE_0000094	2010-04-25	2010.314394
NODE_0000095	2013-12-24	2013.980173
MF947433.1	2014-06-17	2014.458904
NODE_0000096	2014-06-05	2014.427032
MF947430.1	2014-06-11	2014.442466
MF947431.1	2014-06-11	2014.442466
NODE_0000097	2014-03-13	2014.196589
MF947434.1	2014-06-11	2014.442466
NODE_0000098	2014-03-21	2014.218834
MF947440.1	2014-09-14	2014.702740
NODE_0000099	2014-04-17	2014.290563
MF947437.1	2015-02-06	2015.100000
NODE_0000100	2014-04-17	2014.292556
NODE_0000101	2014-04-22	2014.306193
MF947429.1	2014-06-11	2014.442466
MF947438.1	2014-09-18	2014.713699
NODE_0000102	2014-04-18	2014.295365
NODE_0000103	2014-05-24	2014.394211
MF947432.1	2014-06-11	2014.442466
MF947439.1	2014-09-11	2014.694521
NODE_0000104	2014-05-23	2014.390504
MF947435.1	2014-06-11	2014.442466
MF947436.1	2014-06-11	2014.442466
NODE_0000071	1954-11-28	1954.909209
NODE_0000072	1979-06-10	1979.440107
KX420938.1	2012-10-24	2012.812842
NODE_0000073	1991-11-22	1991.891946
OQ818318	2018-02-15	2018.124658
NODE_0000074	2010-09-14	2010.702186
OQ818324	2018-09-11	2018.694521
OQ818323	2018-07-29	2018.573973
NODE_0000070	1960-03-19	1960.215216
NODE_0000060	1961-11-16	1961.874071
NODE_0000061	1964-12-04	1964.923843
OQ818331	2018-03-01	2018.163014
NODE_0000062	1970-05-23	1970.389724
OP963622.1	2016-07-15	2016.536885
NODE_0000063	1999-06-12	1999.444010
NODE_0000064	2003-07-10	2003.521050
OQ818319	2018-07-27	2018.568493
NODE_0000065	2006-02-11	2006.114788
KX759619.1	2014-01-15	2014.039726
KX759623.1	2014-01-15	2014.039726
NODE_0000066	2001-04-30	2001.326526
OP963623.1	2017-07-15	2017.535616
NODE_0000067	2004-03-15	2004.204742
NODE_0000068	2014-01-14	2014.036329
KX759620.1	2014-01-15	2014.039726
KX759622.1	2014-01-15	2014.039726
NODE_0000069	2013-12-21	2013.971407
KX759618.1	2014-01-15	2014.039726
KX759621.1	2014-01-15	2014.039726
NODE_0000058	1964-06-03	1964.422536
NODE_0000059	1969-12-10	1969.939793
OQ818326	2018-09-11	2018.694521
OQ818330	2018-02-23	2018.146575
NODE_0000057	1965-10-11	1965.776847
KJ641700.1	2012-12-15	2012.954918
NODE_0000055	1968-11-16	1968.875951
NODE_0000056	2018-07-12	2018.528627
OQ709197.1	2018-07-15	2018.535616
OP963671.1	2018-07-15	2018.535616
NODE_0000039	1977-12-26	1977.985267
NODE_0000040	1984-07-13	1984.531455
OQ363803.1	2022-08-15	2022.620548
NODE_0000041	1988-05-16	1988.371938
NODE_0000042	2000-03-04	2000.172806
KJ641698.1	2011-09-15	2011.705479
NODE_0000043	2009-03-16	2009.203640
NODE_0000044	2012-01-22	2012.058852
OQ363791.1	2022-08-15	2022.620548
OP963620.1	2015-07-15	2015.535616
NODE_0000045	2016-01-01	2016.000734
NODE_0000046	2020-09-29	2020.744558
