#node	date	numeric date
NODE_0000057	0097-06-27	97.487529
NODE_0000058	1223-08-06	1223.596390
NODE_0000059	1678-06-02	1678.416684
NC_018400.1	2003-11-15	2003.872603
NODE_0000060	1921-03-21	1921.216560
NC_024770.1	2007-01-11	2007.028767
NC_028964.1	2007-01-13	2007.034247
NODE_0000061	1847-10-07	1847.766306
NC_039235.1	2005-02-17	2005.130137
NODE_0000062	1920-09-23	1920.726795
NC_024769.1	2010-09-16	2010.708219
NODE_0000063	1929-01-30	1929.080302
NC_024768.1	2010-10-08	2010.768493
NODE_0000064	1929-01-30	1929.080302
NC_023858.1	2010-09-13	2010.700000
NC_021201.1	2005-06-14	2005.450685
NODE_0000065	1043-08-26	1043.649748
NODE_0000066	1145-11-04	1145.842839
NODE_0000067	1363-11-27	1363.904889
NC_014411.1	2001-11-07	2001.850685
NC_036588.1	2007-01-13	2007.034247
NODE_0000068	1800-12-13	1800.948351
NC_023861.1	1994-03-22	1994.220548
NODE_0000069	1846-09-30	1846.747172
NC_024765.1	2010-10-08	2010.768493
NC_028380.1	2007-01-13	2007.034247
NODE_0000070	1124-09-05	1124.679131
NC_038317.1	2007-01-11	2007.028767
NODE_0000071	1191-03-22	1191.219309
NODE_0000072	1272-03-28	1272.239231
NC_022802.1	1953-07-01	1953.497260
NODE_0000073	1833-09-05	1833.678428
NC_025114.1	2004-01-11	2004.028689
NODE_0000074	1941-08-08	1941.600222
NC_012957.1	2002-10-16	2002.790411
NC_012986.1	2009-06-22	2009.472603
NODE_0000075	1431-09-27	1431.737702
NODE_0000076	1690-02-18	1690.133272
NC_027919.1	1988-07-01	1988.498634
NC_027918.1	2011-01-14	2011.036986
NODE_0000077	1507-09-25	1507.732513
NODE_0000078	1650-01-03	1650.007630
NC_004421.1	2005-08-02	2005.584932
NODE_0000079	1787-06-11	1787.443604
NC_023422.1	2010-04-13	2010.280822
NODE_0000080	1909-12-08	1909.934726
NC_011829.1	2007-08-05	2007.593151
NODE_0000081	1938-08-11	1938.608391
NC_016769.1	2007-01-08	2007.020548
NC_027054.1	2003-01-12	2003.031507
NODE_0000082	1728-04-01	1728.250525
NODE_0000083	2011-09-22	2011.725081
OP287812.1	2018-07-27	2018.568493
OQ818322	2019-04-23	2019.308219
