pointer,KC935379,KX644936,KY670597
49,17.97752808988764,32.926829268292686,11.827956989247312
50,17.97752808988764,34.146341463414636,11.827956989247312
51,17.97752808988764,35.36585365853659,11.827956989247312
52,17.97752808988764,36.58536585365854,11.827956989247312
53,17.97752808988764,36.58536585365854,11.827956989247312
54,17.045454545454543,37.03703703703704,10.75268817204301
55,17.24137931034483,37.5,10.75268817204301
56,17.441860465116278,37.9746835443038,10.75268817204301
57,17.647058823529413,37.9746835443038,10.638297872340425
58,17.857142857142858,37.9746835443038,10.526315789473683
59,18.072289156626507,37.9746835443038,10.416666666666668
60,18.29268292682927,37.9746835443038,10.309278350515463
61,18.51851851851852,37.9746835443038,10.204081632653061
62,18.75,37.9746835443038,10.1010101010101
63,18.9873417721519,38.46153846153847,10.1010101010101
64,17.72151898734177,39.743589743589745,9.090909090909092
65,17.72151898734177,41.02564102564102,9.090909090909092
66,16.455696202531644,42.30769230769231,8.080808080808081
67,15.18987341772152,42.30769230769231,8.080808080808081
68,15.18987341772152,43.58974358974359,8.080808080808081
69,15.18987341772152,44.871794871794876,8.080808080808081
70,15.18987341772152,46.15384615384615,8.080808080808081
71,15.18987341772152,46.15384615384615,8.080808080808081
72,15.18987341772152,46.15384615384615,8.080808080808081
73,13.924050632911392,47.43589743589743,7.07070707070707
74,13.924050632911392,47.43589743589743,7.07070707070707
75,13.924050632911392,47.43589743589743,6.0606060606060606
76,14.102564102564102,48.05194805194805,6.0606060606060606
77,14.285714285714285,48.68421052631579,6.0606060606060606
78,14.473684210526317,49.333333333333336,6.0606060606060606
79,14.666666666666666,50.0,6.0606060606060606
80,14.864864864864865,50.68493150684932,6.0606060606060606
81,13.698630136986301,51.388888888888886,6.0606060606060606
82,12.5,52.112676056338024,6.0606060606060606
83,12.676056338028168,52.85714285714286,6.0606060606060606
84,12.676056338028168,52.85714285714286,6.0606060606060606
85,14.084507042253522,52.85714285714286,7.07070707070707
86,14.084507042253522,54.285714285714285,7.07070707070707
87,14.084507042253522,54.285714285714285,7.07070707070707
88,14.084507042253522,54.285714285714285,7.07070707070707
89,14.084507042253522,54.285714285714285,7.07070707070707
90,12.676056338028168,54.285714285714285,7.07070707070707
91,11.267605633802818,55.714285714285715,7.07070707070707
92,12.676056338028168,55.714285714285715,7.07070707070707
93,11.267605633802818,57.14285714285714,7.07070707070707
94,11.267605633802818,58.57142857142858,7.07070707070707
95,11.267605633802818,58.57142857142858,7.07070707070707
96,11.267605633802818,60.0,7.07070707070707
97,11.267605633802818,61.42857142857143,7.07070707070707
98,12.676056338028168,61.42857142857143,8.080808080808081
99,14.084507042253522,62.857142857142854,8.080808080808081
100,15.492957746478872,64.28571428571429,8.080808080808081
101,15.492957746478872,65.71428571428571,8.080808080808081
102,15.492957746478872,67.14285714285714,8.080808080808081
103,15.492957746478872,68.57142857142857,9.090909090909092
104,15.492957746478872,70.0,9.090909090909092
105,15.492957746478872,71.42857142857143,9.090909090909092
106,15.492957746478872,72.85714285714285,9.090909090909092
107,15.492957746478872,74.28571428571429,9.090909090909092
108,15.492957746478872,74.28571428571429,9.090909090909092
109,15.492957746478872,75.71428571428571,9.090909090909092
110,15.492957746478872,74.28571428571429,9.090909090909092
111,15.492957746478872,72.85714285714285,9.090909090909092
112,14.084507042253522,72.85714285714285,9.090909090909092
113,14.084507042253522,72.85714285714285,9.090909090909092
114,15.492957746478872,73.23943661971832,9.0
115,14.084507042253522,73.23943661971832,9.0
116,14.084507042253522,71.83098591549296,9.0
117,14.084507042253522,71.42857142857143,9.0
118,14.084507042253522,71.01449275362319,8.0
119,14.084507042253522,70.58823529411765,8.0
120,14.084507042253522,70.1492537313433,7.000000000000001
121,14.084507042253522,71.21212121212122,7.000000000000001
122,14.084507042253522,70.76923076923077,7.000000000000001
123,14.084507042253522,71.875,7.000000000000001
124,14.084507042253522,71.42857142857143,7.000000000000001
125,12.676056338028168,72.58064516129032,6.0
126,12.676056338028168,72.1311475409836,6.0
127,12.676056338028168,73.33333333333333,6.0
128,12.676056338028168,73.33333333333333,6.0
129,12.5,73.77049180327869,7.000000000000001
130,12.32876712328767,74.19354838709677,7.000000000000001
131,12.162162162162163,74.60317460317461,7.000000000000001
132,12.0,75.0,8.0
133,11.842105263157894,75.38461538461539,8.0
134,11.688311688311687,75.75757575757575,9.0
135,12.82051282051282,76.11940298507463,10.0
136,12.658227848101266,76.47058823529412,11.0
137,12.5,76.81159420289855,12.0
138,12.345679012345679,77.14285714285715,12.0
139,12.345679012345679,77.14285714285715,12.0
140,12.345679012345679,77.14285714285715,12.0
141,12.345679012345679,77.14285714285715,12.0
142,12.345679012345679,77.14285714285715,12.0
143,12.345679012345679,78.57142857142857,13.0
144,12.345679012345679,78.57142857142857,13.0
145,12.345679012345679,78.57142857142857,13.0
146,12.345679012345679,78.57142857142857,13.0
147,12.345679012345679,78.57142857142857,13.0
148,13.580246913580247,80.0,14.000000000000002
149,13.580246913580247,80.0,14.000000000000002
150,13.580246913580247,80.0,15.0
151,14.814814814814813,80.0,15.0
152,14.814814814814813,80.0,15.0
153,14.814814814814813,81.42857142857143,16.0
154,14.634146341463413,81.69014084507043,16.0
155,14.457831325301203,81.94444444444444,16.0
156,14.285714285714285,82.1917808219178,16.0
157,14.117647058823529,82.43243243243244,17.0
158,13.953488372093023,82.66666666666667,18.0
159,13.793103448275861,82.89473684210526,18.0
160,13.636363636363635,83.11688311688312,19.0
161,13.48314606741573,83.33333333333334,19.0
162,13.333333333333334,83.54430379746836,19.0
163,14.285714285714285,83.75,20.0
164,14.285714285714285,83.75,20.0
165,14.285714285714285,83.75,20.0
166,15.384615384615385,82.5,20.0
167,16.483516483516482,83.75,20.0
168,16.483516483516482,83.75,20.0
169,16.483516483516482,83.75,20.0
170,16.483516483516482,83.75,20.0
171,16.483516483516482,84.81012658227847,20.2020202020202
172,16.483516483516482,85.8974358974359,20.408163265306122
173,16.483516483516482,84.61538461538461,20.408163265306122
174,16.483516483516482,85.8974358974359,20.408163265306122
175,16.483516483516482,87.17948717948718,21.428571428571427
176,17.391304347826086,87.34177215189874,22.448979591836736
177,18.27956989247312,87.5,23.46938775510204
178,19.148936170212767,87.65432098765432,24.489795918367346
179,18.947368421052634,87.8048780487805,25.510204081632654
180,19.791666666666664,87.95180722891565,26.53061224489796
181,19.587628865979383,88.09523809523809,26.53061224489796
182,19.387755102040817,88.23529411764706,26.53061224489796
183,19.19191919191919,88.37209302325581,27.55102040816326
184,19.387755102040817,89.41176470588236,27.55102040816326
185,18.367346938775512,90.58823529411765,26.53061224489796
186,18.367346938775512,90.58823529411765,27.55102040816326
187,18.367346938775512,91.76470588235294,27.55102040816326
188,19.387755102040817,91.76470588235294,28.57142857142857
189,18.367346938775512,91.76470588235294,28.57142857142857
190,18.367346938775512,91.76470588235294,29.591836734693878
191,19.387755102040817,90.58823529411765,29.591836734693878
192,18.367346938775512,90.58823529411765,29.591836734693878
193,18.367346938775512,90.58823529411765,30.612244897959183
194,18.556701030927837,90.47619047619048,30.612244897959183
195,18.75,91.56626506024097,30.612244897959183
196,18.947368421052634,91.46341463414635,30.612244897959183
197,18.947368421052634,91.46341463414635,31.63265306122449
198,17.894736842105264,92.6829268292683,30.612244897959183
199,17.894736842105264,92.6829268292683,31.63265306122449
200,17.02127659574468,92.5925925925926,31.63265306122449
201,17.20430107526882,92.5,31.63265306122449
202,17.391304347826086,92.40506329113924,31.63265306122449
203,17.391304347826086,92.40506329113924,31.63265306122449
204,17.391304347826086,92.40506329113924,32.6530612244898
205,17.391304347826086,92.40506329113924,33.6734693877551
