pointer,OQ818323,OQ818324,LC386158,MG875515,MT295502
49,13.043478260869565,22.22222222222222,0.0,2.1505376344086025,0.0
50,12.903225806451612,22.22222222222222,0.0,2.127659574468085,0.0
51,12.76595744680851,22.22222222222222,0.0,2.1052631578947367,0.0
52,12.631578947368421,22.22222222222222,0.0,2.083333333333333,0.0
53,12.5,22.22222222222222,0.0,2.0618556701030926,0.0
54,12.371134020618557,22.22222222222222,0.0,2.0408163265306123,0.0
55,12.371134020618557,22.22222222222222,0.0,2.0202020202020203,0.0
56,12.371134020618557,22.22222222222222,0.0,2.0202020202020203,0.0
57,12.244897959183673,22.22222222222222,0.0,2.0202020202020203,0.0
58,12.121212121212121,22.22222222222222,0.0,2.0202020202020203,0.0
59,12.0,22.22222222222222,0.0,2.0202020202020203,0.0
60,11.0,21.21212121212121,0.0,1.0101010101010102,0.0
61,10.0,20.2020202020202,0.0,0.0,0.0
62,10.0,20.2020202020202,0.0,0.0,0.0
63,9.0,19.19191919191919,0.0,0.0,0.0
64,9.0,18.181818181818183,0.0,0.0,0.0
65,9.0,17.17171717171717,0.0,0.0,0.0
66,9.0,17.17171717171717,0.0,1.0101010101010102,0.0
67,10.0,18.181818181818183,0.0,2.0202020202020203,0.0
68,9.0,17.17171717171717,0.0,2.0202020202020203,0.0
69,9.0,17.17171717171717,0.0,2.0202020202020203,0.0
70,10.0,18.181818181818183,0.0,3.0303030303030303,0.0
71,11.0,19.19191919191919,0.0,3.0303030303030303,0.0
72,11.0,19.19191919191919,0.0,3.061224489795918,0.0
73,12.0,20.2020202020202,0.0,3.061224489795918,0.0
74,11.0,19.19191919191919,0.0,4.081632653061225,0.0
75,11.0,19.19191919191919,0.0,4.081632653061225,0.0
76,11.0,19.19191919191919,0.0,4.081632653061225,0.0
77,11.0,18.181818181818183,0.0,4.081632653061225,0.0
78,11.0,18.181818181818183,0.0,4.081632653061225,0.0
79,10.0,17.17171717171717,0.0,5.1020408163265305,0.0
80,10.0,17.17171717171717,0.0,6.122448979591836,0.0
