pointer,AB030941,AJ621358,KT692953,DQ143875,MK153132,MW582786
49,13.333333333333334,11.627906976744185,13.157894736842104,7.142857142857142,9.473684210526317,9.473684210526317
50,13.333333333333334,11.363636363636363,12.82051282051282,7.142857142857142,9.473684210526317,9.473684210526317
51,13.043478260869565,11.11111111111111,12.5,7.142857142857142,9.473684210526317,9.473684210526317
52,13.043478260869565,11.11111111111111,12.195121951219512,7.142857142857142,9.473684210526317,9.473684210526317
53,13.043478260869565,11.11111111111111,11.904761904761903,7.142857142857142,9.473684210526317,9.473684210526317
54,13.043478260869565,11.11111111111111,11.904761904761903,7.142857142857142,9.473684210526317,9.473684210526317
55,13.043478260869565,11.11111111111111,11.904761904761903,7.142857142857142,9.473684210526317,9.473684210526317
56,13.043478260869565,11.11111111111111,11.904761904761903,7.142857142857142,9.473684210526317,9.473684210526317
57,13.043478260869565,11.11111111111111,11.904761904761903,7.142857142857142,9.473684210526317,9.473684210526317
58,13.333333333333334,11.363636363636363,12.195121951219512,7.142857142857142,9.473684210526317,9.473684210526317
59,13.636363636363635,11.627906976744185,12.5,7.142857142857142,9.473684210526317,9.473684210526317
60,13.636363636363635,11.627906976744185,12.5,7.142857142857142,9.473684210526317,9.473684210526317
61,13.636363636363635,11.627906976744185,12.5,7.142857142857142,9.473684210526317,9.473684210526317
62,13.333333333333334,11.363636363636363,12.195121951219512,7.142857142857142,9.473684210526317,9.473684210526317
63,13.043478260869565,11.11111111111111,11.904761904761903,7.142857142857142,9.473684210526317,9.473684210526317
64,12.76595744680851,10.869565217391305,11.627906976744185,7.142857142857142,9.473684210526317,9.473684210526317
65,12.76595744680851,10.638297872340425,11.363636363636363,7.142857142857142,9.473684210526317,9.473684210526317
66,12.76595744680851,10.416666666666668,11.11111111111111,7.142857142857142,9.473684210526317,9.473684210526317
67,12.76595744680851,10.204081632653061,10.869565217391305,7.142857142857142,9.473684210526317,9.473684210526317
68,12.76595744680851,10.0,10.869565217391305,7.142857142857142,9.473684210526317,9.473684210526317
69,12.76595744680851,9.803921568627452,10.869565217391305,7.142857142857142,9.473684210526317,9.473684210526317
70,12.76595744680851,9.615384615384617,10.869565217391305,7.142857142857142,9.473684210526317,9.473684210526317
71,12.76595744680851,9.433962264150944,10.869565217391305,7.142857142857142,9.574468085106384,9.574468085106384
72,12.5,9.25925925925926,10.638297872340425,7.142857142857142,9.67741935483871,9.67741935483871
73,12.244897959183673,9.090909090909092,10.416666666666668,7.142857142857142,9.782608695652174,9.782608695652174
74,12.0,8.928571428571429,10.204081632653061,7.142857142857142,9.782608695652174,9.782608695652174
75,11.76470588235294,8.771929824561402,10.0,7.142857142857142,9.782608695652174,9.782608695652174
76,11.538461538461538,8.620689655172415,9.803921568627452,6.896551724137931,9.782608695652174,9.782608695652174
77,11.320754716981133,8.47457627118644,9.615384615384617,6.666666666666667,9.782608695652174,9.782608695652174
78,11.11111111111111,8.333333333333332,9.433962264150944,6.451612903225806,9.782608695652174,9.782608695652174
79,10.909090909090908,8.19672131147541,9.25925925925926,6.25,9.782608695652174,9.782608695652174
80,10.714285714285714,8.064516129032258,9.090909090909092,6.0606060606060606,9.782608695652174,9.782608695652174
81,10.526315789473683,7.936507936507936,8.928571428571429,5.88235294117647,9.782608695652174,9.782608695652174
