pointer,HPA,KR703607,KT452637,KT452658,KT452685,KT452714,KT452730,KT452735,KT452742
49,53.40909090909091,28.767123287671232,51.578947368421055,41.935483870967744,46.666666666666664,0.0,52.87356321839081,54.54545454545454,45.16129032258064
50,54.54545454545454,28.37837837837838,52.63157894736842,43.01075268817204,46.666666666666664,0.0,52.87356321839081,54.54545454545454,45.16129032258064
51,54.54545454545454,29.333333333333332,53.68421052631579,44.086021505376344,47.77777777777778,0.0,54.02298850574713,55.68181818181818,46.236559139784944
52,55.68181818181818,30.263157894736842,54.736842105263165,44.086021505376344,47.77777777777778,0.0,55.172413793103445,56.81818181818182,47.31182795698925
53,55.68181818181818,31.16883116883117,54.736842105263165,45.16129032258064,48.888888888888886,0.0,56.32183908045977,57.95454545454546,48.38709677419355
54,56.81818181818182,32.05128205128205,55.78947368421052,45.16129032258064,50.0,0.0,56.32183908045977,57.95454545454546,48.38709677419355
55,56.81818181818182,31.645569620253166,55.78947368421052,45.16129032258064,50.0,0.0,56.32183908045977,57.95454545454546,48.38709677419355
56,56.81818181818182,31.25,55.78947368421052,45.16129032258064,50.0,0.0,56.32183908045977,57.95454545454546,48.38709677419355
57,57.95454545454546,32.098765432098766,56.84210526315789,46.236559139784944,51.11111111111111,0.0,57.47126436781609,59.09090909090909,49.46236559139785
58,57.95454545454546,32.926829268292686,56.84210526315789,46.236559139784944,51.11111111111111,0.0,58.620689655172406,60.22727272727273,50.53763440860215
59,59.09090909090909,33.734939759036145,56.84210526315789,47.31182795698925,51.11111111111111,0.0,58.620689655172406,61.36363636363637,51.61290322580645
60,60.22727272727273,34.523809523809526,56.84210526315789,48.38709677419355,52.22222222222223,0.0,59.77011494252874,62.5,52.68817204301075
61,61.36363636363637,35.294117647058826,56.84210526315789,48.38709677419355,53.333333333333336,0.0,59.77011494252874,62.5,53.76344086021505
62,61.36363636363637,34.883720930232556,56.25,47.87234042553192,52.74725274725275,0.0,60.22727272727273,61.79775280898876,53.191489361702125
63,62.06896551724138,34.883720930232556,56.84210526315789,47.87234042553192,52.74725274725275,0.0,60.22727272727273,62.5,53.76344086021505
64,62.7906976744186,34.883720930232556,57.446808510638306,47.87234042553192,53.333333333333336,0.0,60.22727272727273,63.2183908045977,54.347826086956516
65,62.35294117647059,35.294117647058826,58.06451612903226,47.87234042553192,53.93258426966292,0.0,59.77011494252874,62.7906976744186,53.84615384615385
66,61.904761904761905,35.714285714285715,57.608695652173914,47.87234042553192,53.40909090909091,0.0,59.30232558139535,62.35294117647059,53.333333333333336
67,61.44578313253012,36.144578313253014,58.24175824175825,46.808510638297875,52.87356321839081,0.0,58.82352941176471,61.904761904761905,52.80898876404494
