pointer,JQ814851,KP054273,KP100644,KY512802,MF352410
49,17.0,0.0,41.17647058823529,9.090909090909092,0.0
50,18.0,0.0,42.857142857142854,8.823529411764707,0.0
51,18.0,0.0,41.66666666666667,8.571428571428571,0.0
52,19.0,0.0,43.24324324324324,8.333333333333332,0.0
53,19.0,0.0,44.73684210526316,8.108108108108109,0.0
54,20.0,0.0,43.58974358974359,7.894736842105263,0.0
55,21.0,0.0,45.0,7.6923076923076925,2.564102564102564
56,21.0,0.0,46.34146341463415,7.5,5.0
57,21.0,0.0,47.61904761904761,7.317073170731707,7.317073170731707
58,22.0,0.0,47.61904761904761,7.142857142857142,7.142857142857142
59,22.0,0.0,47.61904761904761,4.761904761904762,9.523809523809524
60,22.0,0.0,45.23809523809524,2.380952380952381,11.904761904761903
61,22.0,0.0,45.23809523809524,0.0,14.285714285714285
62,23.0,0.0,42.857142857142854,0.0,16.666666666666664
63,23.0,0.0,45.23809523809524,0.0,16.666666666666664
64,23.0,0.0,45.23809523809524,0.0,16.666666666666664
65,22.0,0.0,42.857142857142854,0.0,16.666666666666664
66,21.0,0.0,42.857142857142854,0.0,16.666666666666664
67,20.0,0.0,45.23809523809524,0.0,19.047619047619047
68,21.0,0.0,45.23809523809524,0.0,21.428571428571427
69,21.0,0.0,47.61904761904761,0.0,23.809523809523807
70,20.0,0.0,45.23809523809524,0.0,23.809523809523807
71,20.0,0.0,45.23809523809524,0.0,23.809523809523807
72,19.0,0.0,42.857142857142854,0.0,23.809523809523807
73,20.0,0.0,40.476190476190474,0.0,23.809523809523807
74,20.0,0.0,42.857142857142854,0.0,23.809523809523807
75,20.0,0.0,41.86046511627907,0.0,23.809523809523807
76,20.0,0.0,40.909090909090914,0.0,23.809523809523807
77,20.0,0.0,40.0,0.0,23.809523809523807
78,20.0,0.0,39.130434782608695,0.0,23.809523809523807
79,20.0,0.0,38.297872340425535,0.0,23.809523809523807
80,20.0,0.0,38.297872340425535,0.0,23.809523809523807
81,20.0,0.0,38.297872340425535,0.0,23.809523809523807
82,20.0,0.0,38.297872340425535,0.0,23.809523809523807
83,20.0,0.0,38.297872340425535,0.0,23.809523809523807
84,20.0,0.0,38.297872340425535,0.0,23.809523809523807
85,20.0,0.0,38.297872340425535,0.0,23.809523809523807
86,20.0,0.0,38.297872340425535,0.0,23.809523809523807
87,20.0,0.0,38.297872340425535,0.0,23.809523809523807
88,20.0,0.0,38.297872340425535,0.0,23.809523809523807
89,20.0,0.0,38.297872340425535,0.0,23.809523809523807
90,20.0,0.0,38.297872340425535,0.0,23.809523809523807
91,20.0,0.0,38.297872340425535,0.0,23.809523809523807
92,20.0,0.0,38.297872340425535,0.0,23.809523809523807
93,20.0,0.0,38.297872340425535,0.0,23.809523809523807
94,20.0,0.0,38.297872340425535,0.0,23.809523809523807
95,20.0,0.0,38.297872340425535,0.0,23.809523809523807
96,20.0,0.0,38.297872340425535,0.0,23.809523809523807
97,20.0,0.0,38.297872340425535,0.0,23.809523809523807
98,20.0,0.0,38.297872340425535,0.0,23.809523809523807
99,20.0,0.0,38.297872340425535,0.0,23.809523809523807
100,20.0,0.0,38.297872340425535,0.0,23.809523809523807
101,20.0,0.0,38.297872340425535,0.0,23.809523809523807
102,20.0,0.0,38.297872340425535,0.0,23.809523809523807
103,20.0,0.0,38.297872340425535,0.0,23.809523809523807
104,20.0,0.0,38.297872340425535,0.0,23.809523809523807
105,20.0,0.0,38.297872340425535,0.0,23.809523809523807
106,20.0,0.0,38.297872340425535,0.0,23.809523809523807
107,20.0,0.0,38.297872340425535,0.0,23.809523809523807
108,20.0,0.0,38.297872340425535,0.0,23.809523809523807
109,20.0,0.0,38.297872340425535,0.0,23.809523809523807
110,20.0,0.0,38.297872340425535,0.0,23.809523809523807
111,20.0,0.0,38.297872340425535,0.0,23.809523809523807
112,20.0,0.0,38.297872340425535,0.0,23.809523809523807
113,20.0,0.0,38.297872340425535,0.0,23.809523809523807
114,20.0,0.0,38.297872340425535,0.0,23.809523809523807
115,20.0,0.0,38.297872340425535,0.0,23.809523809523807
116,20.0,0.0,38.297872340425535,0.0,23.809523809523807
117,20.0,0.0,38.297872340425535,0.0,23.809523809523807
118,20.0,0.0,37.5,0.0,23.809523809523807
119,20.0,0.0,36.734693877551024,0.0,23.809523809523807
120,20.0,0.0,36.0,0.0,23.809523809523807
121,20.0,0.0,35.294117647058826,0.0,23.809523809523807
122,20.0,0.0,34.61538461538461,0.0,23.809523809523807
123,20.0,0.0,34.61538461538461,0.0,23.809523809523807
124,20.0,0.0,34.61538461538461,0.0,23.809523809523807
125,20.0,0.0,34.61538461538461,0.0,23.809523809523807
126,20.0,0.0,34.61538461538461,0.0,23.809523809523807
127,20.0,0.0,34.61538461538461,0.0,23.809523809523807
128,20.0,0.0,34.61538461538461,0.0,23.809523809523807
129,20.0,0.0,34.61538461538461,0.0,23.809523809523807
130,20.0,0.0,34.61538461538461,0.0,23.809523809523807
131,20.0,0.0,34.61538461538461,0.0,23.809523809523807
132,20.0,0.0,34.61538461538461,0.0,23.809523809523807
133,19.0,0.0,35.294117647058826,0.0,24.390243902439025
134,19.0,0.0,36.0,0.0,25.0
135,19.0,0.0,36.0,0.0,25.0
136,18.0,0.0,36.0,0.0,25.0
137,18.0,0.0,36.0,0.0,25.0
138,19.0,0.0,38.0,0.0,25.0
139,18.0,0.0,38.0,0.0,25.0
140,19.0,0.0,40.0,0.0,25.0
141,19.0,0.0,40.0,0.0,25.0
142,19.0,0.0,42.0,0.0,25.0
143,18.0,0.0,40.0,0.0,25.0
144,18.0,0.0,42.0,0.0,25.0
145,17.0,0.0,42.0,0.0,25.0
146,17.0,0.0,42.0,0.0,25.0
147,16.0,0.0,40.0,0.0,25.0
148,16.0,0.0,40.0,0.0,25.0
149,16.0,0.0,42.0,0.0,25.0
150,15.0,0.0,40.0,0.0,25.0
151,15.0,0.0,40.0,0.0,25.0
152,14.000000000000002,0.0,38.0,0.0,25.0
153,14.000000000000002,0.0,36.0,0.0,25.0
154,13.0,0.0,38.0,0.0,25.0
155,13.0,0.0,36.0,0.0,25.0
156,13.0,0.0,36.0,2.5,25.0
157,14.000000000000002,0.0,36.0,5.0,25.0
158,14.000000000000002,0.0,38.0,5.0,27.500000000000004
159,13.0,0.0,36.0,7.5,27.500000000000004
160,12.0,0.0,36.0,7.5,25.0
161,12.0,0.0,36.0,7.5,25.0
162,12.0,0.0,38.0,10.0,25.0
163,11.0,0.0,36.0,12.5,25.0
164,11.0,0.0,36.0,15.0,27.500000000000004
165,12.0,0.0,36.0,17.5,27.500000000000004
166,13.0,0.0,36.0,20.0,27.500000000000004
167,13.0,0.0,34.0,20.0,25.0
168,12.0,0.0,32.0,22.5,22.5
169,12.0,0.0,30.0,22.5,20.0
170,12.0,0.0,32.0,25.0,20.0
171,13.0,0.0,32.0,25.0,20.0
172,14.000000000000002,0.0,34.0,27.500000000000004,20.0
173,13.0,0.0,36.0,27.500000000000004,20.0
174,12.0,0.0,34.0,27.500000000000004,20.0
175,12.0,0.0,34.0,29.268292682926827,19.51219512195122
176,13.0,0.0,34.0,28.57142857142857,21.428571428571427
177,14.000000000000002,0.0,36.0,30.23255813953488,23.25581395348837
178,15.0,0.0,38.0,31.818181818181817,25.0
179,16.0,0.0,38.0,31.11111111111111,24.444444444444443
180,17.0,0.0,37.254901960784316,30.434782608695656,23.91304347826087
181,18.0,0.0,36.53846153846153,29.78723404255319,23.404255319148938
182,19.0,0.0,35.84905660377358,29.166666666666668,22.916666666666664
183,19.0,0.0,35.18518518518518,28.57142857142857,22.448979591836736
184,19.0,0.0,34.54545454545455,28.000000000000004,22.0
185,19.0,0.0,33.92857142857143,29.411764705882355,21.568627450980394
186,19.0,0.0,33.92857142857143,28.846153846153843,21.568627450980394
187,19.0,0.0,33.92857142857143,28.30188679245283,21.568627450980394
188,19.0,0.0,33.92857142857143,27.77777777777778,21.568627450980394
189,20.0,0.0,35.08771929824561,29.09090909090909,21.153846153846153
190,21.0,0.0,36.206896551724135,30.357142857142854,20.754716981132077
191,21.0,0.0,35.59322033898305,31.57894736842105,20.37037037037037
192,22.0,0.0,35.0,31.03448275862069,20.0
193,22.0,0.0,35.0,31.03448275862069,20.0
194,23.0,0.0,34.42622950819672,30.508474576271187,19.642857142857142
195,23.0,0.0,33.87096774193548,30.0,19.298245614035086
196,23.0,0.0,33.33333333333333,29.508196721311474,18.96551724137931
197,24.0,0.0,32.8125,29.03225806451613,18.64406779661017
198,24.0,0.0,32.30769230769231,28.57142857142857,18.333333333333332
199,24.0,0.0,31.818181818181817,28.125,18.0327868852459
200,25.0,0.0,31.343283582089555,27.692307692307693,17.741935483870968
201,26.0,0.0,30.88235294117647,27.27272727272727,17.46031746031746
202,26.0,0.0,30.434782608695656,26.865671641791046,17.1875
203,27.0,0.0,30.0,26.47058823529412,16.923076923076923
204,28.000000000000004,0.0,29.577464788732392,26.08695652173913,16.666666666666664
205,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
206,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
207,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
208,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
209,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
210,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
211,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
212,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
213,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
214,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
215,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
216,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
217,28.999999999999996,0.0,29.166666666666668,25.71428571428571,16.417910447761194
218,28.999999999999996,0.0,29.577464788732392,25.71428571428571,16.417910447761194
219,28.999999999999996,0.0,30.0,25.71428571428571,16.417910447761194
220,28.999999999999996,0.0,30.434782608695656,25.71428571428571,16.417910447761194
221,28.999999999999996,0.0,30.88235294117647,25.71428571428571,16.417910447761194
222,28.999999999999996,0.0,31.343283582089555,25.71428571428571,16.417910447761194
