pointer,HPA,KR703607,KT452637,KT452658,KT452685,KT452714,KT452730,KT452735,KT452742
49,24.691358024691358,10.95890410958904,12.5,11.702127659574469,12.658227848101266,17.391304347826086,23.456790123456788,13.580246913580247,6.976744186046512
50,24.691358024691358,10.95890410958904,13.750000000000002,11.702127659574469,12.658227848101266,18.84057971014493,23.456790123456788,13.580246913580247,6.976744186046512
51,24.691358024691358,10.95890410958904,13.750000000000002,11.702127659574469,12.658227848101266,20.28985507246377,23.456790123456788,13.580246913580247,6.976744186046512
52,24.691358024691358,10.81081081081081,13.750000000000002,11.702127659574469,12.658227848101266,21.428571428571427,24.691358024691358,13.580246913580247,6.976744186046512
53,24.691358024691358,10.666666666666668,13.750000000000002,11.702127659574469,12.658227848101266,21.12676056338028,24.691358024691358,13.580246913580247,6.976744186046512
54,24.691358024691358,10.526315789473683,13.750000000000002,12.76595744680851,12.658227848101266,22.22222222222222,24.691358024691358,13.580246913580247,6.976744186046512
55,24.691358024691358,10.38961038961039,13.750000000000002,12.76595744680851,12.658227848101266,23.28767123287671,25.925925925925924,13.580246913580247,6.976744186046512
56,24.691358024691358,11.688311688311687,13.750000000000002,12.76595744680851,11.39240506329114,24.65753424657534,27.160493827160494,14.814814814814813,5.813953488372093
57,23.456790123456788,11.688311688311687,12.5,11.702127659574469,11.39240506329114,24.65753424657534,27.160493827160494,14.814814814814813,5.813953488372093
58,23.170731707317074,11.538461538461538,12.345679012345679,11.702127659574469,11.25,25.675675675675674,26.82926829268293,14.634146341463413,5.813953488372093
59,22.89156626506024,11.39240506329114,12.345679012345679,11.702127659574469,11.25,26.666666666666668,26.82926829268293,14.634146341463413,5.813953488372093
60,22.89156626506024,12.658227848101266,12.345679012345679,11.702127659574469,12.5,28.000000000000004,26.82926829268293,14.634146341463413,5.813953488372093
61,22.89156626506024,13.924050632911392,13.580246913580247,12.76595744680851,13.750000000000002,29.333333333333332,26.82926829268293,15.853658536585366,5.813953488372093
62,22.89156626506024,15.18987341772152,13.580246913580247,13.829787234042554,13.750000000000002,30.666666666666664,26.82926829268293,15.853658536585366,5.813953488372093
63,22.89156626506024,15.18987341772152,13.580246913580247,13.829787234042554,15.0,32.0,26.82926829268293,14.634146341463413,5.813953488372093
64,21.686746987951807,15.18987341772152,14.814814814814813,13.829787234042554,15.0,32.0,26.82926829268293,13.414634146341465,5.813953488372093
65,21.686746987951807,15.18987341772152,14.814814814814813,13.829787234042554,15.0,33.33333333333333,28.04878048780488,13.414634146341465,5.813953488372093
66,20.481927710843372,15.18987341772152,13.580246913580247,12.76595744680851,15.0,33.33333333333333,28.04878048780488,12.195121951219512,4.651162790697675
67,19.27710843373494,15.18987341772152,13.580246913580247,12.76595744680851,15.0,34.66666666666667,28.04878048780488,10.975609756097562,4.651162790697675
68,18.072289156626507,16.455696202531644,13.580246913580247,12.76595744680851,15.0,36.0,28.04878048780488,12.195121951219512,5.813953488372093
69,18.072289156626507,17.72151898734177,14.814814814814813,13.829787234042554,13.750000000000002,36.0,28.04878048780488,10.975609756097562,4.651162790697675
70,18.29268292682927,17.94871794871795,15.0,13.829787234042554,13.924050632911392,36.0,28.39506172839506,11.11111111111111,4.705882352941177
71,18.51851851851852,18.181818181818183,15.18987341772152,12.76595744680851,14.102564102564102,36.0,28.749999999999996,10.0,4.761904761904762
72,18.75,18.421052631578945,15.384615384615385,11.702127659574469,12.987012987012985,36.486486486486484,27.848101265822784,8.860759493670885,4.819277108433735
73,18.9873417721519,18.666666666666668,14.285714285714285,11.702127659574469,11.842105263157894,36.986301369863014,28.205128205128204,8.974358974358974,4.878048780487805
74,18.9873417721519,18.666666666666668,14.285714285714285,11.702127659574469,11.842105263157894,38.35616438356164,28.205128205128204,8.974358974358974,4.878048780487805
75,18.9873417721519,18.666666666666668,12.987012987012985,11.702127659574469,11.842105263157894,38.35616438356164,28.205128205128204,8.974358974358974,4.878048780487805
76,20.253164556962027,17.333333333333336,11.688311688311687,11.702127659574469,11.842105263157894,38.35616438356164,29.48717948717949,8.974358974358974,4.878048780487805
77,21.518987341772153,17.333333333333336,11.688311688311687,10.638297872340425,13.157894736842104,39.726027397260275,30.76923076923077,7.6923076923076925,3.6585365853658534
78,22.78481012658228,18.421052631578945,11.538461538461538,11.578947368421053,12.987012987012985,40.54054054054054,32.05128205128205,7.59493670886076,3.614457831325301
79,24.050632911392405,18.421052631578945,12.82051282051282,12.631578947368421,14.285714285714285,41.891891891891895,32.05128205128205,7.59493670886076,3.614457831325301
80,24.050632911392405,19.736842105263158,14.102564102564102,13.684210526315791,15.584415584415584,41.891891891891895,30.76923076923077,8.860759493670885,4.819277108433735
81,24.358974358974358,20.0,14.285714285714285,12.631578947368421,15.789473684210526,42.465753424657535,31.16883116883117,8.974358974358974,4.878048780487805
82,24.675324675324674,20.27027027027027,14.473684210526317,12.631578947368421,16.0,43.05555555555556,31.57894736842105,9.090909090909092,4.938271604938271
83,25.0,20.54794520547945,14.666666666666666,12.631578947368421,16.216216216216218,43.66197183098591,32.0,9.210526315789473,5.0
84,25.0,20.833333333333336,14.666666666666666,12.631578947368421,16.216216216216218,43.66197183098591,32.0,9.210526315789473,5.0
85,24.675324675324674,22.22222222222222,14.473684210526317,12.631578947368421,17.333333333333336,44.44444444444444,31.57894736842105,9.090909090909092,4.938271604938271
86,24.358974358974358,21.91780821917808,14.285714285714285,12.631578947368421,17.105263157894736,43.83561643835616,31.16883116883117,8.974358974358974,4.878048780487805
87,24.050632911392405,21.62162162162162,14.102564102564102,12.631578947368421,16.883116883116884,43.24324324324324,30.76923076923077,8.860759493670885,4.819277108433735
88,23.75,21.333333333333336,13.924050632911392,12.631578947368421,16.666666666666664,42.66666666666667,30.37974683544304,8.75,4.761904761904762
89,23.456790123456788,21.052631578947366,13.750000000000002,12.631578947368421,16.455696202531644,42.10526315789473,30.0,8.641975308641975,4.705882352941177
90,23.456790123456788,21.052631578947366,13.750000000000002,12.76595744680851,16.455696202531644,41.55844155844156,30.0,8.641975308641975,4.705882352941177
91,23.456790123456788,21.052631578947366,13.750000000000002,12.903225806451612,16.455696202531644,41.02564102564102,30.0,8.641975308641975,4.705882352941177
92,23.456790123456788,21.052631578947366,13.750000000000002,13.043478260869565,16.455696202531644,40.50632911392405,30.0,8.641975308641975,4.705882352941177
93,23.456790123456788,21.052631578947366,13.750000000000002,13.186813186813188,16.455696202531644,40.0,30.0,8.641975308641975,4.705882352941177
94,23.75,21.333333333333336,13.924050632911392,13.333333333333334,16.666666666666664,40.0,30.37974683544304,8.75,4.761904761904762
95,24.050632911392405,21.62162162162162,14.102564102564102,13.48314606741573,16.883116883116884,40.0,30.76923076923077,8.860759493670885,4.819277108433735
