pointer,AB040749,AB084788,EU787450,KJ641686,KT325853,LC055961,OP287812
49,12.5,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,38.23529411764706
50,12.5,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,41.17647058823529
51,12.5,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,44.11764705882353
52,13.750000000000002,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,47.05882352941176
53,13.750000000000002,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,50.0
54,13.750000000000002,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,52.94117647058824
55,13.750000000000002,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,55.88235294117647
56,13.750000000000002,5.47945205479452,7.2727272727272725,0.0,0.0,0.0,58.82352941176471
57,13.580246913580247,5.47945205479452,7.142857142857142,0.0,0.0,0.0,60.0
58,13.414634146341465,5.47945205479452,7.017543859649122,0.0,0.0,0.0,61.111111111111114
59,13.253012048192772,5.47945205479452,6.896551724137931,0.0,0.0,0.0,62.16216216216216
60,14.285714285714285,6.8493150684931505,6.779661016949152,0.0,0.0,0.0,63.1578947368421
61,15.294117647058824,8.21917808219178,8.333333333333332,0.0,0.0,0.0,64.1025641025641
62,15.11627906976744,8.21917808219178,8.19672131147541,0.0,0.0,0.0,65.0
63,14.942528735632186,8.21917808219178,8.064516129032258,0.0,0.0,0.0,65.85365853658537
64,14.772727272727273,8.21917808219178,7.936507936507936,0.0,0.0,0.0,66.66666666666666
65,14.606741573033707,8.21917808219178,9.375,0.0,0.0,0.0,67.44186046511628
66,14.444444444444443,8.21917808219178,9.230769230769232,0.0,0.0,0.0,68.18181818181817
67,14.285714285714285,8.21917808219178,9.090909090909092,0.0,0.0,0.0,68.88888888888889
68,15.217391304347828,8.21917808219178,8.955223880597014,0.0,0.0,0.0,69.56521739130434
69,16.129032258064516,8.21917808219178,8.823529411764707,0.0,0.0,0.0,70.2127659574468
70,15.957446808510639,8.21917808219178,8.695652173913043,0.0,0.0,0.0,70.83333333333334
71,15.789473684210526,8.21917808219178,8.571428571428571,0.0,0.0,0.0,71.42857142857143
72,15.625,8.21917808219178,8.450704225352112,0.0,0.0,0.0,72.0
73,15.463917525773196,8.21917808219178,8.333333333333332,0.0,0.0,0.0,72.54901960784314
74,15.306122448979592,8.21917808219178,9.58904109589041,0.0,0.0,0.0,73.07692307692307
75,16.161616161616163,9.58904109589041,10.81081081081081,0.0,0.0,1.8867924528301887,73.58490566037736
76,16.0,9.58904109589041,10.666666666666668,0.0,0.0,1.8518518518518516,74.07407407407408
77,15.0,8.21917808219178,9.333333333333334,0.0,0.0,1.8518518518518516,75.92592592592592
78,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,77.77777777777779
79,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,79.62962962962963
80,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,81.48148148148148
81,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,83.33333333333334
82,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,85.18518518518519
83,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,87.03703703703704
84,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,88.88888888888889
85,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,90.74074074074075
86,15.0,6.8493150684931505,8.0,0.0,0.0,1.8518518518518516,92.5925925925926
87,14.000000000000002,6.8493150684931505,8.0,0.0,0.0,3.7037037037037033,94.44444444444444
88,14.000000000000002,6.8493150684931505,8.0,0.0,0.0,3.7037037037037033,96.29629629629629
89,13.0,6.8493150684931505,8.0,0.0,0.0,3.7037037037037033,98.14814814814815
90,12.0,6.8493150684931505,8.0,0.0,0.0,3.7037037037037033,100.0
91,12.0,8.21917808219178,8.0,0.0,0.0,5.555555555555555,100.0
92,13.0,8.21917808219178,8.0,0.0,0.0,5.555555555555555,100.0
93,13.0,8.108108108108109,7.894736842105263,0.0,0.0,5.454545454545454,100.0
94,13.0,8.0,7.792207792207792,0.0,0.0,5.357142857142857,100.0
95,13.0,8.0,7.792207792207792,0.0,0.0,5.263157894736842,100.0
