Position,Coverage
1,2.00
2,2.00
3,2.00
4,2.00
5,2.00
6,2.00
7,2.00
8,2.00
9,2.00
10,2.00
11,2.00
12,2.00
13,2.00
14,2.00
15,2.00
16,2.00
17,2.00
18,2.00
19,2.00
20,2.00
21,2.00
22,2.00
23,2.00
24,2.00
25,2.00
26,2.00
27,2.00
28,2.00
29,2.00
30,2.00
31,2.00
32,2.00
33,2.00
34,2.00
35,2.00
36,2.00
37,2.00
38,2.00
39,2.00
40,2.00
41,2.00
42,2.00
43,2.00
44,2.00
45,2.00
46,2.00
47,2.00
48,2.00
49,2.00
50,2.00
51,2.00
52,2.00
53,2.00
54,2.00
55,2.00
56,2.00
57,2.00
58,2.00
59,2.00
60,2.00
61,2.00
62,2.00
63,2.00
64,2.00
65,2.00
66,2.00
67,2.00
68,2.00
69,2.00
70,2.00
71,2.00
72,2.00
73,2.00
74,2.00
75,2.00
76,2.00
77,3.00
78,3.00
79,3.00
80,3.00
81,3.00
82,3.00
83,3.00
84,3.00
85,3.00
86,3.00
87,3.00
88,3.00
89,3.00
90,3.00
91,3.00
92,3.00
93,3.00
94,3.00
95,3.00
96,3.00
97,3.00
98,3.00
99,4.00
100,4.00
101,4.00
102,4.00
103,4.00
104,4.00
105,4.00
106,4.00
107,4.00
108,4.00
109,4.00
110,4.00
111,4.00
112,4.00
113,4.00
114,4.00
115,4.00
116,4.00
117,4.00
118,4.00
119,4.00
120,4.00
121,4.00
122,4.00
123,4.00
124,4.00
125,4.00
126,4.00
127,4.00
128,4.00
129,4.00
130,4.00
131,4.00
132,4.00
133,4.00
134,4.00
135,4.00
136,4.00
137,4.00
138,4.00
139,5.00
140,5.00
141,5.00
142,5.00
143,5.00
144,5.00
145,5.00
146,5.00
147,6.00
148,6.00
149,6.00
150,6.00
151,6.00
152,4.00
153,4.00
154,4.00
155,4.00
156,4.00
157,4.00
158,4.00
159,4.00
160,4.00
161,4.00
162,4.00
163,4.00
164,4.00
165,4.00
166,4.00
167,4.00
168,4.00
169,4.00
170,4.00
171,4.00
172,4.00
173,4.00
174,4.00
175,4.00
176,4.00
177,4.00
178,4.00
179,4.00
180,4.00
181,4.00
182,4.00
183,4.00
184,4.00
185,4.00
186,4.00
187,4.00
188,4.00
189,4.00
190,5.00
191,5.00
192,5.00
193,5.00
194,5.00
195,5.00
196,5.00
197,5.00
198,5.00
199,5.00
200,5.00
201,5.00
202,5.00
203,5.00
204,5.00
205,5.00
206,5.00
207,5.00
208,5.00
209,5.00
210,5.00
211,5.00
212,5.00
213,5.00
214,5.00
215,5.00
216,5.00
217,5.00
218,5.00
219,5.00
220,5.00
221,5.00
222,5.00
223,6.00
224,6.00
225,6.00
226,6.00
227,6.00
228,5.00
229,5.00
230,5.00
231,5.00
232,5.00
233,5.00
234,5.00
235,5.00
236,5.00
237,5.00
238,6.00
239,6.00
240,6.00
241,6.00
242,6.00
243,6.00
244,6.00
245,6.00
246,6.00
247,6.00
248,6.00
249,6.00
250,5.00
251,5.00
252,5.00
253,5.00
254,5.00
255,5.00
256,5.00
257,5.00
258,5.00
259,5.00
260,5.00
261,5.00
262,5.00
263,5.00
264,5.00
265,5.00
266,5.00
267,5.00
268,5.00
269,5.00
270,5.00
271,5.00
272,5.00
273,5.00
274,6.00
275,6.00
276,7.00
277,7.00
278,7.00
279,7.00
280,7.00
281,7.00
282,7.00
283,7.00
284,7.00
285,8.00
286,8.00
287,8.00
288,8.00
289,8.00
290,7.00
291,7.00
292,7.00
293,7.00
294,7.00
295,7.00
296,7.00
297,7.00
298,6.00
299,6.00
300,6.00
301,6.00
302,6.00
303,6.00
304,6.00
305,6.00
306,6.00
307,6.00
308,7.00
309,7.00
310,7.00
311,7.00
312,7.00
313,7.00
314,7.00
315,7.00
316,7.00
317,7.00
318,7.00
319,7.00
320,7.00
321,7.00
322,7.00
323,7.00
324,7.00
325,7.00
326,7.00
327,7.00
328,7.00
329,7.00
330,7.00
331,7.00
332,7.00
333,7.00
334,7.00
335,7.00
336,7.00
337,7.00
338,7.00
339,7.00
340,7.00
341,6.00
342,6.00
343,6.00
344,6.00
345,6.00
346,6.00
347,6.00
348,6.00
349,7.00
350,9.00
351,9.00
352,9.00
353,9.00
354,9.00
355,9.00
356,9.00
357,9.00
358,9.00
359,9.00
360,9.00
361,9.00
362,10.00
363,10.00
364,10.00
365,10.00
366,10.00
367,10.00
368,10.00
369,12.00
370,12.00
371,12.00
372,13.00
373,13.00
374,12.00
375,12.00
376,12.00
377,12.00
378,12.00
379,12.00
380,12.00
381,12.00
382,14.00
383,14.00
384,14.00
385,14.00
386,14.00
387,14.00
388,14.00
389,13.00
390,13.00
391,13.00
392,13.00
393,13.00
394,13.00
395,13.00
396,13.00
397,13.00
398,13.00
399,13.00
400,13.00
401,13.00
402,13.00
403,13.00
404,13.00
405,13.00
406,13.00
407,13.00
408,13.00
409,13.00
410,13.00
411,13.00
412,13.00
413,13.00
414,13.00
415,14.00
416,14.00
417,15.00
418,15.00
