Position,Coverage
1,1.00
2,1.00
3,1.00
4,1.00
5,1.00
6,1.00
7,1.00
8,1.00
9,1.00
10,1.00
11,1.00
12,1.00
13,1.00
14,1.00
15,1.00
16,1.00
17,1.00
18,1.00
19,1.00
20,1.00
21,1.00
22,1.00
23,1.00
24,1.00
25,2.00
26,2.00
27,2.00
28,2.00
29,2.00
30,2.00
31,2.00
32,2.00
33,2.00
34,2.00
35,2.00
36,2.00
37,3.00
38,3.00
39,3.00
40,3.00
41,3.00
42,3.00
43,3.00
44,3.00
45,3.00
46,3.00
47,3.00
48,3.00
49,3.00
50,3.00
51,3.00
52,3.00
53,3.00
54,3.00
55,3.00
56,3.00
57,3.00
58,3.00
59,3.00
60,3.00
61,3.00
62,3.00
63,3.00
64,3.00
65,3.00
66,3.00
67,3.00
68,3.00
69,3.00
70,3.00
71,3.00
72,3.00
73,3.00
74,3.00
75,3.00
76,3.00
77,3.00
78,3.00
79,3.00
80,3.00
81,3.00
82,3.00
83,3.00
84,3.00
85,3.00
86,3.00
87,3.00
88,3.00
89,4.00
90,4.00
91,4.00
92,4.00
93,4.00
94,4.00
95,4.00
96,4.00
97,4.00
98,4.00
99,4.00
100,4.00
101,4.00
102,4.00
103,4.00
104,4.00
105,4.00
106,4.00
107,4.00
108,4.00
109,4.00
110,4.00
111,4.00
112,4.00
113,4.00
114,4.00
115,4.00
116,4.00
117,4.00
118,4.00
119,4.00
120,4.00
121,4.00
122,4.00
123,4.00
124,4.00
125,4.00
126,4.00
127,4.00
128,4.00
129,4.00
130,4.00
131,4.00
132,4.00
133,4.00
134,4.00
135,4.00
136,4.00
137,4.00
138,4.00
139,4.00
140,4.00
141,4.00
142,4.00
143,4.00
144,4.00
145,4.00
146,4.00
147,4.00
148,4.00
149,4.00
150,4.00
151,4.00
152,3.00
153,3.00
154,3.00
155,3.00
156,4.00
157,4.00
158,4.00
159,4.00
160,4.00
161,4.00
162,4.00
163,4.00
164,4.00
165,4.00
166,4.00
167,4.00
168,4.00
169,4.00
170,4.00
171,4.00
172,4.00
173,6.00
174,6.00
175,6.00
176,5.00
177,5.00
178,5.00
179,5.00
180,5.00
181,5.00
182,5.00
183,5.00
184,5.00
185,5.00
186,5.00
187,5.00
188,4.00
189,4.00
190,4.00
191,4.00
192,4.00
193,4.00
194,4.00
195,4.00
196,4.00
197,4.00
198,4.00
199,4.00
200,4.00
201,4.00
202,4.00
203,4.00
204,4.00
205,4.00
206,4.00
207,4.00
208,4.00
209,4.00
210,4.00
211,4.00
212,4.00
213,4.00
214,4.00
215,8.00
216,8.00
217,8.00
218,8.00
219,8.00
220,8.00
221,8.00
222,8.00
223,8.00
224,8.00
225,8.00
226,8.00
227,8.00
228,8.00
229,8.00
230,8.00
231,8.00
232,8.00
233,8.00
234,8.00
235,8.00
236,8.00
237,8.00
238,8.00
239,8.00
240,7.00
241,7.00
242,7.00
243,7.00
244,7.00
245,7.00
246,7.00
247,9.00
248,9.00
249,9.00
250,11.00
251,11.00
252,12.00
253,12.00
254,12.00
255,12.00
256,12.00
257,12.00
258,12.00
259,12.00
260,12.00
261,12.00
262,12.00
263,12.00
264,12.00
265,12.00
266,12.00
267,12.00
268,12.00
269,12.00
270,12.00
271,12.00
272,12.00
273,12.00
274,12.00
275,12.00
276,12.00
277,12.00
278,12.00
279,12.00
280,12.00
281,12.00
282,12.00
283,12.00
284,13.00
285,13.00
286,13.00
287,13.00
288,13.00
289,13.00
290,13.00
291,13.00
292,13.00
293,13.00
294,13.00
295,13.00
296,13.00
297,13.00
298,13.00
299,14.00
300,14.00
301,14.00
302,14.00
303,15.00
304,15.00
305,15.00
306,15.00
307,14.00
308,14.00
309,14.00
310,14.00
311,15.00
312,15.00
313,15.00
314,15.00
315,15.00
316,15.00
317,15.00
318,15.00
319,15.00
320,15.00
321,15.00
322,15.00
323,15.00
324,15.00
325,15.00
326,13.00
327,13.00
328,13.00
329,13.00
330,13.00
331,13.00
332,13.00
333,13.00
334,13.00
335,13.00
336,13.00
337,13.00
338,13.00
339,13.00
340,13.00
341,13.00
342,13.00
343,13.00
344,13.00
345,13.00
346,13.00
347,13.00
348,13.00
349,13.00
350,13.00
351,13.00
352,13.00
353,13.00
354,13.00
355,13.00
356,13.00
357,13.00
358,13.00
359,13.00
360,13.00
361,13.00
362,13.00
363,13.00
364,13.00
365,13.00
366,9.00
367,9.00
368,9.00
369,9.00
370,9.00
371,9.00
372,9.00
373,7.00
374,7.00
375,7.00
376,7.00
377,7.00
378,7.00
379,7.00
380,7.00
381,7.00
382,7.00
383,7.00
384,7.00
385,7.00
386,7.00
387,7.00
388,7.00
389,7.00
390,7.00
391,7.00
392,7.00
393,7.00
394,7.00
395,8.00
396,8.00
397,8.00
398,8.00
399,6.00
400,6.00
401,6.00
402,6.00
403,6.00
404,5.00
405,5.00
406,6.00
407,6.00
408,6.00
409,6.00
410,6.00
411,6.00
412,6.00
413,6.00
414,6.00
415,6.00
416,6.00
417,6.00
418,6.00
419,6.00
420,6.00
421,6.00
422,6.00
423,6.00
424,6.00
425,6.00
426,6.00
427,6.00
428,6.00
429,6.00
430,6.00
431,6.00
432,6.00
433,6.00
434,6.00
435,6.00
436,6.00
437,6.00
438,6.00
439,6.00
440,6.00
441,6.00
442,6.00
443,6.00
444,6.00
445,6.00
446,6.00
447,6.00
448,6.00
449,6.00
450,6.00
451,5.00
452,5.00
453,5.00
454,5.00
455,5.00
456,5.00
457,5.00
458,4.00
459,4.00
460,4.00
461,4.00
462,4.00
463,3.00
464,3.00
465,3.00
466,3.00
467,3.00
468,3.00
469,3.00
470,3.00
471,3.00
472,3.00
473,3.00
474,3.00
475,3.00
476,3.00
477,3.00
478,3.00
479,3.00
480,4.00
481,4.00
482,4.00
483,6.00
484,6.00
485,6.00
486,6.00
487,6.00
488,6.00
489,6.00
490,6.00
491,6.00
492,6.00
493,6.00
494,6.00
495,6.00
496,6.00
497,6.00
498,6.00
499,6.00
500,6.00
501,6.00
502,6.00
503,7.00
504,7.00
505,7.00
506,8.00
507,8.00
508,10.00
509,10.00
510,10.00
511,10.00
512,10.00
513,10.00
514,10.00
515,10.00
516,11.00
517,11.00
518,11.00
519,11.00
520,11.00
521,11.00
522,11.00
523,11.00
524,11.00
525,12.00
526,12.00
527,12.00
528,12.00
529,12.00
530,12.00
531,12.00
532,13.00
533,13.00
534,13.00
535,13.00
536,13.00
537,13.00
538,15.00
539,15.00
540,15.00
541,15.00
542,15.00
543,15.00
544,15.00
545,15.00
546,14.00
547,14.00
548,16.00
549,18.00
550,20.00
551,20.00
552,20.00
553,20.00
554,20.00
555,20.00
556,20.00
557,19.00
558,19.00
559,19.00
560,20.00
561,20.00
562,20.00
563,20.00
564,20.00
565,20.00
566,20.00
567,20.00
568,20.00
569,20.00
570,20.00
571,20.00
572,20.00
573,20.00
574,20.00
575,20.00
576,20.00
577,20.00
578,20.00
579,20.00
580,20.00
581,20.00
582,20.00
583,20.00
584,20.00
585,20.00
586,20.00
587,19.00
588,19.00
589,19.00
590,19.00
591,19.00
592,19.00
593,19.00
594,19.00
595,19.00
596,19.00
597,21.00
598,21.00
599,21.00
600,21.00
601,21.00
602,21.00
603,21.00
604,21.00
605,21.00
606,21.00
607,21.00
608,21.00
609,21.00
610,21.00
611,21.00
612,21.00
613,21.00
614,22.00
615,22.00
616,22.00
617,22.00
618,22.00
619,22.00
620,22.00
621,22.00
622,22.00
623,22.00
624,22.00
625,22.00
626,22.00
627,22.00
628,22.00
629,22.00
630,22.00
631,21.00
632,21.00
633,21.00
634,19.00
635,19.00
636,19.00
637,19.00
638,19.00
639,19.00
640,19.00
641,19.00
642,19.00
643,20.00
644,20.00
645,20.00
646,20.00
647,20.00
648,20.00
649,20.00
650,20.00
651,20.00
652,20.00
653,20.00
654,17.00
655,17.00
656,17.00
657,16.00
658,16.00
659,16.00
660,16.00
661,16.00
662,14.00
663,14.00
664,14.00
665,14.00
666,14.00
667,13.00
668,13.00
669,13.00
670,13.00
671,13.00
672,13.00
673,13.00
674,13.00
675,13.00
676,12.00
677,12.00
678,12.00
679,12.00
680,12.00
681,12.00
682,12.00
683,11.00
684,11.00
685,11.00
686,11.00
687,11.00
688,11.00
689,11.00
690,11.00
691,11.00
692,11.00
693,11.00
694,11.00
695,11.00
696,11.00
697,11.00
698,11.00
699,9.00
700,7.00
701,5.00
702,5.00
703,5.00
704,5.00
705,5.00
706,5.00
707,5.00
708,5.00
709,5.00
710,5.00
711,4.00
712,4.00
713,4.00
714,4.00
715,5.00
716,5.00
717,5.00
718,5.00
719,5.00
720,5.00
721,5.00
722,6.00
723,6.00
724,6.00
725,7.00
726,7.00
727,7.00
728,8.00
729,8.00
730,10.00
731,10.00
732,10.00
733,10.00
734,10.00
735,10.00
736,10.00
737,10.00
738,10.00
739,10.00
740,10.00
741,10.00
742,10.00
743,10.00
744,10.00
745,10.00
746,12.00
747,12.00
748,11.00
749,11.00
750,11.00
751,11.00
752,11.00
753,11.00
754,11.00
755,11.00
756,11.00
757,11.00
758,11.00
759,11.00
760,12.00
761,12.00
762,12.00
763,12.00
764,12.00
765,11.00
766,11.00
767,11.00
768,11.00
769,11.00
770,11.00
771,11.00
772,11.00
773,11.00
774,11.00
775,11.00
776,11.00
777,11.00
778,11.00
779,11.00
780,11.00
781,11.00
782,11.00
783,11.00
784,11.00
785,11.00
786,11.00
787,11.00
788,11.00
789,11.00
790,11.00
791,11.00
792,11.00
793,11.00
794,10.00
795,10.00
796,11.00
797,11.00
798,11.00
799,11.00
800,11.00
801,11.00
802,11.00
803,11.00
804,11.00
805,11.00
806,11.00
807,11.00
808,11.00
809,11.00
810,11.00
811,11.00
812,11.00
813,11.00
814,11.00
815,11.00
816,11.00
817,11.00
818,11.00
819,11.00
820,12.00
821,12.00
822,12.00
823,12.00
824,12.00
825,12.00
826,12.00
827,12.00
828,12.00
829,12.00
830,12.00
831,12.00
832,12.00
833,12.00
834,12.00
835,12.00
836,12.00
837,12.00
838,12.00
839,12.00
840,13.00
841,13.00
842,13.00
843,13.00
844,13.00
845,13.00
846,13.00
847,11.00
848,11.00
849,11.00
850,11.00
851,11.00
852,12.00
853,12.00
854,12.00
855,12.00
856,12.00
857,12.00
858,12.00
859,12.00
860,12.00
861,13.00
862,13.00
863,13.00
864,13.00
865,14.00
866,13.00
867,13.00
868,13.00
869,13.00
870,13.00
871,13.00
872,14.00
873,14.00
874,14.00
875,14.00
876,13.00
877,13.00
878,13.00
879,12.00
880,12.00
881,12.00
882,12.00
883,12.00
884,12.00
885,12.00
886,12.00
887,12.00
888,12.00
889,13.00
890,13.00
891,13.00
892,13.00
893,13.00
894,13.00
895,13.00
896,13.00
897,11.00
898,11.00
899,10.00
900,10.00
901,10.00
902,10.00
903,10.00
904,10.00
905,10.00
906,10.00
907,10.00
908,10.00
909,10.00
910,10.00
911,9.00
912,9.00
913,10.00
914,10.00
915,10.00
916,10.00
917,10.00
918,10.00
919,10.00
920,10.00
921,10.00
922,10.00
923,10.00
924,10.00
925,10.00
926,10.00
927,10.00
928,10.00
929,11.00
930,13.00
931,13.00
932,13.00
933,13.00
934,13.00
935,13.00
936,13.00
937,13.00
938,13.00
939,14.00
940,16.00
941,16.00
942,16.00
943,17.00
944,19.00
945,19.00
946,19.00
947,18.00
948,18.00
949,18.00
950,18.00
951,18.00
952,18.00
953,20.00
954,20.00
955,20.00
956,20.00
957,20.00
958,20.00
959,20.00
960,20.00
961,20.00
962,20.00
963,20.00
964,20.00
965,20.00
966,20.00
967,20.00
968,20.00
969,20.00
970,20.00
971,19.00
972,19.00
973,19.00
974,19.00
975,19.00
976,19.00
977,19.00
978,19.00
979,19.00
980,19.00
981,19.00
982,19.00
983,19.00
984,19.00
985,19.00
986,19.00
987,19.00
988,19.00
989,19.00
990,19.00
991,18.00
992,18.00
993,18.00
994,18.00
995,18.00
996,18.00
997,19.00
998,19.00
999,19.00
1000,19.00
1001,19.00
1002,19.00
1003,18.00
1004,18.00
1005,18.00
1006,18.00
1007,18.00
1008,18.00
1009,18.00
1010,18.00
1011,18.00
1012,17.00
1013,17.00
1014,17.00
1015,17.00
1016,16.00
1017,16.00
1018,16.00
1019,16.00
1020,16.00
1021,16.00
1022,16.00
1023,15.00
1024,14.00
1025,14.00
1026,14.00
1027,14.00
1028,14.00
1029,14.00
1030,14.00
1031,14.00
1032,14.00
1033,14.00
1034,14.00
1035,14.00
1036,14.00
1037,14.00
1038,14.00
1039,14.00
1040,13.00
1041,13.00
1042,13.00
1043,13.00
1044,13.00
1045,13.00
1046,13.00
1047,13.00
1048,13.00
1049,13.00
1050,13.00
1051,13.00
1052,13.00
1053,13.00
1054,13.00
1055,13.00
1056,13.00
1057,13.00
1058,13.00
1059,13.00
1060,13.00
1061,13.00
1062,13.00
1063,13.00
1064,12.00
1065,12.00
1066,12.00
1067,12.00
1068,12.00
1069,12.00
1070,12.00
1071,12.00
1072,12.00
1073,12.00
1074,12.00
1075,12.00
1076,12.00
1077,12.00
1078,12.00
1079,12.00
1080,11.00
1081,9.00
1082,9.00
1083,9.00
1084,9.00
1085,9.00
1086,9.00
1087,9.00
1088,9.00
1089,9.00
1090,8.00
1091,4.00
1092,4.00
1093,4.00
1094,3.00
1095,1.00
1096,1.00
1097,1.00
1098,1.00
1099,1.00
1100,1.00
1101,1.00
1102,1.00
1103,1.00
1104,1.00
1105,1.00
1106,1.00
1107,1.00
1108,1.00
1109,1.00
1110,1.00
1111,1.00
1112,1.00
1113,1.00
1114,1.00
1115,1.00
1116,1.00
1117,1.00
1118,1.00
1119,1.00
1120,1.00
1121,1.00
1122,1.00
1123,1.00
1124,1.00
1125,1.00
1126,1.00
1127,1.00
1128,1.00
1129,1.00
1130,1.00
1131,1.00
1132,1.00
1133,1.00
