Position,Coverage
1,1.00
2,1.00
3,1.00
4,1.00
5,1.00
6,1.00
7,1.00
8,1.00
9,1.00
10,1.00
11,1.00
12,1.00
13,1.00
14,1.00
15,1.00
16,1.00
17,1.00
18,1.00
19,1.00
20,1.00
21,1.00
22,1.00
23,1.00
24,1.00
25,1.00
26,1.00
27,1.00
28,1.00
29,1.00
30,1.00
31,1.00
32,1.00
33,1.00
34,1.00
35,1.00
36,1.00
37,1.00
38,1.00
39,1.00
40,1.00
41,1.00
42,1.00
43,1.00
44,1.00
45,1.00
46,1.00
47,1.00
48,1.00
49,1.00
50,1.00
51,1.00
52,1.00
53,1.00
54,1.00
55,1.00
56,1.00
57,1.00
58,1.00
59,1.00
60,1.00
61,1.00
62,1.00
63,1.00
64,1.00
65,1.00
66,1.00
67,1.00
68,2.00
69,2.00
70,2.00
71,2.00
72,2.00
73,2.00
74,2.00
75,2.00
76,2.00
77,2.00
78,2.00
79,2.00
80,2.00
81,2.00
82,2.00
83,2.00
84,2.00
85,2.00
86,2.00
87,2.00
88,3.00
89,3.00
90,3.00
91,3.00
92,3.00
93,3.00
94,3.00
95,3.00
96,3.00
97,3.00
98,4.00
99,4.00
100,4.00
101,4.00
102,4.00
103,4.00
104,4.00
105,4.00
106,4.00
107,4.00
108,4.00
109,4.00
110,4.00
111,4.00
112,4.00
113,4.00
114,4.00
115,4.00
116,4.00
117,4.00
118,4.00
119,4.00
120,4.00
121,4.00
122,4.00
123,4.00
124,4.00
125,4.00
126,4.00
127,4.00
128,4.00
129,4.00
130,4.00
131,4.00
132,4.00
133,4.00
134,4.00
135,4.00
136,4.00
137,4.00
138,5.00
139,5.00
140,5.00
141,5.00
142,5.00
143,5.00
144,5.00
145,5.00
146,5.00
147,5.00
148,5.00
149,5.00
150,5.00
151,5.00
152,5.00
153,5.00
154,5.00
155,5.00
156,5.00
157,5.00
158,5.00
159,7.00
160,7.00
161,7.00
162,8.00
163,11.00
164,12.00
165,12.00
166,12.00
167,12.00
168,13.00
169,15.00
170,16.00
171,19.00
172,19.00
173,19.00
174,19.00
175,19.00
176,19.00
177,19.00
178,19.00
179,19.00
180,19.00
181,20.00
182,20.00
183,20.00
184,20.00
185,20.00
186,20.00
187,20.00
188,20.00
189,20.00
190,20.00
191,20.00
192,20.00
193,22.00
194,22.00
195,22.00
196,23.00
197,23.00
198,23.00
199,23.00
200,23.00
201,23.00
202,23.00
203,23.00
204,23.00
205,23.00
206,23.00
207,24.00
208,24.00
209,24.00
210,24.00
211,24.00
212,24.00
213,24.00
214,23.00
215,23.00
216,23.00
217,23.00
218,23.00
219,23.00
220,23.00
221,25.00
222,25.00
223,25.00
224,25.00
225,25.00
226,25.00
227,25.00
228,25.00
229,25.00
230,25.00
231,25.00
232,25.00
233,25.00
234,24.00
235,24.00
236,24.00
237,24.00
238,24.00
239,24.00
240,24.00
241,24.00
242,24.00
243,24.00
244,23.00
245,23.00
246,23.00
247,23.00
248,23.00
249,23.00
250,23.00
251,23.00
252,23.00
253,23.00
254,23.00
255,23.00
256,23.00
257,23.00
258,24.00
259,24.00
260,24.00
261,24.00
262,24.00
263,24.00
264,24.00
265,25.00
266,25.00
267,26.00
268,26.00
269,29.00
270,29.00
271,29.00
272,29.00
273,29.00
274,29.00
275,29.00
276,29.00
277,29.00
278,29.00
279,29.00
280,30.00
281,31.00
282,31.00
283,31.00
284,30.00
285,35.00
286,35.00
287,36.00
288,36.00
289,36.00
290,36.00
291,36.00
292,36.00
293,35.00
294,35.00
295,35.00
296,36.00
297,36.00
298,36.00
299,36.00
300,36.00
301,36.00
302,40.00
303,40.00
304,48.00
305,46.00
306,46.00
307,46.00
308,45.00
309,42.00
310,41.00
311,41.00
312,41.00
313,41.00
314,40.00
315,38.00
316,37.00
317,34.00
318,34.00
319,34.00
320,34.00
321,34.00
322,34.00
323,34.00
324,34.00
325,34.00
326,34.00
327,33.00
328,33.00
329,34.00
330,34.00
331,34.00
332,34.00
333,34.00
334,34.00
335,34.00
336,35.00
337,35.00
338,36.00
339,34.00
340,34.00
341,34.00
342,33.00
343,34.00
344,35.00
345,35.00
346,35.00
347,35.00
348,35.00
349,36.00
350,36.00
351,36.00
352,36.00
353,35.00
354,35.00
355,35.00
356,35.00
357,36.00
358,36.00
359,36.00
360,37.00
361,37.00
362,37.00
363,37.00
364,37.00
365,37.00
366,37.00
367,37.00
368,38.00
369,38.00
370,38.00
371,39.00
372,39.00
373,39.00
374,39.00
375,39.00
376,39.00
377,39.00
378,39.00
379,39.00
380,39.00
381,39.00
382,39.00
383,39.00
384,39.00
385,39.00
386,39.00
387,41.00
388,41.00
389,41.00
390,41.00
391,41.00
392,43.00
393,43.00
394,43.00
395,46.00
396,46.00
397,46.00
398,49.00
399,49.00
400,49.00
401,50.00
402,50.00
403,50.00
404,49.00
405,50.00
406,50.00
407,53.00
408,53.00
409,53.00
410,53.00
411,52.00
412,52.00
413,51.00
414,51.00
415,48.00
416,48.00
417,48.00
418,49.00
419,49.00
420,49.00
421,49.00
422,49.00
423,49.00
424,50.00
425,50.00
426,49.00
427,48.00
428,48.00
429,49.00
430,52.00
431,47.00
432,47.00
433,46.00
434,46.00
435,46.00
436,46.00
437,46.00
438,46.00
439,46.00
440,46.00
441,46.00
442,45.00
443,45.00
444,45.00
445,45.00
446,45.00
447,45.00
448,41.00
449,41.00
450,33.00
451,34.00
452,34.00
453,34.00
454,34.00
455,34.00
456,34.00
457,34.00
458,34.00
459,34.00
460,34.00
461,34.00
462,34.00
463,34.00
464,34.00
465,34.00
466,34.00
467,34.00
468,34.00
469,34.00
470,34.00
471,35.00
472,36.00
473,36.00
474,36.00
475,36.00
476,37.00
477,37.00
478,37.00
479,38.00
480,38.00
481,38.00
482,37.00
483,37.00
484,36.00
485,36.00
486,36.00
487,36.00
488,37.00
489,36.00
490,35.00
491,35.00
492,35.00
493,36.00
494,36.00
495,37.00
496,38.00
497,38.00
498,38.00
499,38.00
500,38.00
501,38.00
502,38.00
503,37.00
504,37.00
505,37.00
506,36.00
507,36.00
508,36.00
509,36.00
510,36.00
511,37.00
512,37.00
513,35.00
514,34.00
515,35.00
516,35.00
517,34.00
518,34.00
519,34.00
520,34.00
521,35.00
522,35.00
523,36.00
524,36.00
525,36.00
526,36.00
527,36.00
528,36.00
529,36.00
530,36.00
531,37.00
532,37.00
533,35.00
534,35.00
535,35.00
536,35.00
537,35.00
538,33.00
539,33.00
540,33.00
541,30.00
542,30.00
543,30.00
544,27.00
545,27.00
546,27.00
547,26.00
548,26.00
549,26.00
550,26.00
551,27.00
552,27.00
553,24.00
554,24.00
555,24.00
556,25.00
557,25.00
558,25.00
559,25.00
560,25.00
561,25.00
562,25.00
563,27.00
564,27.00
565,34.00
566,34.00
567,34.00
568,34.00
569,34.00
570,33.00
571,33.00
572,33.00
573,34.00
574,34.00
575,34.00
576,31.00
577,31.00
578,31.00
579,31.00
580,31.00
581,31.00
582,31.00
583,31.00
584,31.00
585,32.00
586,32.00
587,32.00
588,32.00
589,32.00
590,32.00
591,32.00
592,32.00
593,33.00
594,33.00
595,33.00
596,33.00
597,32.00
598,32.00
599,32.00
600,32.00
601,32.00
602,32.00
603,32.00
604,32.00
605,32.00
606,32.00
607,33.00
608,33.00
609,33.00
610,33.00
611,33.00
612,33.00
613,33.00
614,33.00
615,33.00
616,33.00
617,33.00
618,32.00
619,32.00
620,32.00
621,31.00
622,32.00
623,32.00
624,33.00
625,32.00
626,33.00
627,33.00
628,35.00
629,35.00
630,35.00
631,36.00
632,36.00
633,36.00
634,35.00
635,35.00
636,35.00
637,35.00
638,35.00
639,34.00
640,34.00
641,32.00
642,31.00
643,32.00
644,32.00
645,32.00
646,32.00
647,32.00
648,32.00
649,32.00
650,32.00
651,32.00
652,32.00
653,32.00
654,32.00
655,32.00
656,32.00
657,31.00
658,31.00
659,31.00
660,31.00
661,30.00
662,31.00
663,31.00
664,32.00
665,32.00
666,32.00
667,31.00
668,31.00
669,30.00
670,31.00
671,31.00
672,31.00
673,31.00
674,31.00
675,31.00
676,31.00
677,30.00
678,30.00
679,30.00
680,30.00
681,30.00
682,30.00
683,30.00
684,30.00
685,31.00
686,31.00
687,31.00
688,31.00
689,31.00
690,31.00
691,31.00
692,31.00
693,31.00
694,31.00
695,32.00
696,33.00
697,33.00
698,33.00
699,34.00
700,34.00
701,34.00
702,33.00
703,33.00
704,35.00
705,35.00
706,35.00
707,35.00
708,35.00
709,33.00
710,32.00
711,29.00
712,29.00
713,29.00
714,29.00
715,30.00
716,31.00
717,31.00
718,31.00
719,30.00
720,34.00
721,33.00
722,33.00
723,33.00
724,33.00
725,33.00
726,33.00
727,33.00
728,33.00
729,33.00
730,33.00
731,32.00
732,32.00
733,32.00
734,33.00
735,33.00
736,33.00
737,33.00
738,33.00
739,33.00
740,33.00
741,33.00
742,33.00
743,33.00
744,33.00
745,33.00
746,33.00
747,33.00
748,33.00
749,33.00
750,33.00
751,33.00
752,33.00
753,32.00
754,32.00
755,32.00
756,32.00
757,32.00
758,32.00
759,32.00
760,32.00
761,32.00
762,32.00
763,31.00
764,32.00
765,32.00
766,32.00
767,32.00
768,30.00
769,31.00
770,30.00
771,30.00
772,29.00
773,29.00
774,27.00
775,27.00
776,30.00
777,29.00
778,29.00
779,29.00
780,29.00
781,29.00
782,29.00
783,29.00
784,30.00
785,30.00
786,32.00
787,32.00
788,32.00
789,31.00
790,31.00
791,31.00
792,31.00
793,31.00
794,33.00
795,33.00
796,33.00
797,33.00
798,33.00
799,36.00
800,36.00
801,36.00
802,36.00
803,36.00
804,36.00
805,36.00
806,36.00
807,36.00
808,35.00
809,35.00
810,34.00
811,34.00
812,34.00
813,35.00
814,35.00
815,41.00
816,40.00
817,40.00
818,40.00
819,41.00
820,41.00
821,42.00
822,43.00
823,43.00
824,43.00
825,43.00
826,43.00
827,43.00
828,46.00
829,46.00
830,46.00
831,46.00
832,47.00
833,48.00
834,48.00
835,49.00
836,49.00
837,49.00
838,49.00
839,50.00
840,50.00
841,50.00
842,50.00
843,48.00
844,48.00
845,47.00
846,47.00
847,47.00
848,47.00
849,47.00
850,45.00
851,45.00
852,45.00
853,47.00
854,47.00
855,47.00
856,47.00
857,43.00
858,43.00
859,43.00
860,43.00
861,42.00
862,41.00
863,41.00
864,41.00
865,41.00
866,37.00
867,37.00
868,37.00
869,37.00
870,37.00
871,37.00
872,37.00
873,37.00
874,38.00
875,38.00
876,38.00
877,38.00
878,38.00
879,38.00
880,37.00
881,37.00
882,37.00
883,37.00
884,37.00
885,36.00
886,36.00
887,36.00
888,40.00
889,40.00
890,40.00
891,40.00
892,40.00
893,40.00
894,40.00
895,40.00
896,40.00
897,41.00
898,41.00
899,42.00
900,42.00
901,42.00
902,42.00
903,42.00
904,42.00
905,42.00
906,42.00
907,42.00
908,42.00
909,42.00
910,41.00
911,42.00
912,42.00
913,43.00
914,44.00
915,43.00
916,43.00
917,44.00
918,45.00
919,45.00
920,45.00
921,45.00
922,42.00
923,42.00
924,42.00
925,42.00
926,42.00
927,42.00
928,42.00
929,43.00
930,42.00
931,42.00
932,40.00
933,40.00
934,40.00
935,40.00
936,40.00
937,40.00
938,40.00
939,40.00
940,40.00
941,40.00
942,40.00
943,40.00
944,40.00
945,37.00
946,38.00
947,38.00
948,38.00
949,38.00
950,38.00
951,38.00
952,38.00
953,38.00
954,38.00
955,38.00
956,38.00
957,38.00
958,38.00
959,37.00
960,37.00
961,31.00
962,31.00
963,31.00
964,31.00
965,31.00
966,31.00
967,34.00
968,34.00
969,34.00
970,34.00
971,34.00
972,34.00
973,34.00
974,31.00
975,31.00
976,31.00
977,30.00
978,29.00
979,28.00
980,28.00
981,27.00
982,27.00
983,28.00
984,28.00
985,27.00
986,27.00
987,27.00
988,31.00
989,31.00
990,31.00
991,31.00
992,31.00
993,31.00
994,31.00
995,31.00
996,31.00
997,31.00
998,31.00
999,29.00
1000,30.00
1001,30.00
1002,30.00
1003,30.00
1004,30.00
1005,30.00
1006,30.00
1007,32.00
1008,32.00
1009,32.00
1010,32.00
1011,37.00
1012,37.00
1013,37.00
1014,37.00
1015,37.00
1016,37.00
1017,37.00
1018,38.00
1019,38.00
1020,37.00
1021,39.00
1022,40.00
1023,40.00
1024,40.00
1025,40.00
1026,40.00
1027,40.00
1028,40.00
1029,40.00
1030,40.00
1031,40.00
1032,40.00
1033,40.00
1034,36.00
1035,36.00
1036,36.00
1037,36.00
1038,36.00
1039,36.00
1040,36.00
1041,37.00
1042,37.00
1043,36.00
1044,36.00
1045,35.00
1046,36.00
1047,36.00
1048,38.00
1049,38.00
1050,38.00
1051,38.00
1052,38.00
1053,39.00
1054,39.00
1055,39.00
1056,39.00
1057,38.00
1058,38.00
1059,37.00
1060,37.00
1061,37.00
1062,37.00
1063,36.00
1064,35.00
1065,35.00
1066,35.00
1067,35.00
1068,35.00
1069,35.00
1070,37.00
1071,38.00
1072,38.00
1073,38.00
1074,40.00
1075,39.00
1076,39.00
1077,39.00
1078,39.00
1079,39.00
1080,39.00
1081,39.00
1082,39.00
1083,39.00
1084,39.00
1085,39.00
1086,37.00
1087,37.00
1088,37.00
1089,37.00
1090,37.00
1091,37.00
1092,36.00
1093,36.00
1094,36.00
1095,36.00
1096,36.00
1097,36.00
1098,36.00
1099,36.00
1100,36.00
1101,37.00
1102,37.00
1103,37.00
1104,37.00
1105,37.00
1106,37.00
1107,37.00
1108,37.00
1109,37.00
1110,37.00
1111,36.00
1112,37.00
1113,33.00
1114,33.00
1115,33.00
1116,33.00
1117,33.00
1118,33.00
1119,33.00
1120,33.00
1121,33.00
1122,33.00
1123,34.00
1124,34.00
1125,34.00
1126,34.00
1127,34.00
1128,34.00
1129,33.00
1130,34.00
1131,34.00
1132,34.00
1133,34.00
