Position,Coverage
1,2.00
2,2.00
3,2.00
4,2.00
5,2.00
6,2.00
7,2.00
8,2.00
9,2.00
10,2.00
11,2.00
12,2.00
13,2.00
14,2.00
15,3.00
16,3.00
17,3.00
18,3.00
19,3.00
20,3.00
21,4.00
22,4.00
23,4.00
24,4.00
25,4.00
26,4.00
27,4.00
28,4.00
29,4.00
30,4.00
31,4.00
32,4.00
33,4.00
34,4.00
35,4.00
36,4.00
37,4.00
38,4.00
39,4.00
40,4.00
41,4.00
42,4.00
43,8.00
44,8.00
45,8.00
46,8.00
47,8.00
48,8.00
49,8.00
50,8.00
51,8.00
52,9.00
53,19.00
54,19.00
55,25.00
56,27.00
57,31.00
58,41.00
59,41.00
60,41.00
61,41.00
62,41.00
63,41.00
64,41.00
65,42.00
66,42.00
67,42.00
68,42.00
69,42.00
70,42.00
71,42.00
72,42.00
73,42.00
74,42.00
75,42.00
76,42.00
77,42.00
78,42.00
79,42.00
80,42.00
81,42.00
82,42.00
83,42.00
84,42.00
85,42.00
86,42.00
87,42.00
88,42.00
89,42.00
90,42.00
91,42.00
92,42.00
93,42.00
94,42.00
95,42.00
96,42.00
97,42.00
98,42.00
99,42.00
100,42.00
101,42.00
102,42.00
103,42.00
104,42.00
105,42.00
106,42.00
107,42.00
108,42.00
109,45.00
110,45.00
111,45.00
112,45.00
113,45.00
114,45.00
115,45.00
116,45.00
117,45.00
118,45.00
119,45.00
120,45.00
121,45.00
122,45.00
123,45.00
124,45.00
125,45.00
126,45.00
127,45.00
128,45.00
129,45.00
130,45.00
131,45.00
132,45.00
133,45.00
134,45.00
135,45.00
136,45.00
137,45.00
138,45.00
139,45.00
140,45.00
141,45.00
142,45.00
143,45.00
144,45.00
145,45.00
146,45.00
147,45.00
148,45.00
149,45.00
150,45.00
151,45.00
152,45.00
153,45.00
154,45.00
155,45.00
156,43.00
157,43.00
158,43.00
159,43.00
160,43.00
161,43.00
162,43.00
163,43.00
164,42.00
165,42.00
166,42.00
167,42.00
168,42.00
169,42.00
170,42.00
171,42.00
172,42.00
173,42.00
174,42.00
175,42.00
176,41.00
177,41.00
178,41.00
179,41.00
180,41.00
181,41.00
182,41.00
183,41.00
184,41.00
185,41.00
186,41.00
187,41.00
188,41.00
189,41.00
190,44.00
191,44.00
192,44.00
193,44.00
194,44.00
195,40.00
196,40.00
197,40.00
198,40.00
199,40.00
200,40.00
201,39.00
202,29.00
203,31.00
204,25.00
205,23.00
206,19.00
207,9.00
208,9.00
209,9.00
210,9.00
211,12.00
212,16.00
213,16.00
214,15.00
215,17.00
216,17.00
217,88.00
218,121.00
219,150.00
220,153.00
221,157.00
222,170.00
223,215.00
224,268.00
225,294.00
226,299.00
227,300.00
228,302.00
229,302.00
230,302.00
231,306.00
232,309.00
233,311.00
234,312.00
235,337.00
236,343.00
237,343.00
238,343.00
239,344.00
240,389.00
241,401.00
242,405.00
243,406.00
244,407.00
245,409.00
246,409.00
247,412.00
248,412.00
249,412.00
250,431.00
251,431.00
252,431.00
253,431.00
254,431.00
255,428.00
256,428.00
257,428.00
258,430.00
259,430.00
260,431.00
261,431.00
262,436.00
263,436.00
264,438.00
265,441.00
266,441.00
267,453.00
268,453.00
269,454.00
270,462.00
271,462.00
272,463.00
273,477.00
274,480.00
275,481.00
276,481.00
277,487.00
278,488.00
279,488.00
280,488.00
281,488.00
282,494.00
283,498.00
284,502.00
285,510.00
286,510.00
287,510.00
288,516.00
289,516.00
290,517.00
291,517.00
292,523.00
293,523.00
294,523.00
295,525.00
296,525.00
297,529.00
298,530.00
299,531.00
300,531.00
301,531.00
302,533.00
303,547.00
304,547.00
305,585.00
306,585.00
307,586.00
308,594.00
309,613.00
310,613.00
311,613.00
312,613.00
313,613.00
314,613.00
315,620.00
316,626.00
317,626.00
318,632.00
319,632.00
320,632.00
321,642.00
322,642.00
323,642.00
324,642.00
325,642.00
326,646.00
327,646.00
328,648.00
329,648.00
330,648.00
331,651.00
332,651.00
333,656.00
334,656.00
335,659.00
336,665.00
337,667.00
338,667.00
339,667.00
340,667.00
341,667.00
342,677.00
343,691.00
344,695.00
345,700.00
346,703.00
347,703.00
348,703.00
349,715.00
350,713.00
351,713.00
352,713.00
353,722.00
354,723.00
355,723.00
356,733.00
357,743.00
358,750.00
359,780.00
360,790.00
361,813.00
362,814.00
363,814.00
364,743.00
365,710.00
366,710.00
367,681.00
368,689.00
369,690.00
370,678.00
371,639.00
372,586.00
373,562.00
374,558.00
375,561.00
376,565.00
377,565.00
378,565.00
379,561.00
380,561.00
381,559.00
382,563.00
383,545.00
384,539.00
385,539.00
386,539.00
387,545.00
388,500.00
389,488.00
390,484.00
391,483.00
392,482.00
393,480.00
394,480.00
395,479.00
396,481.00
397,481.00
398,490.00
399,490.00
400,490.00
401,490.00
402,491.00
403,501.00
404,501.00
405,499.00
406,501.00
407,504.00
408,510.00
409,505.00
410,505.00
411,505.00
412,502.00
413,502.00
414,490.00
415,490.00
416,492.00
417,480.00
418,480.00
