Position,Coverage
1,1.00
2,1.00
3,1.00
4,1.00
5,1.00
6,1.00
7,1.00
8,1.00
9,1.00
10,1.00
11,1.00
12,1.00
13,1.00
14,1.00
15,1.00
16,1.00
17,1.00
18,1.00
19,1.00
20,1.00
21,1.00
22,1.00
23,2.00
24,2.00
25,2.00
26,2.00
27,2.00
28,2.00
29,2.00
30,2.00
31,2.00
32,2.00
33,2.00
34,3.00
35,3.00
36,3.00
37,3.00
38,3.00
39,3.00
40,3.00
41,3.00
42,3.00
43,3.00
44,3.00
45,3.00
46,3.00
47,3.00
48,3.00
49,3.00
50,3.00
51,3.00
52,3.00
53,3.00
54,3.00
55,3.00
56,3.00
57,3.00
58,3.00
59,3.00
60,3.00
61,3.00
62,3.00
63,3.00
64,3.00
65,3.00
66,3.00
67,3.00
68,3.00
69,3.00
70,3.00
71,3.00
72,3.00
73,3.00
74,3.00
75,3.00
76,3.00
77,3.00
78,3.00
79,3.00
80,3.00
81,3.00
82,3.00
83,3.00
84,3.00
85,3.00
86,3.00
87,3.00
88,3.00
89,3.00
90,3.00
91,3.00
92,3.00
93,3.00
94,3.00
95,3.00
96,3.00
97,3.00
98,4.00
99,4.00
100,4.00
101,4.00
102,4.00
103,4.00
104,4.00
105,4.00
106,4.00
107,4.00
108,4.00
109,4.00
110,4.00
111,4.00
112,4.00
113,4.00
114,4.00
115,4.00
116,4.00
117,4.00
118,4.00
119,4.00
120,4.00
121,4.00
122,4.00
123,4.00
124,4.00
125,4.00
126,4.00
127,4.00
128,4.00
129,4.00
130,4.00
131,4.00
132,4.00
133,4.00
134,4.00
135,4.00
136,4.00
137,4.00
138,5.00
139,6.00
140,6.00
141,6.00
142,6.00
143,7.00
144,7.00
145,7.00
146,7.00
147,7.00
148,7.00
149,7.00
150,7.00
151,7.00
152,6.00
153,6.00
154,6.00
155,6.00
156,6.00
157,6.00
158,6.00
159,6.00
160,6.00
161,6.00
162,6.00
163,6.00
164,6.00
165,6.00
166,6.00
167,6.00
168,6.00
169,6.00
170,6.00
171,6.00
172,6.00
173,6.00
174,5.00
175,5.00
176,5.00
177,5.00
178,5.00
179,5.00
180,5.00
181,7.00
182,7.00
183,7.00
184,7.00
185,6.00
186,6.00
187,6.00
188,6.00
189,6.00
190,6.00
191,6.00
192,6.00
193,6.00
194,6.00
195,6.00
196,6.00
197,6.00
198,6.00
199,6.00
200,6.00
201,6.00
202,6.00
203,6.00
204,6.00
205,6.00
206,6.00
207,6.00
208,6.00
209,6.00
210,6.00
211,6.00
212,6.00
213,6.00
214,6.00
215,6.00
216,6.00
217,6.00
218,6.00
219,6.00
220,7.00
221,7.00
222,7.00
223,7.00
224,7.00
225,7.00
226,7.00
227,7.00
228,7.00
229,7.00
230,7.00
231,7.00
232,7.00
233,7.00
234,7.00
235,8.00
236,8.00
237,8.00
238,8.00
239,8.00
240,8.00
241,8.00
242,8.00
243,8.00
244,8.00
245,8.00
246,8.00
247,8.00
248,8.00
249,7.00
250,7.00
251,7.00
252,8.00
253,8.00
254,8.00
255,8.00
256,8.00
257,8.00
258,8.00
259,8.00
260,8.00
261,8.00
262,8.00
263,8.00
264,8.00
265,8.00
266,8.00
267,10.00
268,10.00
269,10.00
270,10.00
271,10.00
272,10.00
273,10.00
274,10.00
275,10.00
276,10.00
277,10.00
278,10.00
279,10.00
280,10.00
281,10.00
282,13.00
283,13.00
284,13.00
285,13.00
286,13.00
287,13.00
288,13.00
289,12.00
290,11.00
291,11.00
292,11.00
293,11.00
294,10.00
295,10.00
296,10.00
297,10.00
298,10.00
299,10.00
300,10.00
301,10.00
302,10.00
303,10.00
304,10.00
305,10.00
306,10.00
307,10.00
308,11.00
309,11.00
310,11.00
311,11.00
312,11.00
313,11.00
314,11.00
315,11.00
316,11.00
317,11.00
318,11.00
319,11.00
320,11.00
321,11.00
322,11.00
323,11.00
324,11.00
325,11.00
326,11.00
327,11.00
328,11.00
329,11.00
330,11.00
331,11.00
332,9.00
333,9.00
334,9.00
335,9.00
336,9.00
337,9.00
338,9.00
339,9.00
340,9.00
341,9.00
342,9.00
343,9.00
344,9.00
345,9.00
346,9.00
347,9.00
348,9.00
349,9.00
350,9.00
351,9.00
352,9.00
353,9.00
354,9.00
355,9.00
356,9.00
357,9.00
358,9.00
359,9.00
360,9.00
361,9.00
362,9.00
363,9.00
364,9.00
365,9.00
366,9.00
367,9.00
368,9.00
369,9.00
370,9.00
371,8.00
372,8.00
373,8.00
374,8.00
375,10.00
376,10.00
377,10.00
378,10.00
379,10.00
380,10.00
381,10.00
382,10.00
383,10.00
384,10.00
385,10.00
386,9.00
387,9.00
388,9.00
389,9.00
390,9.00
391,9.00
392,9.00
393,9.00
394,9.00
395,9.00
396,9.00
397,9.00
398,9.00
399,9.00
400,9.00
401,9.00
402,9.00
403,8.00
404,8.00
405,8.00
406,8.00
407,8.00
408,8.00
409,9.00
410,9.00
411,9.00
412,9.00
413,9.00
414,9.00
415,9.00
416,9.00
417,9.00
418,7.00
419,7.00
420,7.00
421,7.00
422,7.00
423,7.00
424,7.00
425,7.00
426,7.00
427,7.00
428,7.00
429,7.00
430,7.00
431,7.00
432,7.00
433,4.00
434,4.00
435,4.00
436,4.00
437,4.00
438,4.00
439,4.00
440,4.00
441,4.00
442,4.00
443,4.00
444,4.00
445,4.00
446,4.00
447,4.00
448,4.00
449,4.00
450,4.00
451,4.00
452,4.00
453,4.00
454,4.00
455,4.00
456,4.00
457,4.00
458,4.00
459,3.00
460,5.00
461,5.00
462,5.00
463,5.00
464,5.00
465,5.00
466,5.00
467,5.00
468,5.00
469,5.00
470,5.00
471,5.00
472,5.00
473,5.00
474,5.00
475,5.00
476,5.00
477,5.00
478,5.00
479,7.00
480,7.00
481,7.00
482,7.00
483,7.00
484,7.00
485,7.00
486,7.00
487,7.00
488,7.00
489,7.00
490,7.00
491,7.00
492,7.00
493,7.00
494,7.00
495,7.00
496,7.00
497,7.00
498,7.00
499,7.00
500,7.00
501,7.00
502,7.00
503,7.00
504,5.00
505,5.00
506,5.00
507,5.00
508,5.00
509,5.00
510,5.00
511,5.00
512,5.00
513,5.00
514,5.00
515,5.00
516,5.00
517,5.00
518,6.00
519,7.00
520,8.00
521,8.00
522,8.00
523,8.00
524,8.00
525,8.00
526,8.00
527,11.00
528,11.00
529,11.00
530,11.00
531,11.00
532,11.00
533,11.00
534,11.00
535,11.00
536,11.00
537,12.00
538,12.00
539,12.00
540,12.00
541,12.00
542,12.00
543,12.00
544,12.00
545,12.00
546,12.00
547,12.00
548,12.00
549,12.00
550,12.00
551,12.00
552,12.00
553,12.00
554,12.00
555,12.00
556,12.00
557,12.00
558,12.00
559,12.00
560,11.00
561,11.00
562,11.00
563,11.00
564,11.00
565,12.00
566,12.00
567,12.00
568,12.00
569,12.00
570,12.00
571,12.00
572,13.00
573,13.00
574,13.00
575,13.00
576,14.00
577,14.00
578,14.00
579,14.00
580,14.00
581,15.00
582,15.00
583,15.00
584,15.00
585,15.00
586,15.00
587,15.00
588,15.00
589,15.00
590,15.00
591,15.00
592,15.00
593,15.00
594,15.00
595,15.00
596,15.00
597,15.00
598,15.00
599,15.00
600,15.00
601,15.00
602,15.00
603,15.00
604,15.00
605,15.00
606,15.00
607,15.00
608,15.00
609,15.00
610,15.00
611,14.00
612,14.00
613,14.00
614,14.00
615,14.00
616,14.00
617,14.00
618,14.00
619,14.00
620,14.00
621,14.00
622,14.00
623,14.00
624,12.00
625,12.00
626,12.00
627,12.00
628,12.00
629,12.00
630,12.00
631,12.00
632,12.00
633,12.00
634,12.00
635,12.00
636,12.00
637,12.00
638,12.00
639,12.00
640,12.00
641,12.00
642,12.00
643,12.00
644,12.00
645,12.00
646,12.00
647,12.00
648,12.00
649,12.00
650,12.00
651,12.00
652,12.00
653,12.00
654,12.00
655,12.00
656,12.00
657,12.00
658,12.00
659,12.00
660,12.00
661,12.00
662,12.00
663,12.00
664,10.00
665,10.00
666,10.00
667,10.00
668,10.00
669,9.00
670,8.00
671,7.00
672,8.00
673,8.00
674,10.00
675,10.00
676,10.00
677,12.00
678,11.00
679,11.00
680,11.00
681,11.00
682,11.00
683,11.00
684,11.00
685,11.00
686,11.00
687,11.00
688,10.00
689,10.00
690,10.00
691,10.00
692,10.00
693,10.00
694,10.00
695,10.00
696,10.00
697,10.00
698,10.00
699,10.00
700,10.00
701,10.00
702,10.00
703,10.00
704,10.00
705,10.00
706,10.00
707,10.00
708,10.00
709,10.00
710,10.00
711,10.00
712,10.00
713,10.00
714,10.00
715,10.00
716,9.00
717,9.00
718,9.00
719,9.00
720,9.00
721,9.00
722,9.00
723,8.00
724,8.00
725,8.00
726,8.00
727,7.00
728,7.00
729,7.00
730,7.00
731,7.00
732,6.00
733,6.00
734,6.00
735,6.00
736,6.00
737,6.00
738,6.00
739,6.00
740,6.00
741,6.00
742,6.00
743,6.00
744,6.00
745,6.00
746,6.00
747,6.00
748,7.00
749,7.00
750,7.00
751,7.00
752,7.00
753,7.00
754,7.00
755,7.00
756,7.00
757,7.00
758,7.00
759,7.00
760,7.00
761,7.00
762,6.00
763,6.00
764,6.00
765,6.00
766,6.00
767,6.00
768,6.00
769,6.00
770,6.00
771,6.00
772,6.00
773,6.00
774,6.00
775,6.00
776,6.00
777,6.00
778,6.00
779,6.00
780,6.00
781,6.00
782,7.00
783,7.00
784,7.00
785,7.00
786,7.00
787,7.00
788,7.00
789,7.00
790,7.00
791,7.00
792,7.00
793,7.00
794,7.00
795,7.00
796,7.00
797,7.00
798,7.00
799,7.00
800,7.00
801,7.00
802,7.00
803,7.00
804,7.00
805,7.00
806,7.00
807,8.00
808,8.00
809,8.00
810,8.00
811,9.00
812,9.00
813,9.00
814,9.00
815,9.00
816,9.00
817,9.00
818,9.00
819,7.00
820,7.00
821,7.00
822,7.00
823,6.00
824,6.00
825,6.00
826,6.00
827,6.00
828,4.00
829,4.00
830,4.00
831,4.00
832,4.00
833,4.00
834,4.00
835,4.00
836,4.00
837,4.00
838,4.00
839,4.00
840,4.00
841,4.00
842,4.00
843,4.00
844,4.00
845,4.00
846,4.00
847,4.00
848,4.00
849,4.00
850,4.00
851,4.00
852,4.00
853,4.00
854,4.00
855,4.00
856,4.00
857,4.00
858,4.00
859,4.00
860,4.00
861,4.00
862,4.00
863,4.00
864,4.00
865,4.00
866,4.00
867,4.00
868,4.00
869,4.00
870,4.00
871,4.00
872,4.00
873,4.00
874,4.00
875,4.00
876,4.00
877,4.00
878,4.00
879,4.00
880,4.00
881,5.00
882,5.00
883,5.00
884,5.00
885,5.00
886,7.00
887,7.00
888,7.00
889,7.00
890,7.00
891,7.00
892,7.00
893,7.00
894,7.00
895,7.00
896,7.00
897,7.00
898,8.00
899,7.00
900,7.00
901,7.00
902,7.00
903,7.00
904,7.00
905,8.00
906,8.00
907,8.00
908,8.00
909,8.00
910,8.00
911,8.00
912,9.00
913,9.00
914,9.00
915,9.00
916,9.00
917,9.00
918,9.00
919,9.00
920,9.00
921,9.00
922,9.00
923,9.00
924,9.00
925,9.00
926,9.00
927,10.00
928,10.00
929,10.00
930,10.00
931,10.00
932,10.00
933,9.00
934,9.00
935,9.00
936,9.00
937,9.00
938,9.00
939,9.00
940,9.00
941,9.00
942,9.00
943,9.00
944,9.00
945,9.00
946,9.00
947,9.00
948,9.00
949,9.00
950,9.00
951,9.00
952,9.00
953,9.00
954,9.00
955,9.00
956,9.00
957,9.00
958,8.00
959,8.00
960,8.00
961,8.00
962,7.00
963,7.00
964,7.00
965,7.00
966,7.00
967,7.00
968,7.00
969,7.00
970,7.00
971,7.00
972,7.00
973,7.00
974,7.00
975,7.00
976,7.00
977,7.00
978,7.00
979,7.00
980,7.00
981,7.00
982,7.00
983,8.00
984,8.00
985,8.00
986,8.00
987,9.00
988,9.00
989,9.00
990,9.00
991,9.00
992,9.00
993,9.00
994,9.00
995,9.00
996,9.00
997,9.00
998,9.00
999,9.00
1000,9.00
1001,9.00
1002,9.00
1003,9.00
1004,9.00
1005,9.00
1006,9.00
1007,10.00
1008,10.00
1009,10.00
1010,10.00
1011,10.00
1012,10.00
1013,10.00
1014,10.00
1015,10.00
1016,10.00
1017,10.00
1018,10.00
1019,10.00
1020,10.00
1021,11.00
1022,11.00
1023,11.00
1024,11.00
1025,11.00
1026,11.00
1027,11.00
1028,11.00
1029,12.00
1030,12.00
1031,12.00
1032,11.00
1033,11.00
1034,12.00
1035,12.00
1036,12.00
1037,10.00
1038,10.00
1039,10.00
1040,10.00
1041,10.00
1042,10.00
1043,11.00
1044,11.00
1045,11.00
1046,11.00
1047,11.00
1048,11.00
1049,10.00
1050,10.00
1051,10.00
1052,10.00
1053,10.00
1054,10.00
1055,10.00
1056,10.00
1057,10.00
1058,10.00
1059,10.00
1060,10.00
1061,11.00
1062,11.00
1063,10.00
1064,10.00
1065,10.00
1066,10.00
1067,10.00
1068,10.00
1069,10.00
1070,10.00
1071,10.00
1072,10.00
1073,11.00
1074,11.00
1075,11.00
1076,12.00
1077,12.00
1078,11.00
1079,11.00
1080,11.00
1081,11.00
1082,11.00
1083,11.00
1084,11.00
1085,11.00
1086,11.00
1087,11.00
1088,11.00
1089,11.00
1090,11.00
1091,11.00
1092,11.00
1093,11.00
1094,11.00
1095,11.00
1096,11.00
1097,11.00
1098,11.00
1099,11.00
1100,11.00
1101,11.00
1102,11.00
1103,11.00
1104,12.00
1105,12.00
1106,13.00
1107,15.00
1108,15.00
1109,15.00
1110,15.00
1111,15.00
1112,15.00
1113,15.00
1114,15.00
1115,15.00
1116,15.00
1117,15.00
1118,15.00
1119,15.00
1120,15.00
1121,15.00
1122,15.00
1123,15.00
1124,15.00
1125,15.00
1126,15.00
1127,15.00
1128,15.00
1129,15.00
1130,15.00
1131,16.00
1132,16.00
1133,16.00
