Position,Coverage
1,1.00
2,1.00
3,1.00
4,1.00
5,1.00
6,1.00
7,1.00
8,1.00
9,1.00
10,1.00
11,1.00
12,4.00
13,4.00
14,4.00
15,4.00
16,4.00
17,4.00
18,4.00
19,4.00
20,4.00
21,4.00
22,4.00
23,4.00
24,4.00
25,4.00
26,4.00
27,4.00
28,4.00
29,4.00
30,4.00
31,4.00
32,4.00
33,4.00
34,4.00
35,4.00
36,4.00
37,4.00
38,4.00
39,4.00
40,4.00
41,4.00
42,4.00
43,4.00
44,4.00
45,4.00
46,4.00
47,4.00
48,4.00
49,4.00
50,4.00
51,4.00
52,4.00
53,4.00
54,4.00
55,4.00
56,4.00
57,4.00
58,4.00
59,4.00
60,4.00
61,4.00
62,4.00
63,4.00
64,4.00
65,4.00
66,4.00
67,4.00
68,4.00
69,4.00
70,4.00
71,4.00
72,5.00
73,5.00
74,5.00
75,5.00
76,5.00
77,5.00
78,5.00
79,5.00
80,5.00
81,5.00
82,5.00
83,5.00
84,5.00
85,5.00
86,5.00
87,5.00
88,5.00
89,5.00
90,5.00
91,5.00
92,5.00
93,5.00
94,5.00
95,5.00
96,5.00
97,5.00
98,5.00
99,5.00
100,5.00
101,5.00
102,5.00
103,6.00
104,6.00
105,6.00
106,6.00
107,6.00
108,6.00
109,6.00
110,6.00
111,6.00
112,6.00
113,8.00
114,8.00
115,8.00
116,8.00
117,8.00
118,8.00
119,8.00
120,8.00
121,8.00
122,8.00
123,8.00
124,8.00
125,8.00
126,8.00
127,8.00
128,8.00
129,8.00
130,8.00
131,8.00
132,8.00
133,8.00
134,8.00
135,8.00
136,8.00
137,8.00
138,8.00
139,8.00
140,8.00
141,8.00
142,8.00
143,8.00
144,8.00
145,8.00
146,8.00
147,7.00
148,7.00
149,7.00
150,7.00
151,7.00
152,7.00
153,7.00
154,7.00
155,7.00
156,7.00
157,7.00
158,4.00
159,4.00
160,4.00
161,4.00
162,4.00
163,4.00
164,4.00
165,4.00
166,4.00
167,4.00
168,4.00
169,4.00
170,4.00
171,4.00
172,4.00
173,4.00
174,4.00
175,4.00
176,4.00
177,5.00
178,5.00
179,5.00
180,5.00
181,5.00
182,5.00
183,5.00
184,5.00
185,5.00
186,5.00
187,5.00
188,5.00
189,5.00
190,8.00
191,8.00
192,8.00
193,8.00
194,8.00
195,8.00
196,8.00
197,8.00
198,8.00
199,8.00
200,8.00
201,8.00
202,8.00
203,8.00
204,8.00
205,8.00
206,8.00
207,8.00
208,8.00
209,8.00
210,8.00
211,8.00
212,8.00
213,8.00
214,8.00
215,8.00
216,8.00
217,8.00
218,7.00
219,7.00
220,7.00
221,7.00
222,7.00
223,7.00
224,7.00
225,7.00
226,7.00
227,7.00
228,7.00
229,7.00
230,7.00
231,7.00
232,7.00
233,7.00
234,7.00
235,7.00
236,7.00
237,7.00
238,7.00
239,7.00
240,7.00
241,7.00
242,7.00
243,7.00
244,7.00
245,7.00
246,7.00
247,7.00
248,7.00
249,6.00
250,6.00
251,6.00
252,6.00
253,6.00
254,6.00
255,6.00
256,6.00
257,6.00
258,6.00
259,4.00
260,4.00
261,4.00
262,4.00
263,4.00
264,4.00
265,4.00
266,4.00
267,4.00
268,4.00
269,4.00
270,4.00
271,4.00
272,4.00
273,4.00
274,4.00
275,4.00
276,4.00
277,4.00
278,4.00
279,4.00
280,4.00
281,4.00
282,4.00
283,4.00
284,4.00
285,4.00
286,5.00
287,5.00
288,5.00
289,5.00
290,5.00
291,5.00
292,5.00
293,5.00
294,5.00
295,5.00
296,5.00
297,5.00
298,5.00
299,5.00
300,5.00
301,5.00
302,5.00
303,5.00
304,5.00
305,5.00
306,5.00
307,5.00
308,5.00
309,5.00
310,5.00
311,5.00
312,5.00
313,5.00
314,5.00
315,5.00
316,5.00
317,5.00
318,5.00
319,5.00
320,5.00
321,5.00
322,5.00
323,4.00
324,4.00
325,4.00
326,4.00
327,4.00
328,4.00
329,4.00
330,4.00
331,4.00
332,4.00
333,4.00
334,4.00
335,4.00
336,1.00
337,1.00
338,1.00
339,1.00
340,1.00
341,1.00
342,1.00
343,1.00
344,1.00
345,1.00
346,1.00
347,1.00
348,1.00
349,1.00
350,1.00
351,1.00
352,1.00
353,1.00
354,1.00
355,1.00
356,1.00
357,1.00
358,1.00
359,1.00
360,1.00
361,1.00
362,1.00
363,1.00
364,1.00
365,1.00
366,1.00
367,1.00
368,1.00
369,1.00
370,2.00
371,2.00
372,2.00
373,2.00
374,2.00
375,2.00
376,2.00
377,2.00
378,2.00
379,2.00
380,2.00
381,2.00
382,2.00
383,2.00
384,2.00
385,2.00
386,2.00
387,2.00
388,2.00
389,2.00
390,2.00
391,4.00
392,4.00
393,4.00
394,4.00
395,4.00
396,4.00
397,4.00
398,4.00
399,4.00
400,4.00
401,4.00
402,4.00
403,4.00
404,4.00
405,4.00
406,4.00
407,4.00
408,4.00
409,4.00
410,4.00
411,4.00
412,4.00
413,4.00
414,4.00
415,4.00
416,4.00
417,4.00
418,4.00
419,4.00
420,4.00
421,4.00
422,4.00
423,4.00
424,4.00
425,4.00
426,4.00
427,4.00
428,4.00
429,4.00
430,4.00
431,4.00
432,3.00
433,3.00
434,3.00
435,3.00
436,3.00
437,3.00
438,3.00
439,3.00
440,3.00
441,3.00
442,3.00
443,3.00
444,3.00
445,3.00
446,4.00
447,4.00
448,4.00
449,4.00
450,4.00
451,4.00
452,4.00
453,4.00
454,4.00
455,4.00
456,4.00
457,4.00
458,4.00
459,4.00
460,4.00
461,4.00
462,4.00
463,4.00
464,4.00
465,4.00
466,4.00
467,4.00
468,4.00
469,4.00
470,4.00
471,4.00
472,4.00
473,4.00
474,4.00
475,4.00
476,4.00
477,4.00
478,4.00
479,4.00
480,5.00
481,5.00
482,5.00
483,5.00
484,5.00
485,5.00
486,5.00
487,5.00
488,5.00
489,5.00
490,5.00
491,5.00
492,5.00
493,5.00
494,5.00
495,5.00
496,5.00
497,5.00
498,5.00
499,5.00
500,5.00
501,5.00
502,5.00
503,5.00
504,5.00
505,5.00
506,5.00
507,6.00
508,6.00
509,6.00
510,6.00
511,6.00
512,6.00
513,6.00
514,6.00
515,6.00
516,5.00
517,5.00
518,5.00
519,5.00
520,5.00
521,5.00
522,5.00
523,5.00
524,5.00
525,5.00
526,5.00
527,5.00
528,5.00
529,5.00
530,5.00
531,5.00
532,5.00
533,5.00
534,5.00
535,5.00
536,5.00
537,3.00
538,3.00
539,3.00
540,3.00
541,3.00
542,3.00
543,3.00
544,3.00
545,3.00
546,3.00
547,3.00
548,3.00
549,3.00
550,3.00
551,3.00
552,3.00
553,3.00
554,4.00
555,4.00
556,4.00
557,4.00
558,4.00
559,4.00
560,4.00
561,4.00
562,4.00
563,4.00
564,4.00
565,4.00
566,4.00
567,4.00
568,4.00
569,4.00
570,4.00
571,4.00
572,4.00
573,4.00
574,4.00
575,4.00
576,4.00
577,4.00
578,4.00
579,4.00
580,4.00
581,4.00
582,4.00
583,4.00
584,4.00
585,4.00
586,4.00
587,4.00
588,4.00
589,4.00
590,4.00
591,4.00
592,3.00
593,3.00
594,3.00
595,3.00
596,3.00
597,3.00
598,3.00
599,3.00
600,3.00
601,3.00
602,3.00
603,3.00
604,3.00
605,3.00
606,3.00
607,3.00
608,3.00
609,3.00
610,3.00
611,3.00
612,3.00
613,3.00
614,3.00
615,3.00
616,3.00
617,3.00
618,3.00
619,3.00
620,3.00
621,3.00
622,3.00
623,3.00
624,3.00
625,3.00
626,2.00
627,2.00
628,2.00
629,2.00
630,2.00
631,2.00
632,2.00
633,2.00
634,2.00
635,2.00
636,2.00
637,2.00
638,2.00
639,2.00
640,2.00
641,2.00
642,2.00
643,2.00
644,2.00
645,2.00
646,2.00
647,2.00
648,2.00
649,2.00
650,2.00
651,2.00
652,2.00
653,1.00
654,1.00
655,1.00
656,2.00
657,2.00
658,2.00
659,2.00
660,2.00
661,2.00
662,2.00
663,2.00
664,2.00
665,2.00
666,2.00
667,2.00
668,2.00
669,3.00
670,3.00
671,3.00
672,3.00
673,3.00
674,3.00
675,3.00
676,3.00
677,3.00
678,3.00
679,3.00
680,3.00
681,3.00
682,3.00
683,3.00
684,3.00
685,3.00
686,3.00
687,3.00
688,3.00
689,3.00
690,3.00
691,3.00
692,3.00
693,3.00
694,3.00
695,3.00
696,3.00
697,3.00
698,3.00
699,3.00
700,2.00
701,2.00
702,2.00
703,2.00
704,2.00
705,2.00
706,2.00
707,2.00
708,2.00
709,2.00
710,2.00
711,2.00
712,2.00
713,2.00
714,2.00
715,2.00
716,2.00
717,2.00
718,2.00
719,2.00
720,2.00
721,2.00
722,2.00
723,2.00
724,2.00
725,2.00
726,3.00
727,3.00
728,3.00
729,3.00
730,3.00
731,3.00
732,3.00
733,3.00
734,3.00
735,3.00
736,3.00
737,4.00
738,4.00
739,4.00
740,4.00
741,4.00
742,4.00
743,4.00
744,4.00
745,4.00
746,4.00
747,4.00
748,4.00
749,4.00
750,4.00
751,4.00
752,4.00
753,4.00
754,4.00
755,4.00
756,4.00
757,4.00
758,4.00
759,4.00
760,4.00
761,4.00
762,4.00
763,4.00
764,4.00
765,4.00
766,4.00
767,4.00
768,4.00
769,4.00
770,4.00
771,4.00
772,4.00
773,4.00
774,4.00
775,4.00
776,4.00
777,4.00
778,4.00
779,4.00
780,4.00
781,4.00
782,4.00
783,4.00
784,4.00
785,4.00
786,4.00
787,4.00
788,4.00
789,4.00
790,4.00
791,4.00
792,4.00
793,4.00
794,4.00
795,4.00
796,4.00
797,4.00
798,4.00
799,4.00
800,4.00
801,4.00
802,3.00
803,3.00
804,3.00
805,3.00
806,3.00
807,3.00
808,3.00
809,3.00
810,3.00
811,3.00
812,3.00
813,3.00
814,3.00
815,2.00
816,2.00
817,2.00
818,2.00
819,2.00
820,2.00
821,2.00
822,2.00
823,2.00
824,2.00
825,2.00
826,2.00
827,2.00
828,2.00
829,2.00
830,2.00
831,2.00
832,2.00
833,2.00
834,3.00
835,3.00
836,3.00
837,3.00
838,3.00
839,3.00
840,3.00
841,3.00
842,3.00
843,3.00
844,3.00
845,3.00
846,3.00
847,3.00
848,3.00
849,3.00
850,3.00
851,3.00
852,3.00
853,3.00
854,3.00
855,3.00
856,3.00
857,3.00
858,3.00
859,3.00
860,3.00
861,3.00
862,3.00
863,3.00
864,3.00
865,3.00
866,3.00
867,3.00
868,3.00
869,3.00
870,3.00
871,3.00
872,2.00
873,2.00
874,2.00
875,2.00
876,2.00
877,2.00
878,2.00
879,2.00
880,2.00
881,2.00
882,2.00
883,1.00
884,1.00
885,1.00
886,1.00
887,2.00
888,2.00
889,2.00
890,2.00
891,2.00
892,2.00
893,2.00
894,2.00
895,2.00
896,2.00
897,2.00
898,2.00
899,2.00
900,2.00
901,2.00
902,2.00
903,2.00
904,2.00
905,2.00
906,2.00
907,2.00
908,2.00
909,2.00
910,2.00
911,2.00
912,2.00
913,2.00
914,2.00
915,2.00
916,2.00
917,2.00
918,2.00
919,2.00
920,2.00
921,2.00
922,2.00
923,2.00
924,2.00
925,2.00
926,2.00
927,2.00
928,2.00
929,2.00
930,2.00
931,2.00
932,2.00
933,2.00
934,2.00
935,2.00
936,2.00
937,2.00
938,2.00
939,2.00
940,2.00
941,2.00
942,2.00
943,2.00
944,2.00
945,2.00
946,2.00
947,2.00
948,2.00
949,2.00
950,2.00
951,2.00
952,2.00
953,2.00
954,2.00
955,2.00
956,2.00
957,2.00
958,2.00
959,2.00
960,2.00
961,2.00
962,2.00
963,2.00
964,4.00
965,4.00
966,4.00
967,4.00
968,4.00
969,4.00
970,4.00
971,4.00
972,4.00
973,4.00
974,4.00
975,4.00
976,4.00
977,4.00
978,4.00
979,4.00
980,3.00
981,3.00
982,4.00
983,4.00
984,4.00
985,4.00
986,4.00
987,4.00
988,4.00
989,4.00
990,4.00
991,4.00
992,4.00
993,4.00
994,4.00
995,4.00
996,4.00
997,4.00
998,4.00
999,4.00
1000,4.00
1001,4.00
1002,4.00
1003,4.00
1004,4.00
1005,4.00
1006,4.00
1007,4.00
1008,4.00
1009,4.00
1010,4.00
1011,4.00
1012,4.00
1013,4.00
1014,4.00
1015,4.00
1016,4.00
1017,4.00
1018,4.00
1019,4.00
1020,4.00
1021,4.00
1022,4.00
1023,4.00
1024,4.00
1025,4.00
1026,4.00
1027,4.00
1028,4.00
1029,4.00
1030,4.00
1031,4.00
1032,4.00
1033,3.00
1034,3.00
1035,3.00
1036,3.00
1037,3.00
1038,3.00
1039,3.00
1040,3.00
1041,3.00
1042,3.00
1043,3.00
1044,3.00
1045,3.00
1046,3.00
1047,3.00
1048,3.00
1049,3.00
1050,3.00
1051,3.00
1052,3.00
1053,3.00
1054,3.00
1055,3.00
1056,3.00
1057,3.00
1058,3.00
1059,3.00
1060,3.00
1061,3.00
1062,3.00
1063,3.00
1064,3.00
1065,3.00
1066,3.00
1067,3.00
1068,3.00
1069,3.00
1070,3.00
1071,3.00
1072,3.00
1073,3.00
1074,3.00
1075,3.00
1076,3.00
1077,3.00
1078,3.00
1079,3.00
1080,3.00
1081,3.00
1082,3.00
1083,3.00
1084,3.00
1085,3.00
1086,3.00
1087,3.00
1088,3.00
1089,3.00
1090,3.00
1091,3.00
1092,3.00
1093,3.00
1094,3.00
1095,3.00
1096,3.00
1097,3.00
1098,3.00
1099,3.00
1100,3.00
1101,3.00
1102,3.00
1103,3.00
1104,3.00
1105,3.00
1106,3.00
1107,3.00
1108,3.00
1109,3.00
1110,1.00
1111,1.00
1112,1.00
1113,1.00
1114,1.00
1115,1.00
1116,1.00
1117,1.00
1118,1.00
1119,1.00
1120,1.00
1121,1.00
1122,1.00
1123,1.00
1124,1.00
1125,1.00
1126,1.00
1127,1.00
