#node	date	numeric date
NODE_0000220	-1852-06-01	-1851.585317
NODE_0000221	-019-07-28	-18.429668
NODE_0000222	0562-11-19	562.883891
NC_026921.1	2007-01-12	2007.031507
NODE_0000223	0782-02-06	782.099790
NC_021178.1	2007-11-10	2007.858904
NODE_0000224	1135-02-11	1135.114154
NC_036585.1	2014-11-14	2014.869863
NC_016405.1	2011-01-10	2011.026027
NODE_0000225	0672-02-27	672.156868
NC_027214.1	2014-11-25	2014.900000
NODE_0000226	0959-12-20	959.968077
NC_029306.1	2009-09-15	2009.705479
NODE_0000227	1349-10-31	1349.832809
NC_043542.1	2012-01-17	2012.045082
NODE_0000228	1986-08-22	1986.640268
NC_035110.1	2007-10-14	2007.784932
NC_029307.1	2009-09-15	2009.705479
NODE_0000229	-1555-01-10	-1554.972653
NODE_0000230	-1236-01-31	-1235.917596
NODE_0000231	-199-01-28	-198.925217
NODE_0000232	0249-01-16	249.042622
NODE_0000233	1085-07-02	1085.501090
NC_021567.1	2010-02-17	2010.130137
NC_009530.1	2007-03-22	2007.220548
NODE_0000234	0368-01-11	368.027469
NODE_0000235	1094-06-28	1094.488981
NC_006271.1	2004-01-19	2004.050546
NODE_0000236	1319-02-20	1319.137611
NC_026733.1	2013-06-22	2013.472603
NC_040724.1	2013-07-21	2013.552055
NODE_0000237	0501-03-09	501.185638
NC_040601.1	2007-01-13	2007.034247
NODE_0000238	0791-12-02	791.920166
NC_002066.1	1998-09-17	1998.710959
NODE_0000239	0968-03-03	968.171242
NC_036389.1	2010-01-10	2010.026027
NODE_0000240	1073-04-20	1073.299959
NC_033824.1	1986-07-01	1986.497260
NODE_0000241	1346-10-12	1346.779514
NC_055108.1	2003-01-09	2003.023288
NC_027713.1	2011-11-30	2011.913699
NODE_0000242	0003-03-21	3.219161
NODE_0000243	0963-05-24	963.393077
NC_034217.1	2014-03-20	2014.215068
NC_003924.1	1999-12-20	1999.968493
NODE_0000244	0257-02-27	257.156865
NC_003781.1	1997-02-06	1997.100000
NODE_0000245	0397-03-28	397.236825
NC_009758.1	2006-12-26	2006.984932
NODE_0000246	0589-12-26	589.985534
NODE_0000247	0800-06-06	800.431428
NC_003784.1	1999-09-06	1999.680822
NC_003782.1	1998-08-20	1998.634247
NODE_0000248	0728-10-28	728.822940
NODE_0000249	1772-11-12	1772.866119
NC_031688.1	2016-06-25	2016.482240
NC_031687.1	2016-06-17	2016.460383
NODE_0000250	1111-11-18	1111.880900
NC_004365.1	2008-08-02	2008.586066
NODE_0000251	1798-03-29	1798.240479
NC_034973.1	2015-02-15	2015.124658
NC_035184.1	2006-10-17	2006.793151
NODE_0000252	-255-05-11	-254.642084
NODE_0000253	-148-05-22	-147.611783
NODE_0000254	0025-03-21	25.218203
NC_003779.1	1997-08-12	1997.612329
NODE_0000255	1054-04-22	1054.304429
NC_006559.1	2004-05-24	2004.394809
NODE_0000256	1346-10-19	1346.798158
NC_002548.1	1999-04-11	1999.275342
NODE_0000257	1563-11-30	1563.915025
NC_023021.1	2008-05-13	2008.364754
NODE_0000258	1656-03-20	1656.217966
NC_004807.1	2003-04-13	2003.280822
NC_009025.1	2009-01-04	2009.009589
NODE_0000259	-061-08-24	-60.353617
NC_025219.1	2007-01-13	2007.034247
NODE_0000260	0016-01-07	16.018143
NODE_0000261	0173-06-08	173.433291
NC_029052.1	2007-01-15	2007.039726
NC_001834.1	1997-07-16	1997.538356
NODE_0000262	0088-02-27	88.156687
NC_012212.1	2007-10-07	2007.765753
NODE_0000263	0506-11-11	506.862246
NODE_0000264	0636-12-26	636.985928
NC_040798.1	2007-02-16	2007.127397
NODE_0000265	1607-10-10	1607.775235
NC_040832.1	2015-12-17	2015.960274
NODE_0000266	1680-02-21	1680.140622
NC_040716.1	2004-01-17	2004.045082
NC_040574.1	2007-01-15	2007.039726
NODE_0000267	0774-12-19	774.965749
NC_033152.1	2007-01-14	2007.036986
NODE_0000268	1061-05-15	1061.367507
NODE_0000269	1164-01-26	1164.068570
NC_028364.1	2007-01-14	2007.036986
NODE_0000270	1387-07-30	1387.575944
NC_001489.1	1987-08-05	1987.593151
NODE_0000271	1520-07-14	1520.534919
NC_038315.1	2007-01-10	2007.026027
NC_028363.1	2007-01-12	2007.031507
NODE_0000272	1132-12-16	1132.957449
NODE_0000273	1389-02-17	1389.128777
NC_038314.1	2007-01-12	2007.031507
NC_038313.1	2007-01-04	2007.009589
NODE_0000274	1251-06-15	1251.453032
NC_027818.1	2014-06-15	2014.453425
NODE_0000275	1353-01-15	1353.039901
NC_038316.1	2007-01-11	2007.028767
NODE_0000276	1545-01-31	1545.082334
NC_028365.1	2007-01-10	2007.026027
