accession,Position,Coverage,rPM,virus,species,type
PP766465,1,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,2,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,3,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,4,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,5,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,6,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,7,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,8,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,9,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,10,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,11,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,12,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,13,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,14,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,15,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,16,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,17,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,18,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,19,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,20,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,21,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,22,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,23,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,24,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,25,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,26,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,27,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,28,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,29,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,30,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,31,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,32,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,33,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,34,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,35,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,36,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,37,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,38,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,39,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,40,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,41,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,42,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,43,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
PP766465,44,1,0.065505044,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
