accession,Position,Coverage,rPM,virus,species,type
OQ818323,1,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,2,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,3,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,4,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,5,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,6,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,7,1,0.010490648,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,8,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,9,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,10,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,11,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,12,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,13,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,14,2,0.020981295,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,15,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,16,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,17,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,18,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,19,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,20,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,21,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,22,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,23,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,24,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,25,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,26,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,27,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,28,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,29,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,30,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,31,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,32,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,33,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,34,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,35,3,0.031471943,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,36,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,37,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,38,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,39,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,40,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,41,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,42,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,43,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,44,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,45,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,46,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,47,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,48,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,49,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,50,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,51,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,52,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,53,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,54,4,0.04196259,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,55,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,56,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,57,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,58,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,59,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,60,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,61,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,62,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,63,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,64,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,65,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,66,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,67,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,68,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,69,5,0.052453238,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,70,6,0.062943886,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,71,6,0.062943886,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,72,6,0.062943886,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
OQ818323,73,6,0.062943886,Rousettus madagascariensis teschovirus 1,Rousettus madagascariensis,full
