accession,Position,Coverage,rPM,virus,species,type
OQ818347,1,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,2,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,3,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,4,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,5,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,6,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,7,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,8,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,9,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,10,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,11,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,12,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,13,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,14,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,15,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,16,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,17,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,18,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,19,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,20,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,21,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,22,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,23,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,24,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,25,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,26,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,27,1,0.044603033,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,28,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,29,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,30,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,31,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,32,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,33,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,34,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,35,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,36,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,37,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,38,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,39,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,40,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,41,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,42,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,43,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,44,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,45,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,46,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,47,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,48,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,49,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,50,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,51,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,52,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,53,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,54,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,55,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,56,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,57,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,58,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,59,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,60,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
OQ818347,61,2,0.089206066,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
