accession,Position,Coverage,rPM,virus,species,type
OQ818324,1,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,2,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,3,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,4,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,5,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,6,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,7,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,8,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,9,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,10,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,11,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,12,1,0.053798149,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,13,2,0.107596299,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,14,2,0.107596299,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,15,2,0.107596299,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,16,2,0.107596299,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,17,3,0.161394448,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,18,3,0.161394448,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,19,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,20,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,21,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,22,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,23,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,24,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,25,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,26,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,27,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,28,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,29,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,30,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,31,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,32,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,33,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,34,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,35,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,36,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,37,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,38,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,39,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,40,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,41,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
OQ818324,42,4,0.215192597,Rousettus madagascariensis teschovirus 2,Rousettus madagascariensis,full
