accession,Position,Coverage,rPM,virus,species,type
PP766458,1,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,2,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,3,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,4,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,5,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,6,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,7,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,8,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,9,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,10,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,11,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,12,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,13,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,14,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,15,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,16,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,17,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,18,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,19,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,20,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,21,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,22,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,23,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,24,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,25,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,26,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,27,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,28,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,29,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,30,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,31,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,32,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,33,4,0.034107575,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,34,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,35,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,36,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,37,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,38,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,39,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,40,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,41,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,42,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,43,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,44,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,45,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,46,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,47,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,48,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,49,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,50,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,51,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,52,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,53,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,54,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,55,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,56,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,57,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,58,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,59,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,60,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,61,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766458,62,7,0.059688257,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
