accession,Position,Coverage,rPM,virus,species,type
OQ818329,1,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,2,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,3,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,4,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,5,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,6,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,7,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,8,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,9,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,10,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,11,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,12,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,13,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,14,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,15,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,16,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,17,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,18,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,19,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,20,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,21,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,22,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,23,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,24,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,25,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,26,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,27,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,28,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,29,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,30,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,31,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,32,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,33,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,34,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,35,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,36,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,37,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,38,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,39,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,40,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,41,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,42,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,43,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,44,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,45,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,46,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,47,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,48,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,49,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,50,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,51,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,52,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,53,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,54,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,55,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,56,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,57,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,58,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,59,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,60,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,61,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,62,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,63,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,64,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,65,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,66,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,67,1,0.047840023,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,68,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,69,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,70,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,71,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,72,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,73,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,74,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,75,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,76,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,77,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,78,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,79,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,80,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,81,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,82,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,83,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,84,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,85,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,86,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,87,2,0.095680046,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,88,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,89,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,90,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,91,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,92,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,93,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,94,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,95,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,96,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,97,3,0.143520069,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,98,4,0.191360092,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
OQ818329,99,4,0.191360092,Rousettus madagascariensis sapelovirus 1,Rousettus madagascariensis,full
