accession,Position,Coverage,rPM,virus,species,type
OQ818325,1,1,0.031473263,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,2,3,0.09441979,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,3,4,0.125893054,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,4,4,0.125893054,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,5,5,0.157366317,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,6,5,0.157366317,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,7,7,0.220312844,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,8,7,0.220312844,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,9,7,0.220312844,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,10,7,0.220312844,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,11,8,0.251786108,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,12,8,0.251786108,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,13,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,14,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,15,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,16,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,17,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,18,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,19,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,20,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,21,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,22,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,23,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,24,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,25,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,26,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,27,15,0.472098952,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,28,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,29,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,30,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,31,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,32,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,33,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,34,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,35,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,36,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,37,16,0.503572215,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,38,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,39,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,40,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,41,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,42,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,43,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,44,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,45,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,46,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,47,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,48,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,49,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,50,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,51,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,52,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,53,17,0.535045479,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,54,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,55,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,56,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,57,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,58,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,59,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
OQ818325,60,18,0.566518742,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,partial
