accession,Position,Coverage,rPM,virus,species,type
OQ818348,1,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,2,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,3,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,4,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,5,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,6,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,7,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,8,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,9,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,10,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,11,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,12,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,13,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,14,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,15,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,16,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,17,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,18,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,19,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,20,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,21,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,22,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,23,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,24,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,25,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,26,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,27,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,28,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,29,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,30,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,31,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,32,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
OQ818348,33,1,0.045203869,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
