accession,Position,Coverage,rPM,virus,species,type
PP766452,1,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,2,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,3,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,4,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,5,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,6,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,7,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,8,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,9,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,10,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,11,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,12,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,13,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,14,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,15,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,16,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,17,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,18,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,19,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,20,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,21,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,22,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,23,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,24,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,25,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,26,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,27,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,28,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,29,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,30,0,0,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,31,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,32,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,33,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,34,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,35,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,36,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,37,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,38,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,39,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,40,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,41,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,42,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,43,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,44,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,45,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,46,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,47,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,48,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,49,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,50,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,51,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,52,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,53,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,54,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,55,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,56,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,57,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,58,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,59,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,60,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,61,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
PP766452,62,4,0.090946296,Eidolon dupreanum kobuvirus,Eidolon dupreanum,partial
