accession,Position,Coverage,rPM,virus,species,type
OQ818322,1,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,2,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,3,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,4,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,5,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,6,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,7,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,8,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,9,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,10,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,11,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,12,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,13,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,14,2,0.112879558,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,15,3,0.169319336,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,16,3,0.169319336,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,17,3,0.169319336,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,18,3,0.169319336,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,19,3,0.169319336,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,20,3,0.169319336,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,21,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,22,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,23,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,24,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,25,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,26,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,27,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,28,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,29,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,30,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,31,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,32,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,33,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,34,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,35,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,36,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,37,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,38,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,39,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,40,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,41,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,42,4,0.225759115,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,43,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,44,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,45,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,46,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,47,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,48,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,49,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,50,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,51,8,0.45151823,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,52,9,0.507958009,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,53,19,1.072355796,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,54,19,1.072355796,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,55,25,1.410994469,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,56,27,1.523874026,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,57,31,1.749633141,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
OQ818322,58,41,2.314030929,Eidolon dupreanum kobuvirus,Eidolon dupreanum,full
