accession,Position,Coverage,rPM,virus,species,type
PP766475,1,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,2,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,3,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,4,3,0.020665711,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,5,4,0.027554282,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,6,4,0.027554282,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,7,5,0.034442852,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,8,5,0.034442852,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,9,6,0.041331423,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,10,7,0.048219993,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,11,8,0.055108564,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,12,9,0.061997134,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,13,9,0.061997134,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,14,9,0.061997134,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,15,9,0.061997134,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,16,10,0.068885705,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,17,10,0.068885705,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,18,12,0.082662846,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,19,12,0.082662846,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,20,12,0.082662846,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,21,12,0.082662846,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,22,13,0.089551416,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,23,14,0.096439987,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,24,15,0.103328557,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,25,16,0.110217128,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,26,16,0.110217128,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,27,16,0.110217128,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,28,16,0.110217128,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,29,16,0.110217128,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,30,17,0.117105698,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,31,18,0.123994269,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,32,19,0.130882839,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,33,19,0.130882839,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,34,20,0.13777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,35,21,0.14465998,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,36,21,0.14465998,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,37,22,0.151548551,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,38,24,0.165325692,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,39,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,40,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,41,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,42,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,43,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,44,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,45,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,46,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,47,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,48,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,49,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,50,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
PP766475,51,25,0.172214262,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,partial
