accession,Position,Coverage,rPM,virus,species,type
PP766457,1,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,2,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,3,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,4,2,0.017053788,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,5,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,6,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,7,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,8,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,9,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,10,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,11,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,12,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,13,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,14,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,15,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,16,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,17,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,18,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,19,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,20,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,21,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,22,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,23,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,24,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,25,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,26,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,27,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,28,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,29,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,30,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,31,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,32,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,33,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,34,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,35,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,36,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,37,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,38,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,39,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,40,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,41,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,42,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,43,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,44,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,45,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,46,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,47,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,48,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,49,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,50,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,51,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,52,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,53,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,54,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,55,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,56,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,57,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,58,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,59,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,60,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,61,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,62,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
PP766457,63,3,0.025580681,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
