accession,Position,Coverage,rPM,virus,species,type
OQ818337,1,1,0.008528057,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,2,1,0.008528057,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,3,3,0.025584172,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,4,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,5,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,6,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,7,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,8,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,9,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,10,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,11,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,12,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,13,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,14,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,15,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,16,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,17,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,18,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,19,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,20,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,21,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,22,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,23,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,24,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,25,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,26,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,27,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,28,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,29,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,30,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,31,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,32,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,33,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,34,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,35,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,36,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,37,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,38,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
OQ818337,39,4,0.034112229,Eidolon dupreanum hepatovirus,Eidolon dupreanum,partial
