accession,Position,Coverage,rPM,virus,species,type
OQ818319,1,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,2,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,3,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,4,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,5,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,6,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,7,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,8,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,9,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,10,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,11,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,12,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,13,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,14,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,15,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,16,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,17,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,18,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,19,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,20,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,21,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,22,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,23,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,24,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,25,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,26,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,27,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,28,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,29,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,30,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,31,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,32,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,33,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,34,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,35,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,36,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,37,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,38,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,39,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,40,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,41,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,42,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,43,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,44,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,45,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,46,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,47,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,48,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,49,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,50,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,51,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,52,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,53,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,54,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,55,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,56,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,57,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,58,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,59,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,60,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,61,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,62,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,63,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,64,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,65,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,66,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,67,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,68,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,69,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,70,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,71,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,72,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,73,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,74,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,75,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,76,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,77,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,78,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,79,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,80,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,81,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,82,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,83,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,84,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,85,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,86,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,87,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,88,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,89,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
OQ818319,90,2,0.045151823,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,partial
