accession,Position,Coverage,rPM,virus,species,type
OQ818345,1,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,2,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,3,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,4,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,5,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,6,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,7,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,8,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,9,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,10,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,11,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,12,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,13,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,14,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,15,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,16,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,17,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,18,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,19,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,20,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,21,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,22,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,23,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,24,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,25,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,26,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,27,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,28,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,29,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
OQ818345,30,1,0.035910511,Rousettus madagascariensis sapovirus 1,Rousettus madagascariensis,partial
