accession,Position,Coverage,rPM,virus,species,type
OQ818320,1,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,2,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,3,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,4,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,5,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,6,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,7,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,8,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,9,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,10,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,11,1,0.021578232,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,12,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,13,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,14,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,15,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,16,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,17,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,18,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,19,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,20,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,21,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,22,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,23,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,24,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,25,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,26,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,27,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,28,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
OQ818320,29,2,0.043156464,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,full
