accession,Position,Coverage,rPM,virus,species,type
OQ818317,1,1,0.008526894,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,2,3,0.025580681,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,3,3,0.025580681,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,4,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,5,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,6,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,7,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,8,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,9,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,10,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,11,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,12,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,13,5,0.042634469,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,14,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,15,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,16,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,17,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,18,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,19,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,20,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,21,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,22,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,23,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,24,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,25,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,26,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,27,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,28,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,29,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,30,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,31,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,32,6,0.051161363,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,33,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,34,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,35,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,36,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,37,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,38,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
OQ818317,39,7,0.059688257,Eidolon dupreanum kunsagivirus,Eidolon dupreanum,full
