accession,Position,Coverage,rPM,virus,species,type
OQ818328,1,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,2,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,3,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,4,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,5,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,6,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,7,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,8,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,9,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,10,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,11,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,12,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,13,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,14,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,15,1,0.006666667,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,16,2,0.013333333,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,17,2,0.013333333,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,18,2,0.013333333,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,19,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,20,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,21,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,22,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,23,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,24,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,25,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,26,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,27,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,28,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,29,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,30,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,31,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,32,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,33,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,34,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,35,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,36,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,37,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,38,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,39,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,40,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,41,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,42,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,43,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,44,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,45,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,46,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,47,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,48,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,49,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,50,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,51,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,52,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,53,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
OQ818328,54,3,0.02,Rousettus madagascariensis picornavirus 1,Rousettus madagascariensis,full
