accession,Position,Coverage,rPM,virus,species,type
PP766459,1,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,2,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,3,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,4,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,5,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,6,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,7,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,8,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,9,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,10,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,11,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,12,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,13,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,14,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,15,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,16,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,17,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,18,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,19,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,20,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,21,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,22,1,0.018520919,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,23,2,0.037041839,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,24,2,0.037041839,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,25,2,0.037041839,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,26,2,0.037041839,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,27,2,0.037041839,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
PP766459,28,2,0.037041839,Eidolon dupreanum sapovirus 1,Eidolon dupreanum,full
