accession,Position,Coverage,rPM,virus,species,type
PP766468,1,2,0.089206066,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,2,2,0.089206066,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,3,2,0.089206066,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,4,2,0.089206066,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,5,2,0.089206066,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,6,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,7,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,8,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,9,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,10,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,11,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,12,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,13,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,14,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,15,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,16,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,17,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,18,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,19,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,20,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,21,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,22,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,23,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
PP766468,24,4,0.178412132,Rousettus madagascariensis sapovirus 3,Rousettus madagascariensis,partial
