accession,Position,Coverage,rPM,virus,species,type
PP766469,1,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,2,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,3,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,4,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,5,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,6,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,7,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,8,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,9,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,10,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,11,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,12,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,13,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,14,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,15,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,16,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,17,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,18,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,19,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,20,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,21,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,22,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,23,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,24,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,25,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,26,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,27,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,28,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,29,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,30,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,31,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,32,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,33,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,34,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,35,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,36,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,37,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,38,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,39,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,40,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,41,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,42,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,43,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,44,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,45,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,46,1,0.00688857,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,47,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,48,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,49,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,50,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,51,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,52,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,53,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,54,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,55,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,56,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,57,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,58,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,59,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,60,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,61,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
PP766469,62,2,0.013777141,Rousettus madagascariensis picornavirus 3,Rousettus madagascariensis,full
