accession,Position,Coverage,rPM,virus,species,type
PP766473,1,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,2,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,3,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,4,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,5,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,6,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,7,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,8,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,9,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,10,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,11,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,12,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,13,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,14,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,15,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,16,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,17,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,18,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,19,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,20,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,21,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,22,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,23,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,24,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,25,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,26,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,27,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,28,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,29,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,30,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,31,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,32,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,33,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,34,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,35,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,36,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,37,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,38,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,39,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,40,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,41,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,42,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,43,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,44,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,45,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,46,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,47,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,48,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,49,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,50,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,51,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,52,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,53,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,54,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,55,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
PP766473,56,2,0.013777141,Rousettus madagascariensis sapovirus 2,Rousettus madagascariensis,partial
