accession,Position,Coverage,rPM,virus,species,type
OQ818343,1,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,2,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,3,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,4,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,5,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,6,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,7,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,8,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,9,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,10,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,11,1,0.061915671,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,12,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,13,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,14,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,15,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,16,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,17,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,18,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,19,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,20,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,21,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,22,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,23,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,24,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,25,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,26,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,27,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,28,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
OQ818343,29,4,0.247662683,Eidolon dupreanum sapelovirus 1,Eidolon dupreanum,partial
