accession,Position,Coverage,rPM,virus,species,type
PP766464,1,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,2,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,3,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,4,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,5,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,6,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,7,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,8,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,9,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,10,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,11,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,12,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,13,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,14,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,15,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,16,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,17,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,18,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,19,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,20,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,21,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,22,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,23,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,24,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,25,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,26,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,27,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,28,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,29,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,30,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,31,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,32,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,33,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,34,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,35,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,36,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,37,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,38,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,39,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,40,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,41,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,42,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,43,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,44,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,45,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,46,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,47,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,48,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,49,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,50,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,51,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,52,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,53,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,54,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,55,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,56,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,57,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,58,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,59,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,60,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,61,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,62,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,63,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,64,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,65,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,66,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,67,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,68,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,69,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,70,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,71,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,72,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,73,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
PP766464,74,2,0.123831342,Eidolon dupreanum sapelovirus 2,Eidolon dupreanum,partial
