#node	date	numeric date
NODE_0000082	1366-06-23	1366.476047
NODE_0000051	1377-08-16	1377.624110
NODE_0000052	1462-12-16	1462.956926
NC_015492.1	2003-08-19	2003.631507
NODE_0000053	1767-08-16	1767.624550
NC_003502.1	1997-08-19	1997.631507
NC_003509.1	2004-05-01	2004.331967
NODE_0000054	1405-09-14	1405.702973
NODE_0000055	1795-08-12	1795.612470
NC_038764.1	2003-01-11	2003.028767
NODE_0000056	1873-11-27	1873.905796
NC_040417.1	2007-02-16	2007.127397
NC_032270.1	2007-01-13	2007.034247
NODE_0000057	1444-08-10	1444.608350
NODE_0000058	1500-02-14	1500.122127
OQ818326	2018-09-11	2018.694521
NODE_0000059	1637-05-01	1637.330610
NC_038767.1	2001-11-15	2001.872603
NODE_0000060	1695-12-11	1695.942519
NODE_0000061	1734-10-09	1734.770673
NC_033492.1	2009-01-13	2009.034247
NC_038765.1	2007-01-10	2007.026027
NODE_0000062	1858-03-20	1858.216147
NC_006057.1	2003-05-20	2003.382192
NODE_0000063	1934-06-27	1934.486869
NC_003615.1	1991-03-22	1991.220548
NC_017939.1	2011-12-22	2011.973973
NODE_0000064	1488-05-28	1488.406032
NODE_0000065	1687-10-12	1687.780162
NC_003791.1	1999-08-09	1999.604110
NODE_0000066	1758-04-04	1758.255066
NC_003622.1	1989-05-25	1989.395890
NODE_0000067	1804-06-29	1804.491866
NODE_0000068	1870-04-09	1870.270367
NC_040399.1	1977-07-01	1977.497260
NC_043447.1	2001-10-08	2001.768493
NODE_0000069	1888-10-15	1888.787197
NC_043684.1	2007-01-07	2007.017808
NODE_0000070	1912-08-20	1912.636093
NC_003693.1	1988-07-01	1988.498634
NC_004439.1	2004-02-02	2004.088798
NODE_0000071	1511-05-27	1511.401226
NODE_0000072	1758-01-16	1758.042806
NC_018384.1	2011-04-15	2011.286301
NC_018383.1	2005-06-03	2005.420548
NODE_0000073	1612-09-02	1612.671269
NODE_0000074	1649-06-24	1649.477009
NODE_0000075	1913-04-08	1913.266235
NC_003840.1	1995-07-01	1995.497260
NC_003839.2	1991-07-19	1991.546575
NODE_0000076	1884-09-21	1884.721324
NC_006965.1	2007-08-04	2007.590411
NC_006964.1	2004-12-19	2004.965847
NODE_0000077	1667-12-05	1667.926636
NC_005266.1	2003-05-20	2003.382192
NODE_0000078	1749-06-09	1749.437809
NODE_0000079	1936-09-17	1936.710819
NC_038761.1	2003-01-11	2003.028767
NC_005096.1	2008-07-03	2008.504098
NODE_0000080	1874-11-09	1874.855418
NC_022798.1	2012-01-12	2012.031421
NODE_0000081	1896-10-05	1896.760086
NC_038762.1	2003-01-11	2003.028767
NC_005097.1	1996-03-06	1996.178962
NODE_0000050	1382-08-01	1382.583359
