Position,Coverage,rPM,rPM_log10
1,1,0.031473263,-1.502058229
2,3,0.09441979,-1.02493697
3,4,0.125893054,-0.899998231
4,4,0.125893054,-0.899998231
5,5,0.157366317,-0.803088219
6,5,0.157366317,-0.803088219
7,7,0.220312844,-0.656960183
8,7,0.220312844,-0.656960183
9,7,0.220312844,-0.656960183
10,7,0.220312844,-0.656960183
11,8,0.251786108,-0.598968235
12,8,0.251786108,-0.598968235
13,15,0.472098952,-0.325966964
14,15,0.472098952,-0.325966964
15,15,0.472098952,-0.325966964
16,15,0.472098952,-0.325966964
17,15,0.472098952,-0.325966964
18,15,0.472098952,-0.325966964
19,15,0.472098952,-0.325966964
20,15,0.472098952,-0.325966964
21,15,0.472098952,-0.325966964
22,15,0.472098952,-0.325966964
23,15,0.472098952,-0.325966964
24,15,0.472098952,-0.325966964
25,15,0.472098952,-0.325966964
26,15,0.472098952,-0.325966964
27,15,0.472098952,-0.325966964
28,16,0.503572215,-0.29793824
29,16,0.503572215,-0.29793824
30,16,0.503572215,-0.29793824
31,16,0.503572215,-0.29793824
32,16,0.503572215,-0.29793824
33,16,0.503572215,-0.29793824
34,16,0.503572215,-0.29793824
35,16,0.503572215,-0.29793824
36,16,0.503572215,-0.29793824
37,16,0.503572215,-0.29793824
38,17,0.535045479,-0.271609301
39,17,0.535045479,-0.271609301
40,17,0.535045479,-0.271609301
41,17,0.535045479,-0.271609301
42,17,0.535045479,-0.271609301
43,17,0.535045479,-0.271609301
44,17,0.535045479,-0.271609301
45,17,0.535045479,-0.271609301
46,17,0.535045479,-0.271609301
47,17,0.535045479,-0.271609301
48,17,0.535045479,-0.271609301
49,17,0.535045479,-0.271609301
50,17,0.535045479,-0.271609301
51,17,0.535045479,-0.271609301
52,17,0.535045479,-0.271609301
53,17,0.535045479,-0.271609301
54,18,0.566518742,-0.246785718
55,18,0.566518742,-0.246785718
56,18,0.566518742,-0.246785718
57,18,0.566518742,-0.246785718
58,18,0.566518742,-0.246785718
59,18,0.566518742,-0.246785718
