Position,Coverage,rPM,rPM_log10
1,1,0.030888985,-1.510196362
2,1,0.030888985,-1.510196362
3,3,0.092666955,-1.033075107
4,3,0.092666955,-1.033075107
5,3,0.092666955,-1.033075107
6,3,0.092666955,-1.033075107
7,3,0.092666955,-1.033075107
8,3,0.092666955,-1.033075107
9,3,0.092666955,-1.033075107
10,3,0.092666955,-1.033075107
11,3,0.092666955,-1.033075107
12,3,0.092666955,-1.033075107
13,3,0.092666955,-1.033075107
14,3,0.092666955,-1.033075107
15,3,0.092666955,-1.033075107
16,3,0.092666955,-1.033075107
17,3,0.092666955,-1.033075107
18,3,0.092666955,-1.033075107
19,3,0.092666955,-1.033075107
20,3,0.092666955,-1.033075107
21,3,0.092666955,-1.033075107
22,5,0.154444925,-0.811226358
23,5,0.154444925,-0.811226358
24,7,0.216222895,-0.665098322
25,7,0.216222895,-0.665098322
26,7,0.216222895,-0.665098322
27,7,0.216222895,-0.665098322
28,7,0.216222895,-0.665098322
29,7,0.216222895,-0.665098322
30,7,0.216222895,-0.665098322
31,7,0.216222895,-0.665098322
32,7,0.216222895,-0.665098322
33,7,0.216222895,-0.665098322
34,7,0.216222895,-0.665098322
35,7,0.216222895,-0.665098322
36,7,0.216222895,-0.665098322
37,7,0.216222895,-0.665098322
38,7,0.216222895,-0.665098322
39,7,0.216222895,-0.665098322
40,7,0.216222895,-0.665098322
41,7,0.216222895,-0.665098322
42,7,0.216222895,-0.665098322
43,7,0.216222895,-0.665098322
44,7,0.216222895,-0.665098322
45,7,0.216222895,-0.665098322
46,7,0.216222895,-0.665098322
47,7,0.216222895,-0.665098322
48,7,0.216222895,-0.665098322
49,7,0.216222895,-0.665098322
50,7,0.216222895,-0.665098322
51,7,0.216222895,-0.665098322
52,7,0.216222895,-0.665098322
53,7,0.216222895,-0.665098322
54,7,0.216222895,-0.665098322
55,7,0.216222895,-0.665098322
56,7,0.216222895,-0.665098322
57,7,0.216222895,-0.665098322
58,7,0.216222895,-0.665098322
59,7,0.216222895,-0.665098322
60,7,0.216222895,-0.665098322
61,7,0.216222895,-0.665098322
62,7,0.216222895,-0.665098322
63,7,0.216222895,-0.665098322
64,7,0.216222895,-0.665098322
65,7,0.216222895,-0.665098322
66,7,0.216222895,-0.665098322
67,7,0.216222895,-0.665098322
68,7,0.216222895,-0.665098322
69,7,0.216222895,-0.665098322
70,7,0.216222895,-0.665098322
71,7,0.216222895,-0.665098322
72,7,0.216222895,-0.665098322
73,7,0.216222895,-0.665098322
74,7,0.216222895,-0.665098322
75,7,0.216222895,-0.665098322
76,7,0.216222895,-0.665098322
77,7,0.216222895,-0.665098322
78,7,0.216222895,-0.665098322
