Position,Coverage,rPM,rPM_log10
1,1,0.016015888,-1.795448977
2,1,0.016015888,-1.795448977
3,1,0.016015888,-1.795448977
4,1,0.016015888,-1.795448977
5,1,0.016015888,-1.795448977
6,1,0.016015888,-1.795448977
7,1,0.016015888,-1.795448977
8,1,0.016015888,-1.795448977
9,1,0.016015888,-1.795448977
10,1,0.016015888,-1.795448977
11,1,0.016015888,-1.795448977
12,1,0.016015888,-1.795448977
13,1,0.016015888,-1.795448977
14,1,0.016015888,-1.795448977
15,1,0.016015888,-1.795448977
16,1,0.016015888,-1.795448977
17,1,0.016015888,-1.795448977
18,1,0.016015888,-1.795448977
19,1,0.016015888,-1.795448977
20,1,0.016015888,-1.795448977
21,1,0.016015888,-1.795448977
22,1,0.016015888,-1.795448977
23,1,0.016015888,-1.795448977
24,1,0.016015888,-1.795448977
25,1,0.016015888,-1.795448977
26,1,0.016015888,-1.795448977
27,1,0.016015888,-1.795448977
28,1,0.016015888,-1.795448977
29,3,0.048047663,-1.318327731
30,28,0.448444857,-0.348290952
31,28,0.448444857,-0.348290952
32,29,0.464460745,-0.333050986
33,29,0.464460745,-0.333050986
34,52,0.832826164,-0.07944564
35,65,1.041032704,0.017464373
36,65,1.041032704,0.017464373
37,74,1.185175694,0.073782736
38,74,1.185175694,0.073782736
39,89,1.425414011,0.153941023
40,104,1.665652327,0.221584356
41,114,1.825811205,0.261455868
42,130,2.082065409,0.318494369
43,131,2.098081297,0.321822312
44,168,2.690669144,0.429860298
45,168,2.690669144,0.429860298
46,168,2.690669144,0.429860298
47,168,2.690669144,0.429860298
48,168,2.690669144,0.429860298
49,184,2.946923348,0.46936884
50,187,2.994971011,0.476392623
51,188,3.010986899,0.478708866
52,188,3.010986899,0.478708866
53,188,3.010986899,0.478708866
54,188,3.010986899,0.478708866
55,188,3.010986899,0.478708866
56,188,3.010986899,0.478708866
57,188,3.010986899,0.478708866
58,190,3.043018675,0.483304618
59,190,3.043018675,0.483304618
60,191,3.059034562,0.485584384
61,191,3.059034562,0.485584384
62,191,3.059034562,0.485584384
63,191,3.059034562,0.485584384
64,191,3.059034562,0.485584384
65,191,3.059034562,0.485584384
66,191,3.059034562,0.485584384
67,191,3.059034562,0.485584384
68,191,3.059034562,0.485584384
69,195,3.123098113,0.494585628
70,195,3.123098113,0.494585628
71,195,3.123098113,0.494585628
72,196,3.139114001,0.496807088
73,200,3.203177552,0.505581012
74,201,3.21919344,0.507747074
75,204,3.267241103,0.514181184
76,204,3.267241103,0.514181184
77,204,3.267241103,0.514181184
78,204,3.267241103,0.514181184
79,209,3.347320542,0.524697303
80,215,3.443415869,0.536989477
81,215,3.443415869,0.536989477
82,231,3.699670073,0.568162997
83,240,3.843813063,0.584762258
84,255,4.084051379,0.611091197
85,261,4.180146706,0.621191524
86,262,4.196162593,0.622852308
87,279,4.468432685,0.65015522
88,299,4.78875044,0.680222205
89,418,6.694641084,0.825727298
90,420,6.726672859,0.827800307
91,440,7.046990615,0.848003693
92,451,7.22316538,0.858727558
93,463,7.415356033,0.870132008
94,475,7.607546686,0.881244626
95,481,7.703642013,0.886696093
96,528,8.456388738,0.927184939
97,535,8.568499952,0.932904799
98,552,8.840770044,0.946490094
99,565,9.048976585,0.956599464
100,592,9.481405554,0.976872723
101,592,9.481405554,0.976872723
102,593,9.497421442,0.97760571
103,606,9.705627983,0.987023641
104,609,9.753675646,0.989168309
105,609,9.753675646,0.989168309
106,613,9.817739197,0.992011491
107,633,10.13805695,1.005954727
108,633,10.13805695,1.005954727
109,636,10.18610462,1.008008132
110,636,10.18610462,1.008008132
111,638,10.21813639,1.009371695
112,638,10.21813639,1.009371695
113,638,10.21813639,1.009371695
114,638,10.21813639,1.009371695
115,638,10.21813639,1.009371695
116,640,10.25016817,1.010730991
117,640,10.25016817,1.010730991
118,640,10.25016817,1.010730991
119,640,10.25016817,1.010730991
120,643,10.29821583,1.01276199
121,643,10.29821583,1.01276199
122,643,10.29821583,1.01276199
123,644,10.31423172,1.013436884
124,644,10.31423172,1.013436884
125,650,10.41032704,1.017464373
126,650,10.41032704,1.017464373
127,651,10.42634293,1.018132005
128,651,10.42634293,1.018132005
129,651,10.42634293,1.018132005
130,651,10.42634293,1.018132005
131,651,10.42634293,1.018132005
132,656,10.50642237,1.021454856
133,656,10.50642237,1.021454856
134,656,10.50642237,1.021454856
135,659,10.55447003,1.023436431
136,659,10.55447003,1.023436431
137,659,10.55447003,1.023436431
138,677,10.84275601,1.035139685
139,680,10.89080368,1.037059929
140,680,10.89080368,1.037059929
141,680,10.89080368,1.037059929
142,687,11.00291489,1.041507754
143,690,11.05096255,1.043400107
144,690,11.05096255,1.043400107
145,690,11.05096255,1.043400107
146,691,11.06697844,1.044029064
147,702,11.24315321,1.050888129
148,702,11.24315321,1.050888129
149,704,11.27518498,1.052123676
150,706,11.30721676,1.053355718
151,706,11.30721676,1.053355718
152,706,11.30721676,1.053355718
153,714,11.43534386,1.058249228
154,721,11.54745508,1.062486282
155,722,11.56347096,1.063088214
156,722,11.56347096,1.063088214
157,723,11.57948685,1.063689314
158,731,11.70761395,1.068468393
159,740,11.85175694,1.073782736
160,740,11.85175694,1.073782736
161,743,11.89980461,1.075539831
162,752,12.0439476,1.080768857
163,755,12.09199526,1.082497968
164,755,12.09199526,1.082497968
165,755,12.09199526,1.082497968
166,765,12.25215414,1.088212452
167,765,12.25215414,1.088212452
168,765,12.25215414,1.088212452
169,765,12.25215414,1.088212452
170,767,12.28418591,1.08934638
171,767,12.28418591,1.08934638
172,770,12.33223358,1.091041742
173,772,12.36426535,1.092168317
174,775,12.41231301,1.093852719
175,775,12.41231301,1.093852719
176,774,12.39629713,1.093291977
177,754,12.07597937,1.081922362
178,757,12.12402703,1.083646896
179,761,12.18809059,1.085935674
180,762,12.20410647,1.086505988
181,739,11.83574106,1.073195455
182,727,11.6435504,1.066085427
183,730,11.69159807,1.067873877
184,724,11.59550274,1.064289583
185,724,11.59550274,1.064289583
186,709,11.35526442,1.055197252
187,700,11.21112143,1.049649057
188,706,11.30721676,1.053355718
189,691,11.06697844,1.044029064
190,686,10.986899,1.040875132
191,655,10.49040648,1.020792316
192,658,10.53845415,1.02277691
193,658,10.53845415,1.02277691
194,661,10.58650181,1.024752476
195,663,10.61853359,1.026064545
196,648,10.37829527,1.016126023
197,649,10.39431116,1.016795714
198,661,10.58650181,1.024752476
199,661,10.58650181,1.024752476
200,661,10.58650181,1.024752476
201,661,10.58650181,1.024752476
202,661,10.58650181,1.024752476
203,672,10.76267658,1.03192029
204,672,10.76267658,1.03192029
205,673,10.77869246,1.032566081
206,672,10.76267658,1.03192029
207,672,10.76267658,1.03192029
208,673,10.77869246,1.032566081
209,673,10.77869246,1.032566081
210,679,10.87478779,1.036420791
211,685,10.97088312,1.040241588
212,687,11.00291489,1.041507754
213,687,11.00291489,1.041507754
214,702,11.24315321,1.050888129
215,710,11.37128031,1.055809365
216,746,11.94785227,1.077289844
217,746,11.94785227,1.077289844
218,751,12.02793171,1.080190954
219,751,12.02793171,1.080190954
220,759,12.15605881,1.084792792
221,763,12.22012236,1.087075555
222,766,12.26817002,1.088779786
223,794,12.71661488,1.104371519
224,802,12.84474198,1.108725385
225,822,13.16505974,1.119422834
226,843,13.50139338,1.130378591
227,841,13.46936161,1.129347013
228,864,13.83772703,1.141064759
229,851,13.62952048,1.134480577
230,850,13.6135046,1.133969942
231,835,13.37326628,1.126237492
232,836,13.38928217,1.126757294
233,844,13.51740927,1.130893463
234,830,13.29318684,1.123629109
235,819,13.11701208,1.117834919
236,715,11.45135975,1.058857058
237,713,11.41932797,1.057640546
238,696,11.14705788,1.047160256
239,701,11.22713732,1.050269035
240,690,11.05096255,1.043400107
241,679,10.87478779,1.036420791
242,674,10.79470835,1.033210913
243,642,10.28219994,1.012086045
244,647,10.36227938,1.015455297
245,687,11.00291489,1.041507754
246,674,10.79470835,1.033210913
247,652,10.44235882,1.018798612
248,665,10.65056536,1.027372662
249,679,10.87478779,1.036420791
250,688,11.01893078,1.042139455
251,691,11.06697844,1.044029064
252,726,11.62753451,1.065487637
253,739,11.83574106,1.073195455
254,721,11.54745508,1.062486282
255,735,11.7716775,1.070838356
256,732,11.72362984,1.069062098
257,770,12.33223358,1.091041742
258,798,12.78067843,1.106553908
259,800,12.81271021,1.107641004
260,807,12.92482142,1.111424551
261,809,12.9568532,1.112499538
262,819,13.11701208,1.117834919
263,819,13.11701208,1.117834919
264,824,13.19709151,1.120478228
265,824,13.19709151,1.120478228
266,824,13.19709151,1.120478228
267,824,13.19709151,1.120478228
268,826,13.22912329,1.121531064
269,840,13.45334572,1.128830303
270,844,13.51740927,1.130893463
271,844,13.51740927,1.130893463
272,838,13.42131394,1.127795035
273,841,13.46936161,1.129347013
274,870,13.93382235,1.144070269
275,870,13.93382235,1.144070269
276,870,13.93382235,1.144070269
277,880,14.09398123,1.149033689
278,884,14.15804478,1.151003282
279,895,14.33421955,1.156374052
280,896,14.35023543,1.156859026
281,897,14.36625132,1.15734346
282,896,14.35023543,1.156859026
283,896,14.35023543,1.156859026
284,901,14.43031487,1.159275808
285,908,14.54242609,1.162636865
286,905,14.49437842,1.161199596
287,909,14.55844197,1.1631149
288,910,14.57445786,1.163592409
289,907,14.5264102,1.162158304
290,908,14.54242609,1.162636865
291,910,14.57445786,1.163592409
292,910,14.57445786,1.163592409
293,917,14.68656908,1.166920352
294,905,14.49437842,1.161199596
295,907,14.5264102,1.162158304
296,908,14.54242609,1.162636865
297,919,14.71860085,1.167866528
298,919,14.71860085,1.167866528
299,919,14.71860085,1.167866528
300,911,14.59047375,1.164069394
301,905,14.49437842,1.161199596
302,907,14.5264102,1.162158304
303,907,14.5264102,1.162158304
304,906,14.51039431,1.161679214
305,898,14.38226721,1.157827353
306,887,14.20609244,1.152474636
307,887,14.20609244,1.152474636
308,887,14.20609244,1.152474636
309,891,14.27015599,1.154428721
310,886,14.19007656,1.151984739
311,889,14.23812422,1.153452778
312,889,14.23812422,1.153452778
313,891,14.27015599,1.154428721
314,883,14.14202889,1.15051172
315,903,14.46234665,1.160238767
316,904,14.47836254,1.160719447
317,906,14.51039431,1.161679214
318,908,14.54242609,1.162636865
319,907,14.5264102,1.162158304
320,905,14.49437842,1.161199596
321,902,14.44633076,1.159757554
322,914,14.63852141,1.165497212
323,913,14.62250553,1.165021794
324,908,14.54242609,1.162636865
325,905,14.49437842,1.161199596
326,900,14.41429898,1.158793526
327,899,14.3982831,1.158310708
328,908,14.54242609,1.162636865
329,919,14.71860085,1.167866528
330,916,14.67055319,1.16644649
331,913,14.62250553,1.165021794
332,916,14.67055319,1.16644649
333,916,14.67055319,1.16644649
334,918,14.70258496,1.167393698
335,906,14.51039431,1.161679214
336,910,14.57445786,1.163592409
337,911,14.59047375,1.164069394
338,911,14.59047375,1.164069394
339,927,14.84672795,1.171630751
340,931,14.91079151,1.173500698
341,947,15.16704571,1.180900996
342,945,15.13501393,1.179982825
343,952,15.24712515,1.183187965
344,972,15.5674429,1.192217281
345,960,15.37525225,1.18682225
346,984,15.75963356,1.197546115
347,984,15.75963356,1.197546115
348,990,15.85572888,1.200186211
349,993,15.90377655,1.201500265
350,992,15.88776066,1.201062689
351,1003,16.06393542,1.20585195
352,1000,16.01588776,1.204551017
353,1000,16.01588776,1.204551017
354,1000,16.01588776,1.204551017
355,1004,16.07995131,1.206284729
356,1010,16.17604664,1.20887239
357,1015,16.25612608,1.211017059
358,1014,16.24011019,1.210588972
359,1014,16.24011019,1.210588972
360,1014,16.24011019,1.210588972
