Position,Coverage,rPM,rPM_log10
1,2,0.112879558,-0.9473847
2,2,0.112879558,-0.9473847
3,2,0.112879558,-0.9473847
4,2,0.112879558,-0.9473847
5,2,0.112879558,-0.9473847
6,2,0.112879558,-0.9473847
7,2,0.112879558,-0.9473847
8,2,0.112879558,-0.9473847
9,2,0.112879558,-0.9473847
10,2,0.112879558,-0.9473847
11,2,0.112879558,-0.9473847
12,2,0.112879558,-0.9473847
13,2,0.112879558,-0.9473847
14,2,0.112879558,-0.9473847
15,3,0.169319336,-0.771293443
16,3,0.169319336,-0.771293443
17,3,0.169319336,-0.771293443
18,3,0.169319336,-0.771293443
19,3,0.169319336,-0.771293443
20,3,0.169319336,-0.771293443
21,4,0.225759115,-0.646354706
22,4,0.225759115,-0.646354706
23,4,0.225759115,-0.646354706
24,4,0.225759115,-0.646354706
25,4,0.225759115,-0.646354706
26,4,0.225759115,-0.646354706
27,4,0.225759115,-0.646354706
28,4,0.225759115,-0.646354706
29,4,0.225759115,-0.646354706
30,4,0.225759115,-0.646354706
31,4,0.225759115,-0.646354706
32,4,0.225759115,-0.646354706
33,4,0.225759115,-0.646354706
34,4,0.225759115,-0.646354706
35,4,0.225759115,-0.646354706
36,4,0.225759115,-0.646354706
37,4,0.225759115,-0.646354706
38,4,0.225759115,-0.646354706
39,4,0.225759115,-0.646354706
40,4,0.225759115,-0.646354706
41,4,0.225759115,-0.646354706
42,4,0.225759115,-0.646354706
43,8,0.45151823,-0.34532471
44,8,0.45151823,-0.34532471
45,8,0.45151823,-0.34532471
46,8,0.45151823,-0.34532471
47,8,0.45151823,-0.34532471
48,8,0.45151823,-0.34532471
49,8,0.45151823,-0.34532471
50,8,0.45151823,-0.34532471
51,8,0.45151823,-0.34532471
52,9,0.507958009,-0.294172188
53,19,1.072355796,0.030338903
54,19,1.072355796,0.030338903
55,25,1.410994469,0.149525311
56,27,1.523874026,0.182949067
57,31,1.749633141,0.242946996
58,41,2.314030929,0.364369159
59,41,2.314030929,0.364369159
60,41,2.314030929,0.364369159
61,41,2.314030929,0.364369159
62,41,2.314030929,0.364369159
63,41,2.314030929,0.364369159
64,41,2.314030929,0.364369159
65,42,2.370470708,0.374834593
66,42,2.370470708,0.374834593
67,42,2.370470708,0.374834593
68,42,2.370470708,0.374834593
