Position,Coverage,rPM,rPM_log10
1,2,0.061606703,-1.210372033
2,2,0.061606703,-1.210372033
3,2,0.061606703,-1.210372033
4,2,0.061606703,-1.210372033
5,2,0.061606703,-1.210372033
6,2,0.061606703,-1.210372033
7,2,0.061606703,-1.210372033
8,2,0.061606703,-1.210372033
9,6,0.184820108,-0.73325078
10,6,0.184820108,-0.73325078
11,6,0.184820108,-0.73325078
12,6,0.184820108,-0.73325078
13,9,0.277230163,-0.55715952
14,10,0.308033514,-0.51140203
15,10,0.308033514,-0.51140203
16,10,0.308033514,-0.51140203
17,10,0.308033514,-0.51140203
18,11,0.338836865,-0.470009345
19,11,0.338836865,-0.470009345
20,11,0.338836865,-0.470009345
21,11,0.338836865,-0.470009345
22,11,0.338836865,-0.470009345
23,11,0.338836865,-0.470009345
24,11,0.338836865,-0.470009345
25,11,0.338836865,-0.470009345
26,11,0.338836865,-0.470009345
27,11,0.338836865,-0.470009345
28,11,0.338836865,-0.470009345
29,11,0.338836865,-0.470009345
30,11,0.338836865,-0.470009345
31,11,0.338836865,-0.470009345
32,11,0.338836865,-0.470009345
33,11,0.338836865,-0.470009345
34,11,0.338836865,-0.470009345
35,11,0.338836865,-0.470009345
36,11,0.338836865,-0.470009345
37,11,0.338836865,-0.470009345
38,11,0.338836865,-0.470009345
39,11,0.338836865,-0.470009345
40,11,0.338836865,-0.470009345
41,11,0.338836865,-0.470009345
42,11,0.338836865,-0.470009345
43,11,0.338836865,-0.470009345
44,12,0.369640217,-0.432220783
45,12,0.369640217,-0.432220783
46,12,0.369640217,-0.432220783
47,12,0.369640217,-0.432220783
48,13,0.400443568,-0.397458678
49,13,0.400443568,-0.397458678
50,13,0.400443568,-0.397458678
51,13,0.400443568,-0.397458678
52,13,0.400443568,-0.397458678
53,13,0.400443568,-0.397458678
54,13,0.400443568,-0.397458678
55,13,0.400443568,-0.397458678
56,14,0.43124692,-0.365273994
57,17,0.523656974,-0.280953108
58,18,0.554460325,-0.256129525
59,18,0.554460325,-0.256129525
60,18,0.554460325,-0.256129525
61,19,0.585263677,-0.232648429
62,20,0.616067028,-0.210372034
63,20,0.616067028,-0.210372034
64,20,0.616067028,-0.210372034
65,22,0.677673731,-0.168979349
66,23,0.708477082,-0.149674194
67,23,0.708477082,-0.149674194
68,23,0.708477082,-0.149674194
69,23,0.708477082,-0.149674194
70,23,0.708477082,-0.149674194
71,23,0.708477082,-0.149674194
72,23,0.708477082,-0.149674194
73,23,0.708477082,-0.149674194
74,23,0.708477082,-0.149674194
75,23,0.708477082,-0.149674194
76,23,0.708477082,-0.149674194
77,23,0.708477082,-0.149674194
78,23,0.708477082,-0.149674194
79,23,0.708477082,-0.149674194
80,23,0.708477082,-0.149674194
81,23,0.708477082,-0.149674194
82,23,0.708477082,-0.149674194
83,24,0.739280434,-0.131190788
84,24,0.739280434,-0.131190788
85,24,0.739280434,-0.131190788
86,24,0.739280434,-0.131190788
87,25,0.770083785,-0.113462021
88,25,0.770083785,-0.113462021
89,25,0.770083785,-0.113462021
90,25,0.770083785,-0.113462021
91,25,0.770083785,-0.113462021
92,27,0.831690488,-0.080038265
93,27,0.831690488,-0.080038265
94,27,0.831690488,-0.080038265
95,27,0.831690488,-0.080038265
96,27,0.831690488,-0.080038265
97,27,0.831690488,-0.080038265
98,27,0.831690488,-0.080038265
99,27,0.831690488,-0.080038265
100,27,0.831690488,-0.080038265
101,27,0.831690488,-0.080038265
102,27,0.831690488,-0.080038265
103,27,0.831690488,-0.080038265
104,27,0.831690488,-0.080038265
105,28,0.862493839,-0.064243999
106,28,0.862493839,-0.064243999
107,28,0.862493839,-0.064243999
108,28,0.862493839,-0.064243999
109,28,0.862493839,-0.064243999
110,29,0.893297191,-0.049004032
111,29,0.893297191,-0.049004032
112,29,0.893297191,-0.049004032
113,30,0.924100542,-0.034280775
114,31,0.954903894,-0.020040336
115,31,0.954903894,-0.020040336
116,33,1.016510596,0.00711191
117,33,1.016510596,0.00711191
118,33,1.016510596,0.00711191
119,33,1.016510596,0.00711191
120,33,1.016510596,0.00711191
121,33,1.016510596,0.00711191
122,33,1.016510596,0.00711191
123,33,1.016510596,0.00711191
124,33,1.016510596,0.00711191
125,33,1.016510596,0.00711191
126,33,1.016510596,0.00711191
127,33,1.016510596,0.00711191
128,33,1.016510596,0.00711191
129,33,1.016510596,0.00711191
