Position,Coverage,rPM,rPM_log10
1,1,0.030433989,-1.516641121
2,1,0.030433989,-1.516641121
3,1,0.030433989,-1.516641121
4,1,0.030433989,-1.516641121
5,1,0.030433989,-1.516641121
6,1,0.030433989,-1.516641121
7,2,0.060867977,-1.215611132
8,2,0.060867977,-1.215611132
9,2,0.060867977,-1.215611132
10,2,0.060867977,-1.215611132
11,2,0.060867977,-1.215611132
12,2,0.060867977,-1.215611132
13,2,0.060867977,-1.215611132
14,2,0.060867977,-1.215611132
15,2,0.060867977,-1.215611132
16,2,0.060867977,-1.215611132
17,2,0.060867977,-1.215611132
18,2,0.060867977,-1.215611132
19,2,0.060867977,-1.215611132
20,2,0.060867977,-1.215611132
21,2,0.060867977,-1.215611132
22,2,0.060867977,-1.215611132
23,2,0.060867977,-1.215611132
24,2,0.060867977,-1.215611132
25,2,0.060867977,-1.215611132
26,2,0.060867977,-1.215611132
27,2,0.060867977,-1.215611132
28,2,0.060867977,-1.215611132
29,2,0.060867977,-1.215611132
30,2,0.060867977,-1.215611132
31,2,0.060867977,-1.215611132
32,2,0.060867977,-1.215611132
33,2,0.060867977,-1.215611132
34,2,0.060867977,-1.215611132
35,2,0.060867977,-1.215611132
36,2,0.060867977,-1.215611132
37,2,0.060867977,-1.215611132
38,2,0.060867977,-1.215611132
39,2,0.060867977,-1.215611132
40,2,0.060867977,-1.215611132
41,2,0.060867977,-1.215611132
42,2,0.060867977,-1.215611132
43,2,0.060867977,-1.215611132
44,2,0.060867977,-1.215611132
45,2,0.060867977,-1.215611132
46,2,0.060867977,-1.215611132
47,2,0.060867977,-1.215611132
48,2,0.060867977,-1.215611132
49,2,0.060867977,-1.215611132
50,2,0.060867977,-1.215611132
51,2,0.060867977,-1.215611132
52,2,0.060867977,-1.215611132
53,2,0.060867977,-1.215611132
54,2,0.060867977,-1.215611132
55,2,0.060867977,-1.215611132
56,2,0.060867977,-1.215611132
57,2,0.060867977,-1.215611132
58,2,0.060867977,-1.215611132
59,2,0.060867977,-1.215611132
60,2,0.060867977,-1.215611132
61,2,0.060867977,-1.215611132
62,2,0.060867977,-1.215611132
63,2,0.060867977,-1.215611132
64,2,0.060867977,-1.215611132
65,2,0.060867977,-1.215611132
66,2,0.060867977,-1.215611132
67,2,0.060867977,-1.215611132
68,2,0.060867977,-1.215611132
69,2,0.060867977,-1.215611132
70,2,0.060867977,-1.215611132
71,2,0.060867977,-1.215611132
72,2,0.060867977,-1.215611132
73,2,0.060867977,-1.215611132
74,2,0.060867977,-1.215611132
75,2,0.060867977,-1.215611132
76,2,0.060867977,-1.215611132
77,2,0.060867977,-1.215611132
78,2,0.060867977,-1.215611132
79,2,0.060867977,-1.215611132
80,3,0.091301966,-1.039519871
81,3,0.091301966,-1.039519871
82,3,0.091301966,-1.039519871
83,3,0.091301966,-1.039519871
84,3,0.091301966,-1.039519871
85,3,0.091301966,-1.039519871
86,3,0.091301966,-1.039519871
87,3,0.091301966,-1.039519871
88,3,0.091301966,-1.039519871
89,3,0.091301966,-1.039519871
90,3,0.091301966,-1.039519871
91,3,0.091301966,-1.039519871
92,3,0.091301966,-1.039519871
93,3,0.091301966,-1.039519871
94,3,0.091301966,-1.039519871
95,3,0.091301966,-1.039519871
96,3,0.091301966,-1.039519871
97,3,0.091301966,-1.039519871
98,3,0.091301966,-1.039519871
99,3,0.091301966,-1.039519871
100,3,0.091301966,-1.039519871
101,3,0.091301966,-1.039519871
102,3,0.091301966,-1.039519871
103,3,0.091301966,-1.039519871
104,3,0.091301966,-1.039519871
105,3,0.091301966,-1.039519871
106,3,0.091301966,-1.039519871
107,3,0.091301966,-1.039519871
108,3,0.091301966,-1.039519871
109,3,0.091301966,-1.039519871
110,3,0.091301966,-1.039519871
111,3,0.091301966,-1.039519871
112,3,0.091301966,-1.039519871
113,3,0.091301966,-1.039519871
114,3,0.091301966,-1.039519871
115,3,0.091301966,-1.039519871
116,3,0.091301966,-1.039519871
117,3,0.091301966,-1.039519871
118,3,0.091301966,-1.039519871
119,3,0.091301966,-1.039519871
120,3,0.091301966,-1.039519871
121,3,0.091301966,-1.039519871
122,3,0.091301966,-1.039519871
123,3,0.091301966,-1.039519871
124,3,0.091301966,-1.039519871
125,3,0.091301966,-1.039519871
126,3,0.091301966,-1.039519871
127,3,0.091301966,-1.039519871
128,3,0.091301966,-1.039519871
129,3,0.091301966,-1.039519871
