Position,Coverage,rPM,rPM_log10
1,1,0.010490648,-1.979197685
2,1,0.010490648,-1.979197685
3,1,0.010490648,-1.979197685
4,1,0.010490648,-1.979197685
5,1,0.010490648,-1.979197685
6,1,0.010490648,-1.979197685
7,1,0.010490648,-1.979197685
8,2,0.020981295,-1.67816771
9,2,0.020981295,-1.67816771
10,2,0.020981295,-1.67816771
11,2,0.020981295,-1.67816771
12,2,0.020981295,-1.67816771
13,2,0.020981295,-1.67816771
14,2,0.020981295,-1.67816771
15,3,0.031471943,-1.502076444
16,3,0.031471943,-1.502076444
17,3,0.031471943,-1.502076444
18,3,0.031471943,-1.502076444
19,3,0.031471943,-1.502076444
20,3,0.031471943,-1.502076444
21,3,0.031471943,-1.502076444
22,3,0.031471943,-1.502076444
23,3,0.031471943,-1.502076444
24,3,0.031471943,-1.502076444
25,3,0.031471943,-1.502076444
26,3,0.031471943,-1.502076444
27,3,0.031471943,-1.502076444
28,3,0.031471943,-1.502076444
29,3,0.031471943,-1.502076444
30,3,0.031471943,-1.502076444
31,3,0.031471943,-1.502076444
32,3,0.031471943,-1.502076444
33,3,0.031471943,-1.502076444
34,3,0.031471943,-1.502076444
35,3,0.031471943,-1.502076444
36,4,0.04196259,-1.377137714
37,4,0.04196259,-1.377137714
38,4,0.04196259,-1.377137714
39,4,0.04196259,-1.377137714
40,4,0.04196259,-1.377137714
41,4,0.04196259,-1.377137714
42,4,0.04196259,-1.377137714
43,4,0.04196259,-1.377137714
44,4,0.04196259,-1.377137714
45,4,0.04196259,-1.377137714
46,4,0.04196259,-1.377137714
47,4,0.04196259,-1.377137714
48,4,0.04196259,-1.377137714
49,4,0.04196259,-1.377137714
50,4,0.04196259,-1.377137714
51,4,0.04196259,-1.377137714
52,4,0.04196259,-1.377137714
53,4,0.04196259,-1.377137714
54,4,0.04196259,-1.377137714
55,5,0.052453238,-1.280227697
56,5,0.052453238,-1.280227697
57,5,0.052453238,-1.280227697
58,5,0.052453238,-1.280227697
59,5,0.052453238,-1.280227697
60,5,0.052453238,-1.280227697
61,5,0.052453238,-1.280227697
62,5,0.052453238,-1.280227697
63,5,0.052453238,-1.280227697
64,5,0.052453238,-1.280227697
65,5,0.052453238,-1.280227697
66,5,0.052453238,-1.280227697
67,5,0.052453238,-1.280227697
68,5,0.052453238,-1.280227697
69,5,0.052453238,-1.280227697
70,6,0.062943886,-1.201046448
71,6,0.062943886,-1.201046448
72,6,0.062943886,-1.201046448
73,6,0.062943886,-1.201046448
74,6,0.062943886,-1.201046448
75,6,0.062943886,-1.201046448
76,6,0.062943886,-1.201046448
77,7,0.073434533,-1.134099663
78,7,0.073434533,-1.134099663
79,7,0.073434533,-1.134099663
80,7,0.073434533,-1.134099663
81,7,0.073434533,-1.134099663
82,8,0.083925181,-1.076107713
83,9,0.094415828,-1.024955194
84,9,0.094415828,-1.024955194
85,9,0.094415828,-1.024955194
86,9,0.094415828,-1.024955194
87,9,0.094415828,-1.024955194
88,9,0.094415828,-1.024955194
89,9,0.094415828,-1.024955194
90,9,0.094415828,-1.024955194
91,9,0.094415828,-1.024955194
92,11,0.115397123,-0.937805019
93,18,0.188831657,-0.723925196
94,18,0.188831657,-0.723925196
95,21,0.220303599,-0.656978408
96,23,0.241284895,-0.617469865
97,23,0.241284895,-0.617469865
98,23,0.241284895,-0.617469865
99,24,0.251775542,-0.59898646
100,24,0.251775542,-0.59898646
101,24,0.251775542,-0.59898646
102,25,0.26226619,-0.581257693
103,27,0.283247485,-0.547833938
104,27,0.283247485,-0.547833938
105,29,0.30422878,-0.516799704
106,29,0.30422878,-0.516799704
107,29,0.30422878,-0.516799704
108,30,0.314719428,-0.502076447
109,31,0.325210075,-0.487836008
110,31,0.325210075,-0.487836008
111,31,0.325210075,-0.487836008
112,32,0.335700723,-0.474047723
113,32,0.335700723,-0.474047723
114,32,0.335700723,-0.474047723
115,33,0.34619137,-0.460683763
116,33,0.34619137,-0.460683763
117,33,0.34619137,-0.460683763
118,33,0.34619137,-0.460683763
119,36,0.377663313,-0.422895201
120,36,0.377663313,-0.422895201
121,36,0.377663313,-0.422895201
122,37,0.388153961,-0.410995978
123,37,0.388153961,-0.410995978
124,37,0.388153961,-0.410995978
125,37,0.388153961,-0.410995978
126,37,0.388153961,-0.410995978
127,37,0.388153961,-0.410995978
128,37,0.388153961,-0.410995978
129,37,0.388153961,-0.410995978
130,38,0.398644608,-0.399414106
131,38,0.398644608,-0.399414106
132,38,0.398644608,-0.399414106
133,38,0.398644608,-0.399414106
134,38,0.398644608,-0.399414106
135,38,0.398644608,-0.399414106
136,38,0.398644608,-0.399414106
137,40,0.419625904,-0.37713771
138,41,0.430116551,-0.366413845
139,41,0.430116551,-0.366413845
140,41,0.430116551,-0.366413845
141,42,0.440607199,-0.355948411
142,52,0.545513675,-0.263194358
143,53,0.556004322,-0.254921832
144,54,0.56649497,-0.246803942
145,55,0.576985617,-0.238835013
146,55,0.576985617,-0.238835013
147,55,0.576985617,-0.238835013
148,56,0.587476265,-0.231009675
149,58,0.60845756,-0.215769708
150,58,0.60845756,-0.215769708
151,58,0.60845756,-0.215769708
152,58,0.60845756,-0.215769708
153,58,0.60845756,-0.215769708
154,57,0.597966912,-0.223322847
155,57,0.597966912,-0.223322847
156,57,0.597966912,-0.223322847
157,57,0.597966912,-0.223322847
158,57,0.597966912,-0.223322847
159,58,0.60845756,-0.215769708
160,59,0.618948208,-0.20834569
161,58,0.60845756,-0.215769708
162,58,0.60845756,-0.215769708
163,59,0.618948208,-0.20834569
164,59,0.618948208,-0.20834569
165,62,0.65042015,-0.186806013
166,74,0.776307921,-0.109965983
167,74,0.776307921,-0.109965983
168,77,0.807779864,-0.092706977
169,80,0.839251807,-0.076107715
170,80,0.839251807,-0.076107715
171,82,0.860233102,-0.06538385
172,82,0.860233102,-0.06538385
173,86,0.902195693,-0.044699251
174,89,0.933667635,-0.029807695
175,89,0.933667635,-0.029807695
176,89,0.933667635,-0.029807695
177,89,0.933667635,-0.029807695
178,89,0.933667635,-0.029807695
179,89,0.933667635,-0.029807695
180,89,0.933667635,-0.029807695
181,91,0.95464893,-0.02015631
182,90,0.944158283,-0.024955192
183,91,0.95464893,-0.02015631
184,91,0.95464893,-0.02015631
185,91,0.95464893,-0.02015631
186,91,0.95464893,-0.02015631
187,91,0.95464893,-0.02015631
188,91,0.95464893,-0.02015631
189,92,0.965139578,-0.015409875
190,93,0.975630226,-0.010714753
191,94,0.986120873,-0.006069848
192,94,0.986120873,-0.006069848
193,94,0.986120873,-0.006069848
194,94,0.986120873,-0.006069848
195,94,0.986120873,-0.006069848
196,94,0.986120873,-0.006069848
197,94,0.986120873,-0.006069848
198,95,0.996611521,-0.001474097
199,95,0.996611521,-0.001474097
200,95,0.996611521,-0.001474097
201,94,0.986120873,-0.006069848
202,94,0.986120873,-0.006069848
203,94,0.986120873,-0.006069848
204,94,0.986120873,-0.006069848
205,94,0.986120873,-0.006069848
