Position,Coverage,rPM,rPM_log10
1,2,0.045151823,-1.34532471
2,2,0.045151823,-1.34532471
3,2,0.045151823,-1.34532471
4,2,0.045151823,-1.34532471
5,2,0.045151823,-1.34532471
6,2,0.045151823,-1.34532471
7,2,0.045151823,-1.34532471
8,2,0.045151823,-1.34532471
9,2,0.045151823,-1.34532471
10,2,0.045151823,-1.34532471
11,2,0.045151823,-1.34532471
12,2,0.045151823,-1.34532471
13,2,0.045151823,-1.34532471
14,2,0.045151823,-1.34532471
15,2,0.045151823,-1.34532471
16,2,0.045151823,-1.34532471
17,2,0.045151823,-1.34532471
18,2,0.045151823,-1.34532471
19,2,0.045151823,-1.34532471
20,2,0.045151823,-1.34532471
21,2,0.045151823,-1.34532471
22,2,0.045151823,-1.34532471
23,2,0.045151823,-1.34532471
24,2,0.045151823,-1.34532471
25,2,0.045151823,-1.34532471
26,2,0.045151823,-1.34532471
27,2,0.045151823,-1.34532471
28,2,0.045151823,-1.34532471
29,2,0.045151823,-1.34532471
30,2,0.045151823,-1.34532471
31,2,0.045151823,-1.34532471
32,2,0.045151823,-1.34532471
33,2,0.045151823,-1.34532471
34,2,0.045151823,-1.34532471
35,2,0.045151823,-1.34532471
36,2,0.045151823,-1.34532471
37,2,0.045151823,-1.34532471
38,2,0.045151823,-1.34532471
39,2,0.045151823,-1.34532471
40,2,0.045151823,-1.34532471
41,2,0.045151823,-1.34532471
42,2,0.045151823,-1.34532471
43,2,0.045151823,-1.34532471
44,2,0.045151823,-1.34532471
45,2,0.045151823,-1.34532471
46,2,0.045151823,-1.34532471
47,2,0.045151823,-1.34532471
48,2,0.045151823,-1.34532471
49,2,0.045151823,-1.34532471
50,2,0.045151823,-1.34532471
51,2,0.045151823,-1.34532471
52,2,0.045151823,-1.34532471
53,2,0.045151823,-1.34532471
54,2,0.045151823,-1.34532471
55,2,0.045151823,-1.34532471
56,2,0.045151823,-1.34532471
57,2,0.045151823,-1.34532471
58,2,0.045151823,-1.34532471
59,2,0.045151823,-1.34532471
60,2,0.045151823,-1.34532471
61,2,0.045151823,-1.34532471
62,2,0.045151823,-1.34532471
63,2,0.045151823,-1.34532471
64,2,0.045151823,-1.34532471
65,2,0.045151823,-1.34532471
66,2,0.045151823,-1.34532471
67,2,0.045151823,-1.34532471
68,2,0.045151823,-1.34532471
69,2,0.045151823,-1.34532471
70,2,0.045151823,-1.34532471
71,2,0.045151823,-1.34532471
72,2,0.045151823,-1.34532471
73,2,0.045151823,-1.34532471
74,2,0.045151823,-1.34532471
75,2,0.045151823,-1.34532471
76,2,0.045151823,-1.34532471
77,2,0.045151823,-1.34532471
78,2,0.045151823,-1.34532471
79,2,0.045151823,-1.34532471
80,2,0.045151823,-1.34532471
81,2,0.045151823,-1.34532471
82,2,0.045151823,-1.34532471
83,2,0.045151823,-1.34532471
84,2,0.045151823,-1.34532471
85,2,0.045151823,-1.34532471
86,2,0.045151823,-1.34532471
87,2,0.045151823,-1.34532471
88,2,0.045151823,-1.34532471
89,2,0.045151823,-1.34532471
90,2,0.045151823,-1.34532471
91,3,0.067727735,-1.169233448
92,3,0.067727735,-1.169233448
93,3,0.067727735,-1.169233448
94,3,0.067727735,-1.169233448
95,3,0.067727735,-1.169233448
96,3,0.067727735,-1.169233448
97,3,0.067727735,-1.169233448
98,3,0.067727735,-1.169233448
99,3,0.067727735,-1.169233448
100,3,0.067727735,-1.169233448
101,3,0.067727735,-1.169233448
102,3,0.067727735,-1.169233448
103,3,0.067727735,-1.169233448
104,3,0.067727735,-1.169233448
105,3,0.067727735,-1.169233448
106,3,0.067727735,-1.169233448
107,3,0.067727735,-1.169233448
108,3,0.067727735,-1.169233448
109,3,0.067727735,-1.169233448
110,3,0.067727735,-1.169233448
111,3,0.067727735,-1.169233448
112,3,0.067727735,-1.169233448
113,3,0.067727735,-1.169233448
114,3,0.067727735,-1.169233448
115,3,0.067727735,-1.169233448
116,4,0.090303646,-1.044294715
117,4,0.090303646,-1.044294715
118,4,0.090303646,-1.044294715
119,4,0.090303646,-1.044294715
120,4,0.090303646,-1.044294715
121,4,0.090303646,-1.044294715
122,4,0.090303646,-1.044294715
123,4,0.090303646,-1.044294715
124,4,0.090303646,-1.044294715
125,4,0.090303646,-1.044294715
126,5,0.112879558,-0.9473847
127,5,0.112879558,-0.9473847
128,5,0.112879558,-0.9473847
129,5,0.112879558,-0.9473847
130,5,0.112879558,-0.9473847
131,5,0.112879558,-0.9473847
132,7,0.158031381,-0.801256665
133,7,0.158031381,-0.801256665
134,7,0.158031381,-0.801256665
135,7,0.158031381,-0.801256665
136,7,0.158031381,-0.801256665
137,7,0.158031381,-0.801256665
138,7,0.158031381,-0.801256665
139,7,0.158031381,-0.801256665
140,7,0.158031381,-0.801256665
141,7,0.158031381,-0.801256665
142,7,0.158031381,-0.801256665
143,7,0.158031381,-0.801256665
144,7,0.158031381,-0.801256665
145,8,0.180607292,-0.743264719
146,8,0.180607292,-0.743264719
147,6,0.135455469,-0.868203456
148,6,0.135455469,-0.868203456
149,6,0.135455469,-0.868203456
150,6,0.135455469,-0.868203456
151,6,0.135455469,-0.868203456
152,6,0.135455469,-0.868203456
153,6,0.135455469,-0.868203456
154,6,0.135455469,-0.868203456
155,6,0.135455469,-0.868203456
156,6,0.135455469,-0.868203456
157,6,0.135455469,-0.868203456
158,7,0.158031381,-0.801256665
159,7,0.158031381,-0.801256665
160,7,0.158031381,-0.801256665
161,7,0.158031381,-0.801256665
162,7,0.158031381,-0.801256665
163,7,0.158031381,-0.801256665
164,7,0.158031381,-0.801256665
165,7,0.158031381,-0.801256665
166,7,0.158031381,-0.801256665
167,7,0.158031381,-0.801256665
168,7,0.158031381,-0.801256665
169,7,0.158031381,-0.801256665
170,7,0.158031381,-0.801256665
171,7,0.158031381,-0.801256665
172,7,0.158031381,-0.801256665
173,7,0.158031381,-0.801256665
174,7,0.158031381,-0.801256665
175,7,0.158031381,-0.801256665
176,7,0.158031381,-0.801256665
177,7,0.158031381,-0.801256665
178,7,0.158031381,-0.801256665
179,7,0.158031381,-0.801256665
180,7,0.158031381,-0.801256665
181,7,0.158031381,-0.801256665
182,7,0.158031381,-0.801256665
183,7,0.158031381,-0.801256665
184,7,0.158031381,-0.801256665
185,7,0.158031381,-0.801256665
186,7,0.158031381,-0.801256665
187,7,0.158031381,-0.801256665
188,8,0.180607292,-0.743264719
189,8,0.180607292,-0.743264719
190,8,0.180607292,-0.743264719
191,8,0.180607292,-0.743264719
192,8,0.180607292,-0.743264719
193,8,0.180607292,-0.743264719
194,8,0.180607292,-0.743264719
195,8,0.180607292,-0.743264719
196,8,0.180607292,-0.743264719
197,8,0.180607292,-0.743264719
198,8,0.180607292,-0.743264719
199,8,0.180607292,-0.743264719
200,8,0.180607292,-0.743264719
201,8,0.180607292,-0.743264719
202,8,0.180607292,-0.743264719
203,8,0.180607292,-0.743264719
204,8,0.180607292,-0.743264719
205,8,0.180607292,-0.743264719
206,8,0.180607292,-0.743264719
207,8,0.180607292,-0.743264719
208,8,0.180607292,-0.743264719
209,8,0.180607292,-0.743264719
210,8,0.180607292,-0.743264719
211,8,0.180607292,-0.743264719
212,8,0.180607292,-0.743264719
213,8,0.180607292,-0.743264719
214,8,0.180607292,-0.743264719
215,9,0.203183204,-0.692112196
216,9,0.203183204,-0.692112196
217,9,0.203183204,-0.692112196
218,9,0.203183204,-0.692112196
219,9,0.203183204,-0.692112196
220,9,0.203183204,-0.692112196
221,9,0.203183204,-0.692112196
222,9,0.203183204,-0.692112196
223,9,0.203183204,-0.692112196
224,9,0.203183204,-0.692112196
225,9,0.203183204,-0.692112196
226,9,0.203183204,-0.692112196
227,9,0.203183204,-0.692112196
228,9,0.203183204,-0.692112196
229,9,0.203183204,-0.692112196
230,9,0.203183204,-0.692112196
231,9,0.203183204,-0.692112196
232,9,0.203183204,-0.692112196
233,10,0.225759115,-0.646354706
234,10,0.225759115,-0.646354706
235,10,0.225759115,-0.646354706
236,11,0.248335027,-0.60496202
237,10,0.225759115,-0.646354706
238,10,0.225759115,-0.646354706
239,10,0.225759115,-0.646354706
240,10,0.225759115,-0.646354706
241,10,0.225759115,-0.646354706
242,10,0.225759115,-0.646354706
243,10,0.225759115,-0.646354706
244,10,0.225759115,-0.646354706
245,10,0.225759115,-0.646354706
246,10,0.225759115,-0.646354706
247,10,0.225759115,-0.646354706
248,10,0.225759115,-0.646354706
249,11,0.248335027,-0.60496202
250,11,0.248335027,-0.60496202
251,11,0.248335027,-0.60496202
252,11,0.248335027,-0.60496202
253,11,0.248335027,-0.60496202
254,11,0.248335027,-0.60496202
255,11,0.248335027,-0.60496202
256,11,0.248335027,-0.60496202
257,11,0.248335027,-0.60496202
258,11,0.248335027,-0.60496202
259,11,0.248335027,-0.60496202
260,11,0.248335027,-0.60496202
261,11,0.248335027,-0.60496202
262,10,0.225759115,-0.646354706
263,10,0.225759115,-0.646354706
264,10,0.225759115,-0.646354706
265,10,0.225759115,-0.646354706
266,10,0.225759115,-0.646354706
267,10,0.225759115,-0.646354706
268,10,0.225759115,-0.646354706
269,10,0.225759115,-0.646354706
270,10,0.225759115,-0.646354706
271,10,0.225759115,-0.646354706
272,10,0.225759115,-0.646354706
273,9,0.203183204,-0.692112196
274,7,0.158031381,-0.801256665
275,7,0.158031381,-0.801256665
276,7,0.158031381,-0.801256665
277,7,0.158031381,-0.801256665
278,7,0.158031381,-0.801256665
279,7,0.158031381,-0.801256665
280,7,0.158031381,-0.801256665
281,7,0.158031381,-0.801256665
282,7,0.158031381,-0.801256665
283,7,0.158031381,-0.801256665
284,7,0.158031381,-0.801256665
285,7,0.158031381,-0.801256665
286,7,0.158031381,-0.801256665
287,7,0.158031381,-0.801256665
288,7,0.158031381,-0.801256665
289,7,0.158031381,-0.801256665
290,7,0.158031381,-0.801256665
291,7,0.158031381,-0.801256665
292,6,0.135455469,-0.868203456
293,6,0.135455469,-0.868203456
294,6,0.135455469,-0.868203456
295,6,0.135455469,-0.868203456
296,6,0.135455469,-0.868203456
297,6,0.135455469,-0.868203456
298,6,0.135455469,-0.868203456
299,6,0.135455469,-0.868203456
300,6,0.135455469,-0.868203456
301,6,0.135455469,-0.868203456
302,6,0.135455469,-0.868203456
303,6,0.135455469,-0.868203456
304,6,0.135455469,-0.868203456
305,5,0.112879558,-0.9473847
306,5,0.112879558,-0.9473847
307,5,0.112879558,-0.9473847
308,5,0.112879558,-0.9473847
309,5,0.112879558,-0.9473847
310,5,0.112879558,-0.9473847
311,5,0.112879558,-0.9473847
312,5,0.112879558,-0.9473847
313,5,0.112879558,-0.9473847
314,5,0.112879558,-0.9473847
315,5,0.112879558,-0.9473847
316,5,0.112879558,-0.9473847
317,5,0.112879558,-0.9473847
318,5,0.112879558,-0.9473847
319,5,0.112879558,-0.9473847
320,5,0.112879558,-0.9473847
321,5,0.112879558,-0.9473847
322,5,0.112879558,-0.9473847
323,5,0.112879558,-0.9473847
324,5,0.112879558,-0.9473847
325,5,0.112879558,-0.9473847
326,5,0.112879558,-0.9473847
327,5,0.112879558,-0.9473847
328,5,0.112879558,-0.9473847
329,5,0.112879558,-0.9473847
330,5,0.112879558,-0.9473847
331,5,0.112879558,-0.9473847
332,5,0.112879558,-0.9473847
333,5,0.112879558,-0.9473847
334,5,0.112879558,-0.9473847
335,4,0.090303646,-1.044294715
336,4,0.090303646,-1.044294715
337,4,0.090303646,-1.044294715
338,4,0.090303646,-1.044294715
339,4,0.090303646,-1.044294715
340,4,0.090303646,-1.044294715
341,4,0.090303646,-1.044294715
342,4,0.090303646,-1.044294715
343,4,0.090303646,-1.044294715
344,4,0.090303646,-1.044294715
345,4,0.090303646,-1.044294715
346,4,0.090303646,-1.044294715
347,4,0.090303646,-1.044294715
348,4,0.090303646,-1.044294715
349,4,0.090303646,-1.044294715
350,4,0.090303646,-1.044294715
351,4,0.090303646,-1.044294715
352,4,0.090303646,-1.044294715
353,4,0.090303646,-1.044294715
354,4,0.090303646,-1.044294715
355,4,0.090303646,-1.044294715
356,4,0.090303646,-1.044294715
357,4,0.090303646,-1.044294715
358,4,0.090303646,-1.044294715
359,4,0.090303646,-1.044294715
360,4,0.090303646,-1.044294715
361,5,0.112879558,-0.9473847
362,4,0.090303646,-1.044294715
363,4,0.090303646,-1.044294715
364,4,0.090303646,-1.044294715
365,4,0.090303646,-1.044294715
366,4,0.090303646,-1.044294715
367,4,0.090303646,-1.044294715
368,4,0.090303646,-1.044294715
369,4,0.090303646,-1.044294715
370,4,0.090303646,-1.044294715
371,4,0.090303646,-1.044294715
372,4,0.090303646,-1.044294715
373,4,0.090303646,-1.044294715
374,4,0.090303646,-1.044294715
375,4,0.090303646,-1.044294715
376,4,0.090303646,-1.044294715
377,4,0.090303646,-1.044294715
378,4,0.090303646,-1.044294715
379,5,0.112879558,-0.9473847
380,4,0.090303646,-1.044294715
381,4,0.090303646,-1.044294715
382,4,0.090303646,-1.044294715
383,3,0.067727735,-1.169233448
384,3,0.067727735,-1.169233448
385,3,0.067727735,-1.169233448
386,3,0.067727735,-1.169233448
387,3,0.067727735,-1.169233448
388,3,0.067727735,-1.169233448
389,3,0.067727735,-1.169233448
390,3,0.067727735,-1.169233448
391,3,0.067727735,-1.169233448
392,3,0.067727735,-1.169233448
393,3,0.067727735,-1.169233448
394,3,0.067727735,-1.169233448
395,3,0.067727735,-1.169233448
396,3,0.067727735,-1.169233448
397,3,0.067727735,-1.169233448
398,3,0.067727735,-1.169233448
