Position,Coverage,rPM,rPM_log10
1,1,0.006666667,-2.176091237
2,1,0.006666667,-2.176091237
3,1,0.006666667,-2.176091237
4,1,0.006666667,-2.176091237
5,1,0.006666667,-2.176091237
6,1,0.006666667,-2.176091237
7,1,0.006666667,-2.176091237
8,1,0.006666667,-2.176091237
9,1,0.006666667,-2.176091237
10,1,0.006666667,-2.176091237
11,1,0.006666667,-2.176091237
12,1,0.006666667,-2.176091237
13,1,0.006666667,-2.176091237
14,1,0.006666667,-2.176091237
15,1,0.006666667,-2.176091237
16,2,0.013333333,-1.875061274
17,2,0.013333333,-1.875061274
18,2,0.013333333,-1.875061274
19,3,0.02,-1.698970004
20,3,0.02,-1.698970004
21,3,0.02,-1.698970004
22,3,0.02,-1.698970004
23,3,0.02,-1.698970004
24,3,0.02,-1.698970004
25,3,0.02,-1.698970004
26,3,0.02,-1.698970004
27,3,0.02,-1.698970004
28,3,0.02,-1.698970004
29,3,0.02,-1.698970004
30,3,0.02,-1.698970004
31,3,0.02,-1.698970004
32,3,0.02,-1.698970004
33,3,0.02,-1.698970004
34,3,0.02,-1.698970004
35,3,0.02,-1.698970004
36,3,0.02,-1.698970004
37,3,0.02,-1.698970004
38,3,0.02,-1.698970004
39,3,0.02,-1.698970004
40,3,0.02,-1.698970004
41,3,0.02,-1.698970004
42,3,0.02,-1.698970004
43,3,0.02,-1.698970004
44,3,0.02,-1.698970004
45,3,0.02,-1.698970004
46,3,0.02,-1.698970004
47,3,0.02,-1.698970004
48,3,0.02,-1.698970004
49,3,0.02,-1.698970004
50,3,0.02,-1.698970004
51,3,0.02,-1.698970004
52,3,0.02,-1.698970004
53,3,0.02,-1.698970004
54,3,0.02,-1.698970004
55,3,0.02,-1.698970004
56,3,0.02,-1.698970004
57,3,0.02,-1.698970004
58,3,0.02,-1.698970004
59,3,0.02,-1.698970004
60,3,0.02,-1.698970004
61,3,0.02,-1.698970004
62,3,0.02,-1.698970004
63,3,0.02,-1.698970004
64,3,0.02,-1.698970004
65,3,0.02,-1.698970004
66,3,0.02,-1.698970004
67,3,0.02,-1.698970004
68,3,0.02,-1.698970004
69,3,0.02,-1.698970004
70,3,0.02,-1.698970004
71,3,0.02,-1.698970004
72,3,0.02,-1.698970004
73,3,0.02,-1.698970004
74,3,0.02,-1.698970004
75,3,0.02,-1.698970004
76,3,0.02,-1.698970004
77,3,0.02,-1.698970004
78,3,0.02,-1.698970004
79,3,0.02,-1.698970004
80,3,0.02,-1.698970004
81,3,0.02,-1.698970004
82,3,0.02,-1.698970004
83,3,0.02,-1.698970004
84,3,0.02,-1.698970004
85,3,0.02,-1.698970004
86,3,0.02,-1.698970004
87,3,0.02,-1.698970004
88,3,0.02,-1.698970004
89,3,0.02,-1.698970004
90,3,0.02,-1.698970004
91,3,0.02,-1.698970004
92,3,0.02,-1.698970004
93,3,0.02,-1.698970004
94,3,0.02,-1.698970004
95,3,0.02,-1.698970004
96,3,0.02,-1.698970004
97,3,0.02,-1.698970004
98,3,0.02,-1.698970004
99,3,0.02,-1.698970004
100,3,0.02,-1.698970004
101,3,0.02,-1.698970004
102,3,0.02,-1.698970004
103,3,0.02,-1.698970004
104,3,0.02,-1.698970004
105,3,0.02,-1.698970004
106,3,0.02,-1.698970004
107,3,0.02,-1.698970004
108,3,0.02,-1.698970004
109,3,0.02,-1.698970004
110,3,0.02,-1.698970004
111,3,0.02,-1.698970004
112,3,0.02,-1.698970004
113,3,0.02,-1.698970004
114,3,0.02,-1.698970004
115,3,0.02,-1.698970004
116,3,0.02,-1.698970004
117,3,0.02,-1.698970004
118,3,0.02,-1.698970004
119,3,0.02,-1.698970004
120,3,0.02,-1.698970004
121,3,0.02,-1.698970004
122,3,0.02,-1.698970004
123,4,0.026666667,-1.574031262
124,4,0.026666667,-1.574031262
125,4,0.026666667,-1.574031262
126,4,0.026666667,-1.574031262
127,4,0.026666667,-1.574031262
128,4,0.026666667,-1.574031262
129,4,0.026666667,-1.574031262
130,5,0.033333333,-1.477121259
131,5,0.033333333,-1.477121259
132,5,0.033333333,-1.477121259
133,5,0.033333333,-1.477121259
134,5,0.033333333,-1.477121259
135,5,0.033333333,-1.477121259
136,5,0.033333333,-1.477121259
137,5,0.033333333,-1.477121259
138,5,0.033333333,-1.477121259
139,5,0.033333333,-1.477121259
140,5,0.033333333,-1.477121259
141,5,0.033333333,-1.477121259
142,5,0.033333333,-1.477121259
143,5,0.033333333,-1.477121259
144,5,0.033333333,-1.477121259
145,5,0.033333333,-1.477121259
146,5,0.033333333,-1.477121259
147,4,0.026666667,-1.574031262
148,5,0.033333333,-1.477121259
