#node	date	numeric date
NODE_0000149	0100-06-06	100.427402
NODE_0000150	1223-08-06	1223.596390
NODE_0000151	1678-06-20	1678.468104
NC_018400.1	2003-11-15	2003.872603
NODE_0000152	1921-04-08	1921.266345
NC_024770.1	2007-01-11	2007.028767
NC_028964.1	2007-01-13	2007.034247
NODE_0000153	1847-10-07	1847.766306
NC_039235.1	2005-02-17	2005.130137
NODE_0000154	1920-09-23	1920.726795
NC_024769.1	2010-09-16	2010.708219
NODE_0000155	1929-01-30	1929.080302
NC_024768.1	2010-10-08	2010.768493
NODE_0000156	1929-01-30	1929.080302
NC_023858.1	2010-09-13	2010.700000
NC_021201.1	2005-06-14	2005.450685
NODE_0000157	1026-09-13	1026.700910
NODE_0000158	1131-09-01	1131.667796
NODE_0000159	1352-04-08	1352.268177
NC_014411.1	2001-11-07	2001.850685
NC_036588.1	2007-01-13	2007.034247
NODE_0000160	1798-06-01	1798.415934
NC_023861.1	1994-03-22	1994.220548
NODE_0000161	1847-05-12	1847.360553
NC_024765.1	2010-10-08	2010.768493
NC_028380.1	2007-01-13	2007.034247
NODE_0000162	1108-05-10	1108.357443
NC_038317.1	2007-01-11	2007.028767
NODE_0000163	1176-06-18	1176.461830
NODE_0000164	1259-11-16	1259.876239
NC_022802.1	1953-07-01	1953.497260
NODE_0000165	1831-06-24	1831.477044
NC_025114.1	2004-01-11	2004.028689
NODE_0000166	1941-01-09	1941.021960
NC_012957.1	2002-10-16	2002.790411
NC_012986.1	2009-06-22	2009.472603
NODE_0000167	1431-09-27	1431.737702
NODE_0000168	1690-02-18	1690.133272
NC_027919.1	1988-07-01	1988.498634
NC_027918.1	2011-01-14	2011.036986
NODE_0000169	1507-09-25	1507.732513
NODE_0000170	1650-01-03	1650.007630
NC_004421.1	2005-08-02	2005.584932
NODE_0000171	1787-06-11	1787.443604
NC_023422.1	2010-04-13	2010.280822
NODE_0000172	1909-12-08	1909.934726
NC_011829.1	2007-08-05	2007.593151
NODE_0000173	1938-11-23	1938.895362
NC_016769.1	2007-01-08	2007.020548
NC_027054.1	2003-01-12	2003.031507
NODE_0000174	1729-07-19	1729.547853
NODE_0000175	2011-09-26	2011.736799
OP287812.1	2018-07-27	2018.568493
OQ818322	2019-04-23	2019.308219
NODE_0000176	1795-02-07	1795.104079
NC_001918.1	1998-01-07	1998.017808
NODE_0000177	1852-02-26	1852.154702
NC_015936.1	2008-12-19	2008.965847
NC_034971.1	2007-01-11	2007.028767
NODE_0000145	0256-01-18	256.047175
NODE_0000146	1280-02-13	1280.118016
NODE_0000147	1617-11-04	1617.841949
NC_034617.1	2009-01-15	2009.039726
NC_021482.1	2006-11-13	2006.867123
NODE_0000148	1562-07-06	1562.510452
NC_038957.1	2009-01-11	2009.028767
NC_040684.1	2007-02-16	2007.127397
NODE_0000139	0371-07-06	371.511690
NODE_0000140	0763-09-05	763.678771
