#node	date	numeric date
NODE_0000000	1366-06-23	1366.476053
NODE_0000052	1377-08-16	1377.624096
NODE_0000053	1462-12-16	1462.956910
NC_015492.1	2003-08-19	2003.631507
NODE_0000054	1767-08-16	1767.624543
NC_003502.1	1997-08-19	1997.631507
NC_003509.1	2004-05-01	2004.331967
NODE_0000055	1406-01-11	1406.029551
NODE_0000056	1795-08-12	1795.612477
NC_038764.1	2003-01-11	2003.028767
NODE_0000057	1873-11-27	1873.905800
NC_040417.1	2007-02-16	2007.127397
NC_032270.1	2007-01-13	2007.034247
NODE_0000058	1444-12-08	1444.934927
NODE_0000059	1500-05-17	1500.374315
OQ818326	2018-09-11	2018.694521
NODE_0000060	1637-08-01	1637.582793
NC_038767.1	2001-11-15	2001.872603
NODE_0000061	1696-01-14	1696.036019
NODE_0000062	1734-11-12	1734.864171
NC_033492.1	2009-01-13	2009.034247
NC_038765.1	2007-01-10	2007.026027
NODE_0000063	1858-04-24	1858.309641
NC_006057.1	2003-05-20	2003.382192
NODE_0000064	1934-06-27	1934.486871
NC_003615.1	1991-03-22	1991.220548
NC_017939.1	2011-12-22	2011.973973
NODE_0000065	1488-10-22	1488.807327
NODE_0000066	1687-10-12	1687.780172
NC_003791.1	1999-08-09	1999.604110
NODE_0000067	1758-09-13	1758.700386
NC_003622.1	1989-05-25	1989.395890
NODE_0000068	1804-12-28	1804.991196
NODE_0000069	1870-07-06	1870.511635
NC_040399.1	1977-07-01	1977.497260
NC_043447.1	2001-10-08	2001.768493
NODE_0000070	1888-10-15	1888.787201
NC_043684.1	2007-01-07	2007.017808
NODE_0000071	1912-08-20	1912.636096
NC_003693.1	1988-07-01	1988.498634
NC_004439.1	2004-02-02	2004.088798
NODE_0000072	1511-05-27	1511.401242
NODE_0000073	1758-01-16	1758.042815
NC_018384.1	2011-04-15	2011.286301
NC_018383.1	2005-06-03	2005.420548
NODE_0000074	1612-09-02	1612.671282
NODE_0000075	1649-06-24	1649.477021
NODE_0000076	1913-04-08	1913.266237
NC_003840.1	1995-07-01	1995.497260
NC_003839.2	1991-07-19	1991.546575
NODE_0000077	1884-09-21	1884.721328
NC_006965.1	2007-08-04	2007.590411
NC_006964.1	2004-12-19	2004.965847
NODE_0000078	1667-12-05	1667.926648
NC_005266.1	2003-05-20	2003.382192
NODE_0000079	1749-06-27	1749.486471
NODE_0000080	1936-10-04	1936.759474
NC_038761.1	2003-01-11	2003.028767
NC_005096.1	2008-07-03	2008.504098
NODE_0000081	1874-11-09	1874.855422
NC_022798.1	2012-01-12	2012.031421
NODE_0000082	1896-10-05	1896.760090
NC_038762.1	2003-01-11	2003.028767
NC_005097.1	1996-03-06	1996.178962
NODE_0000051	1382-08-01	1382.583381
NC_015414.1	2009-02-15	2009.124658
NODE_0000049	1406-08-13	1406.614957
NODE_0000050	1825-04-30	1825.326038
NC_003694.1	1986-07-01	1986.497260
NC_003621.1	1989-05-02	1989.332877
NODE_0000043	1430-09-23	1430.726334
NODE_0000044	1578-04-25	1578.314964
NC_003785.2	1997-12-19	1997.965753
NODE_0000045	1607-06-13	1607.447612
NODE_0000046	1632-03-06	1632.180143
NC_016443.1	2010-12-15	2010.954795
NC_031766.1	2016-06-21	2016.471311
NODE_0000047	1823-04-25	1823.313214
NC_008182.1	2005-12-28	2005.990411
NODE_0000048	1951-10-14	1951.785586
NC_003446.1	2001-07-17	2001.541096
NC_003445.1	2001-07-17	2001.541096
NODE_0000028	1456-09-18	1456.714879
NODE_0000029	1481-01-12	1481.032585
NODE_0000030	1867-07-16	1867.539131
NC_038320.1	2008-10-02	2008.752732
NC_003628.1	1993-01-14	1993.036986
NODE_0000031	1508-03-31	1508.246633
NODE_0000032	1642-06-18	1642.460345
NC_035221.1	2005-02-17	2005.130137
NODE_0000033	1721-12-21	1721.972250
NC_020898.1	2007-01-08	2007.020548
NODE_0000034	1813-04-17	1813.291443
NC_029038.1	2015-09-19	2015.716438
NODE_0000035	1862-02-17	1862.130758
NC_006271.1	2004-01-19	2004.050546
NC_003787.1	1999-08-09	1999.604110
NODE_0000036	1610-05-23	1610.389576
NC_035214.1	2012-08-17	2012.627049
NODE_0000037	1684-12-27	1684.986623
NODE_0000038	1829-01-23	1829.060529
NC_035218.1	2007-01-12	2007.031507
