pointer,NC_033818,OP589993
49,34.523809523809526,26.0
50,35.294117647058826,27.0
51,34.883720930232556,28.000000000000004
52,35.63218390804598,28.000000000000004
53,36.36363636363637,28.999999999999996
54,37.07865168539326,28.999999999999996
55,36.666666666666664,28.999999999999996
56,37.362637362637365,30.0
57,38.04347826086957,31.0
58,39.130434782608695,31.0
59,39.130434782608695,30.0
60,39.130434782608695,30.0
61,40.21739130434783,30.0
62,40.21739130434783,30.0
63,40.21739130434783,30.0
64,40.21739130434783,30.0
65,40.21739130434783,28.999999999999996
66,41.30434782608695,28.999999999999996
67,41.30434782608695,28.999999999999996
68,42.391304347826086,28.999999999999996
69,43.47826086956522,28.000000000000004
70,44.565217391304344,28.000000000000004
71,45.65217391304348,28.000000000000004
72,46.73913043478261,28.000000000000004
73,47.82608695652174,28.000000000000004
74,48.91304347826087,28.000000000000004
75,48.91304347826087,27.0
76,50.0,27.0
77,51.08695652173913,27.0
78,51.08695652173913,27.0
79,52.17391304347826,27.0
80,53.2608695652174,26.0
81,54.347826086956516,25.0
82,54.83870967741935,25.0
83,55.91397849462365,25.0
84,56.98924731182796,25.0
85,58.06451612903226,26.0
86,59.13978494623656,25.0
87,60.215053763440864,25.0
88,60.63829787234043,25.0
89,61.05263157894737,25.0
90,60.416666666666664,25.0
91,59.79381443298969,25.0
92,60.824742268041234,24.0
93,61.855670103092784,23.0
94,62.244897959183675,23.0
95,62.62626262626263,23.0
96,62.0,23.0
97,63.0,23.0
98,63.0,23.0
99,63.0,22.0
100,63.0,22.0
101,64.0,22.0
102,64.0,22.0
103,65.0,23.0
104,66.0,23.0
105,67.0,23.0
106,68.0,23.0
107,69.0,24.0
108,70.0,24.0
109,71.0,24.0
110,72.0,24.0
111,73.0,24.0
112,74.0,24.0
113,75.0,24.0
114,76.0,24.0
115,77.0,24.0
116,78.0,24.0
117,79.0,24.0
118,79.0,24.0
119,80.0,25.0
120,79.7979797979798,25.0
121,79.59183673469387,25.0
122,79.59183673469387,25.0
123,79.59183673469387,24.0
124,79.59183673469387,23.0
125,79.59183673469387,23.0
126,79.59183673469387,22.0
127,79.59183673469387,21.0
128,79.59183673469387,20.0
129,79.59183673469387,19.0
130,80.61224489795919,19.0
131,80.61224489795919,19.0
132,81.63265306122449,19.0
133,81.63265306122449,20.0
134,82.4742268041237,20.0
135,82.29166666666666,20.0
136,83.15789473684211,20.0
137,83.15789473684211,20.0
138,83.15789473684211,20.0
139,82.10526315789474,20.0
140,82.10526315789474,19.0
141,83.15789473684211,19.0
142,83.15789473684211,19.0
143,83.15789473684211,19.0
144,82.10526315789474,18.0
145,82.10526315789474,18.0
