pointer,JQ814851,MG888045,NC_026470
49,42.0,2.5974025974025974,16.666666666666664
50,43.0,3.8461538461538463,17.72151898734177
51,44.0,5.063291139240507,17.5
52,45.0,5.0,17.28395061728395
53,46.0,6.172839506172839,18.29268292682927
54,46.0,7.317073170731707,19.27710843373494
55,46.0,7.228915662650602,20.238095238095237
56,46.0,7.142857142857142,21.176470588235293
57,46.0,7.0588235294117645,20.930232558139537
58,47.0,6.976744186046512,20.930232558139537
59,47.0,6.976744186046512,19.767441860465116
60,47.0,6.976744186046512,19.767441860465116
61,46.0,6.976744186046512,18.6046511627907
62,47.0,6.976744186046512,18.6046511627907
63,46.0,6.976744186046512,18.6046511627907
64,47.0,6.976744186046512,19.767441860465116
65,47.0,6.976744186046512,19.767441860465116
66,47.0,6.976744186046512,19.767441860465116
67,46.0,6.976744186046512,19.767441860465116
68,46.0,6.976744186046512,18.6046511627907
69,46.0,6.976744186046512,18.6046511627907
70,45.0,6.976744186046512,17.441860465116278
71,45.0,6.976744186046512,16.27906976744186
72,44.0,6.976744186046512,15.11627906976744
73,44.0,6.976744186046512,15.11627906976744
74,44.0,6.976744186046512,15.11627906976744
75,43.0,6.976744186046512,16.27906976744186
76,44.0,6.976744186046512,17.441860465116278
77,44.0,6.976744186046512,17.441860465116278
78,45.0,6.976744186046512,18.6046511627907
79,46.0,6.976744186046512,18.6046511627907
80,46.0,6.976744186046512,18.6046511627907
81,45.0,6.976744186046512,18.6046511627907
82,45.0,6.976744186046512,18.6046511627907
83,46.0,6.976744186046512,18.6046511627907
84,46.0,6.976744186046512,18.6046511627907
85,45.0,7.0588235294117645,18.823529411764707
86,45.0,7.142857142857142,19.047619047619047
87,44.0,7.228915662650602,19.27710843373494
88,44.0,7.317073170731707,19.51219512195122
89,44.0,7.4074074074074066,19.753086419753085
90,43.0,7.5,20.0
91,42.0,7.59493670886076,20.253164556962027
92,41.0,7.6923076923076925,20.51282051282051
93,40.0,7.792207792207792,20.77922077922078
94,40.0,7.792207792207792,20.77922077922078
95,40.0,7.792207792207792,20.77922077922078
96,40.0,7.792207792207792,20.77922077922078
97,40.0,7.792207792207792,20.77922077922078
98,40.0,7.894736842105263,21.052631578947366
99,39.0,8.0,21.333333333333336
100,39.0,8.108108108108109,21.62162162162162
101,38.0,8.21917808219178,21.91780821917808
102,37.0,8.333333333333332,22.22222222222222
103,37.0,8.450704225352112,22.535211267605636
104,37.0,8.571428571428571,22.857142857142858
105,36.0,8.571428571428571,22.857142857142858
106,36.0,8.571428571428571,24.285714285714285
107,36.0,8.571428571428571,24.285714285714285
108,36.0,8.571428571428571,24.285714285714285
109,36.0,8.571428571428571,24.285714285714285
110,37.0,8.571428571428571,24.285714285714285
111,37.0,8.571428571428571,25.71428571428571
112,37.0,8.571428571428571,27.142857142857142
113,37.0,8.571428571428571,27.142857142857142
114,36.0,8.571428571428571,28.57142857142857
115,36.0,8.571428571428571,28.57142857142857
116,35.0,8.571428571428571,28.57142857142857
117,34.0,8.571428571428571,28.57142857142857
118,34.0,8.571428571428571,28.57142857142857
119,34.0,8.571428571428571,30.0
120,34.0,8.571428571428571,31.428571428571427
121,34.0,8.571428571428571,31.428571428571427
122,34.0,8.571428571428571,31.428571428571427
123,33.0,8.571428571428571,31.428571428571427
124,33.0,8.571428571428571,31.428571428571427
125,34.0,8.571428571428571,31.428571428571427
126,33.0,8.571428571428571,31.428571428571427
127,33.0,8.571428571428571,31.428571428571427
128,32.0,8.571428571428571,31.428571428571427
129,32.0,8.571428571428571,31.428571428571427
130,33.0,8.571428571428571,31.428571428571427
131,33.0,8.571428571428571,31.428571428571427
132,34.0,8.571428571428571,31.428571428571427
133,35.0,8.571428571428571,31.428571428571427
134,36.0,8.450704225352112,30.985915492957744
135,36.0,8.450704225352112,30.985915492957744
136,36.0,8.450704225352112,30.985915492957744
137,36.0,8.450704225352112,30.985915492957744
138,36.0,8.450704225352112,30.985915492957744
139,36.0,8.450704225352112,30.985915492957744
140,36.0,8.450704225352112,30.985915492957744
141,36.0,8.450704225352112,30.985915492957744
142,36.0,8.450704225352112,30.985915492957744
143,36.0,8.450704225352112,30.985915492957744
144,37.0,8.450704225352112,30.985915492957744
145,38.0,9.859154929577464,32.3943661971831
146,39.0,11.267605633802818,32.3943661971831
147,39.0,9.859154929577464,32.3943661971831
148,39.0,9.859154929577464,30.985915492957744
149,38.0,8.450704225352112,30.985915492957744
150,37.0,7.042253521126761,29.577464788732392
151,36.0,5.633802816901409,29.577464788732392
152,35.0,5.633802816901409,29.577464788732392
153,34.0,4.225352112676056,28.169014084507044
154,34.0,2.8169014084507045,26.76056338028169
155,35.0,2.8169014084507045,26.76056338028169
156,36.0,2.8169014084507045,26.76056338028169
157,36.0,2.8169014084507045,28.169014084507044
158,35.0,2.8169014084507045,28.169014084507044
159,35.0,2.8169014084507045,28.169014084507044
160,35.0,2.8169014084507045,28.169014084507044
161,36.0,2.8169014084507045,29.577464788732392
162,36.0,2.8169014084507045,28.169014084507044
163,37.0,2.8169014084507045,28.169014084507044
164,37.0,2.8169014084507045,28.169014084507044
165,36.0,2.8169014084507045,26.76056338028169
166,36.0,2.8169014084507045,26.76056338028169
167,36.0,2.8169014084507045,26.76056338028169
168,37.0,2.8169014084507045,26.76056338028169
169,37.0,2.8169014084507045,26.76056338028169
170,38.0,4.225352112676056,28.169014084507044
