pointer,KX759623,OQ818319,PP712001,PP712015,PV788824
49,65.90909091,0,47.19101124,40.2173913,30.52631579
50,66.66666667,0,46.66666667,39.78494624,30.20833333
51,67.44186047,0,46.66666667,39.78494624,29.16666667
52,67.44186047,0,46.66666667,39.78494624,29.16666667
53,66.27906977,0,46.66666667,39.78494624,30.20833333
54,65.11627907,0,46.66666667,39.78494624,29.16666667
55,63.95348837,0,46.66666667,39.78494624,29.16666667
56,62.79069767,0,46.66666667,39.78494624,29.16666667
57,63.95348837,0,46.66666667,39.78494624,29.16666667
58,65.11627907,0,46.66666667,39.78494624,29.16666667
59,66.27906977,0,47.77777778,40.86021505,29.16666667
60,66.66666667,0,48.35164835,41.4893617,29.16666667
61,65.90909091,0,47.82608696,41.05263158,29.16666667
62,66.29213483,0,47.31182796,40.625,29.16666667
63,66.29213483,0,47.31182796,41.66666667,30.20833333
64,66.29213483,0,48.38709677,42.70833333,30.20833333
65,65.16853933,0,47.31182796,42.70833333,30.20833333
66,65.16853933,0,46.23655914,42.70833333,30.20833333
67,65.16853933,0,47.31182796,42.70833333,29.16666667
68,65.16853933,0,47.31182796,43.75,30.20833333
69,65.16853933,0,48.38709677,44.79166667,31.25
70,66.29213483,0,49.46236559,45.83333333,31.25
71,66.29213483,0,50.53763441,46.875,31.25
72,66.29213483,0,50.53763441,46.875,31.25
73,67.41573034,0,51.61290323,47.91666667,31.25
74,67.41573034,0,51.61290323,46.875,31.25
75,67.41573034,0,52.68817204,47.91666667,32.29166667
76,67.41573034,0,53.76344086,48.95833333,32.29166667
77,67.41573034,0,54.83870968,50,32.29166667
78,67.41573034,0,55.91397849,51.04166667,33.33333333
79,66.29213483,0,55.91397849,50,32.29166667
80,67.41573034,0,56.98924731,51.04166667,31.25
81,68.53932584,0,58.06451613,52.08333333,31.25
82,68.88888889,0,57.44680851,52.08333333,30.92783505
83,69.23076923,0,56.84210526,53.125,31.63265306
84,69.56521739,0,56.25,53.125,31.31313131
85,69.23076923,0,55.78947368,52.63157895,30.3030303
86,68.13186813,0,54.73684211,51.57894737,30.3030303
87,67.03296703,0,53.68421053,50.52631579,30.3030303
88,67.03296703,0,53.68421053,50.52631579,30.3030303
89,67.03296703,0,53.68421053,50.52631579,30.3030303
90,67.03296703,0,54.73684211,51.57894737,30.3030303
91,65.93406593,0,55.78947368,51.57894737,29.29292929
92,67.03296703,0,55.78947368,51.57894737,30.3030303
93,67.39130435,0,56.84210526,52.63157895,30.3030303
94,67.39130435,0,56.84210526,52.63157895,30.3030303
95,68.47826087,0,56.84210526,52.63157895,30.3030303
96,68.47826087,0,57.89473684,53.68421053,30.3030303
97,68.47826087,0,57.89473684,53.68421053,30.3030303
98,67.39130435,0,56.84210526,52.63157895,29.29292929
99,66.30434783,0,55.78947368,52.63157895,29.29292929
100,66.30434783,0,55.78947368,52.63157895,28.28282828
101,66.30434783,0,56.84210526,53.68421053,29.29292929
102,66.30434783,0,56.84210526,53.68421053,28.28282828
103,65.2173913,0,56.84210526,53.68421053,27.27272727
104,65.2173913,0,55.78947368,54.73684211,27.27272727
105,65.2173913,0,55.78947368,54.73684211,26.26262626
106,66.30434783,0,55.78947368,54.73684211,26.26262626
107,66.30434783,0,55.78947368,55.78947368,25.25252525
108,67.39130435,0,56.84210526,56.84210526,24.24242424
109,68.47826087,0,56.84210526,57.89473684,24.24242424
110,68.47826087,0,55.78947368,56.84210526,24.24242424
111,68.47826087,0,55.78947368,56.84210526,24.24242424
112,69.56521739,0,56.84210526,57.89473684,24.24242424
113,69.56521739,0,56.84210526,57.89473684,23.23232323
114,69.56521739,0,55.78947368,56.84210526,23.23232323
115,68.47826087,0,55.78947368,56.84210526,22.22222222
116,68.47826087,0,55.78947368,56.84210526,21.21212121
117,67.39130435,0,54.73684211,55.78947368,22.22222222
118,67.39130435,0,54.73684211,55.78947368,22.22222222
119,68.47826087,0,54.73684211,56.84210526,22.22222222
120,68.47826087,0,54.73684211,55.78947368,22.22222222
121,67.39130435,0,53.68421053,54.73684211,22.22222222
122,67.39130435,0,54.73684211,54.73684211,21.21212121
123,67.39130435,0,54.73684211,54.73684211,21.21212121
124,66.30434783,0,53.68421053,53.68421053,21.21212121
125,66.30434783,0,53.68421053,53.68421053,21.21212121
126,66.30434783,0,53.68421053,53.68421053,21.21212121
127,66.66666667,0,54.16666667,54.16666667,21.21212121
128,67.0212766,0,53.60824742,53.60824742,21.21212121
129,65.95744681,0,54.63917526,54.63917526,20.2020202
130,65.95744681,0,54.63917526,54.63917526,19.19191919
131,67.0212766,0,54.63917526,54.63917526,19.19191919
132,66.31578947,0,55.10204082,55.10204082,20.2020202
133,66.66666667,0,55.55555556,55.55555556,21.21212121
134,67.70833333,0,56.56565657,56.56565657,22.22222222
135,67.70833333,0,55.55555556,56.56565657,22.22222222
136,66.66666667,0,54.54545455,56.56565657,22.22222222
137,66.66666667,0,55.55555556,57.57575758,21.21212121
138,66.66666667,0,54.54545455,56.56565657,20.2020202
139,66.66666667,0,54.54545455,56.56565657,20.2020202
140,67.70833333,0,54.54545455,56.56565657,21.21212121
141,67.70833333,0,54.54545455,57.57575758,20.2020202
142,67.70833333,0,54.54545455,57.57575758,19.19191919
143,67.70833333,0,55.55555556,58.58585859,19.19191919
144,66.66666667,0,56.56565657,58.58585859,19.19191919
145,66.66666667,0,56.56565657,58.58585859,19.19191919
146,66.66666667,0,57.57575758,59.5959596,20.2020202
147,66.66666667,0,57.57575758,59.5959596,20.2020202
148,66.66666667,0,57.57575758,59.5959596,20.2020202
149,67.01030928,0,58.58585859,59.5959596,20
150,67.34693878,0,59.5959596,60.60606061,20
151,66.66666667,0,59.5959596,61.61616162,20
152,67.67676768,0,60.60606061,62.62626263,21
153,67.67676768,0,60.60606061,62.62626263,20
154,67.67676768,0,60.60606061,62.62626263,20
155,67.67676768,0,61.61616162,62.62626263,20
156,67.67676768,0,62.62626263,62.62626263,20
157,67.67676768,0,62.62626263,62.62626263,21
158,67.67676768,0,63.63636364,63.63636364,21
159,67.67676768,0,63.63636364,63.63636364,21
160,67.67676768,0,63.63636364,62.62626263,22
161,67.67676768,0,64.64646465,62.62626263,22
162,67.67676768,0,64.64646465,62.62626263,22
163,66.66666667,0,63.63636364,61.61616162,21
164,65.65656566,0,63.63636364,60.60606061,21
165,66.66666667,0,64.64646465,61.61616162,22
166,66.66666667,0,65.65656566,62.62626263,22
167,66.66666667,0,65.65656566,62.62626263,22
168,66.66666667,0,65.65656566,61.61616162,21
169,65.65656566,0,64.64646465,61.61616162,20
170,64.64646465,0,63.63636364,60.60606061,20
171,64.64646465,0,63.63636364,60.60606061,20
172,65.65656566,0,64.64646465,61.61616162,20
173,65.65656566,0,63.63636364,60.60606061,20
174,65.65656566,0,63.63636364,61.61616162,20
175,65.65656566,0,62.62626263,60.60606061,19
176,65.65656566,0,61.61616162,59.5959596,19
177,65.65656566,0,61.61616162,59.5959596,19
178,65.65656566,0,61.61616162,59.5959596,19
179,66.66666667,0,61.61616162,59.5959596,19
180,66.66666667,0,60.60606061,58.58585859,19
181,65.65656566,0,60.60606061,58.58585859,19
182,65.65656566,0,61.61616162,59.5959596,19
183,64.64646465,0,61.61616162,58.58585859,18
184,63.63636364,0,61.61616162,58.58585859,18
185,63,0,61,58,18
186,63,0,61,58,17
187,63,0,62,58,17
188,63,0,62,58,18
189,62,0,62,57,18
190,61,0,61,56,18
191,61,0,60,56,18
192,60,0,60,56,17
193,59,0,59,55,17
194,59,0,59,55,17
195,59,0,59,55,17
196,59,0,59,55,17
197,59,0,58,54,17
198,60,0,58,54,17
199,61,0,58,54,17
200,61,0,58,53,18
201,61,0,58,53,17
202,60,0,57,52,17
203,61,0,57,52,17
204,61,0,57,51,17
205,60,0,57,51,17
206,60,0,57,51,17
207,60,0,57,51,17
208,60,0,57,51,18
209,60,0,57,51,18
210,60,0,58,52,18
211,60,0,57,52,18
212,59,0,56,51,18
213,60,0,57,52,18
214,60,0,58,53,17
215,61,0,58,53,18
216,60,0,57,52,18
217,61,0,58,53,18
218,61,0,58,53,19
219,61,0,58,53,20
220,61,0,57,53,20
221,62,0,58,54,21
222,62,0,58,54,22
223,61,0,57,53,22
224,62,0,57,53,23
225,63,0,58,54,24
226,64,0,59,55,25
227,63,0,58,54,26
228,63,0,59,55,26
229,64,0,59,55,27
230,63,0,59,54,28
231,63,0,59,54,29
232,64,0,59,54,29
233,64,0,59,54,29
234,64,0,59,53,28
235,65,0,60,53,29
236,66,0,60,53,30
237,66,0,60,53,31
238,66,0,60,53,31
239,65,0,59,52,32
240,64,0,58,51,32
241,64,0,57,50,32
242,64,0,56,49,32
243,63,0,56,49,32
244,64,0,56,48,33
245,63,0,55,47,32
246,62,0,54,46,31
247,63,0,54,46,31
248,64,0,54,46,31
249,63,0,53,46,31
250,63,0,52,45,31
251,64,0,52,44,31
252,64,0,52,44,30
253,64,0,52,44,30
254,65,0,52,44,30
255,65,0,51,44,30
256,66,0,51,45,30
257,65,0,51,45,29
258,65,0,51,45,30
259,65,0,51,45,30
260,64,0,51,45,29
261,64,0,50,45,30
262,64,0,50,46,31
263,64,0,50,46,31
264,65,0,49,47,31
265,64.64646465,0,48.48484848,46.46464646,30
266,64.28571429,0,47.95918367,45.91836735,30
267,63.91752577,0,47.42268041,45.36082474,30
268,64.58333333,0,47.91666667,45.83333333,30
269,65.26315789,0,48.42105263,45.26315789,30
270,65.95744681,0,48.93617021,45.74468085,30
271,65.59139785,0,48.38709677,45.16129032,30
272,64.51612903,0,47.31182796,45.16129032,31
273,64.51612903,0,48.38709677,46.23655914,31
274,64.51612903,0,48.38709677,45.16129032,31
275,63.44086022,0,49.46236559,46.23655914,31
276,63.44086022,0,50.53763441,47.31182796,32
277,64.51612903,0,50.53763441,47.31182796,32
278,63.44086022,0,49.46236559,46.23655914,31
279,63.44086022,0,50.53763441,47.31182796,32
280,63.44086022,0,51.61290323,48.38709677,32
281,64.51612903,0,51.61290323,47.31182796,32
282,63.44086022,0,50.53763441,46.23655914,32
283,64.51612903,0,51.61290323,47.31182796,32
