pointer,JQ814851,MG888045,NC_026470
49,20.408163265306122,0.0,18.29268292682927
50,20.408163265306122,0.0,19.27710843373494
51,20.408163265306122,0.0,19.047619047619047
52,20.408163265306122,0.0,18.823529411764707
53,20.408163265306122,0.0,18.823529411764707
54,20.408163265306122,0.0,18.823529411764707
55,19.387755102040817,0.0,17.647058823529413
56,19.387755102040817,0.0,17.857142857142858
57,19.387755102040817,0.0,16.867469879518072
58,19.387755102040817,0.0,17.073170731707318
59,19.387755102040817,0.0,17.28395061728395
60,18.367346938775512,0.0,17.5
61,17.346938775510203,0.0,16.455696202531644
62,17.346938775510203,0.0,16.666666666666664
63,17.346938775510203,0.0,17.94871794871795
64,18.367346938775512,0.0,17.94871794871795
65,19.387755102040817,0.0,17.94871794871795
66,19.387755102040817,0.0,17.94871794871795
67,19.387755102040817,0.0,18.9873417721519
68,18.367346938775512,0.0,18.9873417721519
69,18.367346938775512,0.0,20.253164556962027
70,19.387755102040817,0.0,20.253164556962027
71,19.387755102040817,0.0,20.51282051282051
72,18.367346938775512,0.0,20.77922077922078
73,17.346938775510203,0.0,21.052631578947366
74,16.3265306122449,0.0,21.333333333333336
75,16.3265306122449,0.0,21.62162162162162
76,16.3265306122449,0.0,21.91780821917808
77,16.3265306122449,0.0,21.91780821917808
78,16.3265306122449,0.0,21.91780821917808
79,16.3265306122449,0.0,22.972972972972975
80,16.3265306122449,0.0,24.324324324324326
81,16.3265306122449,0.0,24.324324324324326
82,17.346938775510203,0.0,25.675675675675674
83,17.346938775510203,0.0,25.675675675675674
84,16.3265306122449,0.0,25.675675675675674
85,16.3265306122449,0.0,25.675675675675674
86,17.346938775510203,0.0,25.675675675675674
87,17.346938775510203,0.0,25.675675675675674
88,17.346938775510203,0.0,25.675675675675674
89,17.346938775510203,0.0,25.675675675675674
90,17.346938775510203,0.0,24.324324324324326
91,17.346938775510203,0.0,24.324324324324326
92,18.367346938775512,0.0,24.324324324324326
93,18.367346938775512,0.0,24.324324324324326
94,19.387755102040817,0.0,24.0
95,19.387755102040817,0.0,23.684210526315788
96,19.387755102040817,0.0,23.376623376623375
97,19.387755102040817,0.0,23.076923076923077
