pointer,KX759623,OQ818319,PP712001,PP712015,PV788824
49,50,0,26.13636364,14.77272727,41
50,50,0,26.13636364,14.60674157,41.41414141
51,50,0,26.13636364,14.44444444,41.83673469
52,50.56179775,0,26.13636364,14.28571429,42.26804124
53,51.13636364,0,26.13636364,14.13043478,42.70833333
54,51.13636364,0,25.84269663,13.97849462,42.70833333
55,51.13636364,0,26.96629213,15.05376344,42.70833333
56,51.13636364,0,28.08988764,16.12903226,43.75
57,51.13636364,0,28.08988764,16.12903226,43.75
58,50,0,28.08988764,16.12903226,43.75
59,50,0,29.21348315,17.20430108,44.79166667
60,50,0,29.21348315,17.20430108,43.75
61,50,0,29.21348315,17.20430108,43.75
62,51.13636364,0,30.33707865,18.27956989,43.75
63,52.27272727,0,31.46067416,19.35483871,42.70833333
64,53.40909091,0,31.46067416,20.43010753,42.70833333
65,52.27272727,0,30.33707865,20.43010753,41.66666667
66,51.13636364,0,29.21348315,20.43010753,41.66666667
67,51.13636364,0,29.21348315,20.43010753,41.66666667
68,51.13636364,0,29.21348315,21.50537634,41.66666667
69,51.13636364,0,29.21348315,21.50537634,41.66666667
70,51.72413793,0,29.21348315,21.50537634,41.66666667
71,52.3255814,0,29.21348315,21.50537634,41.66666667
72,52.94117647,0,29.21348315,21.50537634,41.66666667
73,52.94117647,0,29.21348315,21.50537634,40.625
74,54.11764706,0,29.21348315,21.50537634,41.66666667
75,52.94117647,0,29.21348315,21.50537634,41.66666667
76,54.11764706,0,29.21348315,21.50537634,42.70833333
77,54.11764706,0,30.33707865,21.50537634,41.66666667
78,52.94117647,0,30.33707865,21.50537634,40.625
79,52.94117647,0,30.33707865,21.50537634,40.625
80,52.94117647,0,30.33707865,21.50537634,40.625
81,52.94117647,0,30.33707865,21.50537634,39.58333333
82,54.11764706,0,30.33707865,21.50537634,39.58333333
83,53.48837209,0,31.11111111,21.27659574,39.58333333
84,52.87356322,0,30.76923077,21.05263158,40.625
85,52.27272727,0,30.43478261,20.83333333,41.66666667
86,51.68539326,0,30.10752688,20.6185567,41.66666667
87,51.68539326,0,29.78723404,20.40816327,41.66666667
88,52.80898876,0,29.47368421,20.2020202,42.70833333
89,53.93258427,0,29.16666667,21,43.75
90,52.80898876,0,28.125,22,42.70833333
91,51.68539326,0,27.08333333,22,43.75
92,52.80898876,0,28.125,23,42.70833333
93,52.80898876,0,29.16666667,24,41.66666667
94,52.80898876,0,28.125,24,41.66666667
95,52.80898876,0,27.08333333,24,41.66666667
96,51.68539326,0,26.04166667,24,42.70833333
97,51.68539326,0,26.04166667,25,43.75
98,51.68539326,0,27.08333333,25,43.75
99,50.56179775,0,27.08333333,26,43.75
100,49.43820225,0,26.04166667,26,44.79166667
101,49.43820225,0,26.04166667,26,44.79166667
102,48.31460674,0,26.04166667,25,43.75
103,47.19101124,0,25,24,42.70833333
104,46.06741573,0,23.95833333,23,42.70833333
105,46.06741573,0,23.95833333,23,41.66666667
106,46.06741573,0,23.95833333,23,41.66666667
107,46.06741573,0,23.95833333,23,41.66666667
108,46.06741573,0,23.95833333,23,41.66666667
109,47.19101124,0,25,24,41.66666667
110,47.19101124,0,26.04166667,24,42.70833333
111,47.19101124,0,26.04166667,24,42.70833333
112,47.19101124,0,25,24,42.70833333
113,48.31460674,0,26.04166667,25,43.75
114,48.31460674,0,26.04166667,25,44.79166667
115,48.31460674,0,26.04166667,26,44.79166667
116,48.31460674,0,27.08333333,27,44.79166667
117,48.88888889,0,27.08333333,27,44.79166667
118,49.45054945,0,28.125,28,45.83333333
119,48.91304348,0,29.16666667,29,45.83333333
120,49.46236559,0,29.16666667,29,45.83333333
121,48.38709677,0,29.16666667,28,45.83333333
122,49.46236559,0,30.20833333,28,46.875
123,49.46236559,0,30.20833333,28,46.875
124,49.46236559,0,30.20833333,28,46.875
125,49.46236559,0,30.20833333,28,47.91666667
126,50.53763441,0,30.20833333,28,46.875
127,50.53763441,0,30.20833333,28,46.875
128,50.53763441,0,31.25,28,46.875
129,50.53763441,0,31.25,28,45.83333333
130,50.53763441,0,31.25,28,44.79166667
131,51.61290323,0,32.29166667,29,45.83333333
132,51.61290323,0,33.33333333,29,46.875
133,50.53763441,0,33.33333333,29,46.875
134,49.46236559,0,32.29166667,28,46.875
135,49.46236559,0,32.29166667,28,46.875
136,49.46236559,0,32.29166667,28,46.875
137,49.46236559,0,32.29166667,28,45.83333333
138,49.46236559,0,32.29166667,28,46.875
139,49.46236559,0,32.29166667,28,46.875
140,49.46236559,0,32.29166667,28,47.91666667
141,49.46236559,0,32.29166667,28,48.95833333
142,50.53763441,0,33.33333333,29,50
143,50.53763441,0,33.33333333,29,50
144,50.53763441,0,34.375,29,48.95833333
145,51.61290323,0,35.41666667,30,50
146,52.68817204,0,36.45833333,31,51.04166667
147,52.68817204,0,36.45833333,31,51.04166667
148,52.68817204,0,37.5,31,52.08333333
149,53.76344086,0,38.54166667,32,53.125
150,53.76344086,0,38.54166667,32.32323232,52.57731959
151,54.25531915,0,38.1443299,33.33333333,52.04081633
152,53.68421053,0,37.75510204,33.33333333,52.52525253
153,53.125,0,37.37373737,33.33333333,53
154,54.16666667,0,38.38383838,34.34343434,54
155,54.16666667,0,38.38383838,34.34343434,54
156,54.16666667,0,38.38383838,34.34343434,53
157,54.16666667,0,38.38383838,34.34343434,53
158,55.20833333,0,39.39393939,35.35353535,52
159,55.20833333,0,39.39393939,35.35353535,51
160,55.20833333,0,40.4040404,35.35353535,51
161,56.25,0,41.41414141,36.36363636,51
162,55.20833333,0,40.4040404,35.35353535,52
163,55.20833333,0,39.39393939,34.34343434,52
164,54.16666667,0,38.38383838,33.33333333,53
165,55.20833333,0,39.39393939,34.34343434,53
166,56.25,0,40.4040404,35.35353535,52
167,55.20833333,0,39.39393939,35.35353535,52
168,55.20833333,0,38.38383838,35.35353535,51
169,54.16666667,0,38.38383838,35.35353535,52
170,54.63917526,0,39.39393939,36.36363636,53
171,55.10204082,0,40.4040404,37.37373737,53
172,54.54545455,0,40.4040404,38.38383838,53
173,54.54545455,0,41.41414141,39.39393939,54
174,54.54545455,0,42.42424242,40.4040404,53
175,54.54545455,0,42.42424242,40.4040404,54
176,53.53535354,0,42.42424242,40.4040404,53
177,52.52525253,0,42.42424242,41.41414141,53
178,52.52525253,0,42.42424242,41.41414141,53
179,51.51515152,0,42.42424242,41.41414141,53
180,50.50505051,0,43.43434343,41.41414141,53
181,51.51515152,0,43.43434343,41.41414141,53
182,51.02040816,0,43.87755102,41.83673469,53
183,51.54639175,0,43.29896907,42.26804124,53
184,52.08333333,0,43.75,42.70833333,52
185,52.63157895,0,44.21052632,43.15789474,51
186,53.19148936,0,44.68085106,43.61702128,51
187,54.25531915,0,45.74468085,43.61702128,52
188,54.25531915,0,45.74468085,44.68085106,52
189,53.19148936,0,45.74468085,43.61702128,52
190,54.25531915,0,46.80851064,43.61702128,53
191,55.31914894,0,47.87234043,44.68085106,53
192,55.31914894,0,47.87234043,44.68085106,53
193,54.25531915,0,47.87234043,44.68085106,53
194,54.25531915,0,48.93617021,45.74468085,52
195,54.25531915,0,48.93617021,45.74468085,51
196,54.25531915,0,48.93617021,45.74468085,50
197,53.19148936,0,47.87234043,44.68085106,49
198,52.12765957,0,46.80851064,44.68085106,49
199,52.12765957,0,47.87234043,44.68085106,49
200,52.12765957,0,48.93617021,45.74468085,48
201,51.06382979,0,47.87234043,44.68085106,47
202,51.06382979,0,47.87234043,44.68085106,48
203,52.12765957,0,48.93617021,45.74468085,48
204,53.19148936,0,50,46.80851064,49
205,53.76344086,0,50.53763441,47.31182796,49
206,53.26086957,0,50,46.73913043,48
207,52.74725275,0,49.45054945,46.15384615,47
208,52.22222222,0,50,46.66666667,46
209,51.68539326,0,49.43820225,46.06741573,45
210,51.13636364,0,48.86363636,45.45454545,44
211,52.27272727,0,48.86363636,45.45454545,45
212,52.27272727,0,48.86363636,45.45454545,46
