pointer,OQ818320,OQ818329,NC_033820,PP711921,PP711911
49,27.0,28.28282828282828,6.122448979591836,20.408163265306122,20.0
50,28.000000000000004,29.292929292929294,7.142857142857142,21.428571428571427,21.0
51,28.999999999999996,30.303030303030305,8.16326530612245,22.448979591836736,22.0
52,30.0,31.313131313131315,9.183673469387756,23.46938775510204,23.0
53,31.0,32.323232323232325,10.204081632653061,24.489795918367346,24.0
54,32.0,33.33333333333333,11.224489795918368,25.510204081632654,25.0
55,33.0,33.33333333333333,11.224489795918368,25.510204081632654,25.0
56,34.0,33.33333333333333,12.244897959183673,26.53061224489796,25.0
57,34.0,33.33333333333333,12.244897959183673,26.53061224489796,25.0
58,35.0,33.33333333333333,13.26530612244898,27.55102040816326,25.0
59,36.0,34.34343434343434,14.285714285714285,28.57142857142857,26.0
60,37.0,35.35353535353536,15.306122448979592,29.591836734693878,27.0
61,38.0,36.36363636363637,15.306122448979592,29.591836734693878,27.0
62,39.0,37.37373737373738,16.3265306122449,30.612244897959183,28.000000000000004
63,40.0,38.38383838383838,16.3265306122449,30.612244897959183,28.000000000000004
64,41.0,39.39393939393939,17.346938775510203,31.63265306122449,28.999999999999996
65,42.0,40.4040404040404,17.346938775510203,31.63265306122449,28.999999999999996
66,43.0,41.41414141414141,18.367346938775512,32.6530612244898,30.0
67,44.0,42.42424242424242,19.387755102040817,33.6734693877551,31.0
68,45.0,43.43434343434344,20.408163265306122,34.69387755102041,32.0
69,46.0,44.44444444444444,20.408163265306122,34.69387755102041,32.0
70,47.0,45.45454545454545,21.428571428571427,35.714285714285715,33.0
71,48.0,46.464646464646464,22.448979591836736,36.734693877551024,34.0
72,49.0,47.474747474747474,23.46938775510204,37.755102040816325,35.0
73,50.0,48.484848484848484,24.489795918367346,38.775510204081634,36.0
74,51.0,49.494949494949495,25.510204081632654,39.795918367346935,37.0
75,52.0,50.505050505050505,26.53061224489796,40.816326530612244,38.0
76,53.0,51.515151515151516,27.55102040816326,41.83673469387755,39.0
77,54.0,52.52525252525253,28.57142857142857,42.857142857142854,40.0
78,55.00000000000001,53.535353535353536,29.591836734693878,43.87755102040816,41.0
79,56.00000000000001,54.54545454545454,30.612244897959183,44.89795918367347,42.0
80,56.99999999999999,55.55555555555556,31.63265306122449,45.91836734693878,43.0
81,57.99999999999999,56.56565656565656,32.6530612244898,46.93877551020408,44.0
82,59.0,57.57575757575758,33.6734693877551,47.95918367346938,45.0
83,60.0,58.58585858585859,33.6734693877551,47.95918367346938,45.0
84,61.0,59.59595959595959,34.69387755102041,48.97959183673469,46.0
85,62.0,60.60606060606061,35.714285714285715,50.0,47.0
86,63.0,61.61616161616161,36.734693877551024,51.02040816326531,48.0
87,64.0,62.62626262626263,37.755102040816325,52.04081632653062,49.0
88,65.0,63.63636363636363,38.775510204081634,53.06122448979592,50.0
89,66.0,64.64646464646465,39.795918367346935,54.08163265306123,51.0
90,67.0,65.65656565656566,40.816326530612244,55.10204081632652,52.0
91,68.0,66.66666666666666,41.83673469387755,56.12244897959183,53.0
92,69.0,66.66666666666666,42.857142857142854,56.12244897959183,54.0
93,70.0,67.67676767676768,42.857142857142854,56.12244897959183,54.0
94,71.0,68.68686868686868,43.87755102040816,57.14285714285714,55.00000000000001
95,72.0,69.6969696969697,43.87755102040816,57.14285714285714,55.00000000000001
96,72.0,69.6969696969697,43.87755102040816,57.14285714285714,55.00000000000001
97,72.0,69.6969696969697,43.87755102040816,58.16326530612245,55.00000000000001
98,73.0,70.70707070707071,44.89795918367347,59.183673469387756,55.00000000000001
99,74.0,70.70707070707071,45.91836734693878,60.204081632653065,55.00000000000001
100,74.0,71.71717171717171,45.91836734693878,61.224489795918366,56.00000000000001
101,75.0,72.72727272727273,46.93877551020408,62.244897959183675,56.99999999999999
102,75.0,72.72727272727273,46.93877551020408,63.26530612244898,56.99999999999999
103,75.0,72.72727272727273,46.93877551020408,64.28571428571429,57.99999999999999
104,75.0,73.73737373737373,46.93877551020408,64.28571428571429,57.99999999999999
105,75.0,73.73737373737373,46.93877551020408,64.28571428571429,57.99999999999999
106,76.0,74.74747474747475,47.95918367346938,65.3061224489796,59.0
107,77.0,75.75757575757575,48.97959183673469,66.3265306122449,57.99999999999999
108,77.0,76.76767676767676,48.97959183673469,66.3265306122449,56.99999999999999
109,78.0,77.77777777777779,48.97959183673469,65.3061224489796,56.00000000000001
110,78.0,77.77777777777779,48.97959183673469,65.3061224489796,56.99999999999999
111,79.0,77.77777777777779,50.0,66.3265306122449,57.99999999999999
112,79.0,77.77777777777779,50.0,67.3469387755102,57.99999999999999
113,79.0,78.78787878787878,50.0,67.3469387755102,56.99999999999999
114,78.0,77.77777777777779,50.0,67.3469387755102,56.99999999999999
115,77.0,76.76767676767676,50.0,67.3469387755102,56.99999999999999
116,76.0,75.75757575757575,50.0,68.36734693877551,56.99999999999999
117,76.0,74.74747474747475,51.02040816326531,69.38775510204081,56.99999999999999
118,76.0,73.73737373737373,51.02040816326531,69.38775510204081,56.99999999999999
119,76.0,72.72727272727273,51.02040816326531,70.40816326530613,56.99999999999999
120,76.0,72.72727272727273,52.04081632653062,70.40816326530613,56.00000000000001
121,76.0,71.71717171717171,53.06122448979592,70.40816326530613,55.00000000000001
122,76.0,71.71717171717171,54.08163265306123,70.40816326530613,55.00000000000001
123,76.0,71.71717171717171,55.10204081632652,70.40816326530613,55.00000000000001
124,76.0,71.71717171717171,56.12244897959183,71.42857142857143,56.00000000000001
125,76.0,71.71717171717171,57.14285714285714,71.42857142857143,56.00000000000001
126,77.0,71.71717171717171,58.16326530612245,72.44897959183673,56.00000000000001
127,77.0,72.72727272727273,58.16326530612245,72.44897959183673,56.00000000000001
