pointer,PP766457,KT452742,NC_028366,NC_028981
49,2.0,0.0,0.0,1.1904761904761905
50,3.0,1.9607843137254901,0.0,2.3529411764705883
51,4.0,1.9230769230769231,0.0,2.3255813953488373
52,5.0,1.8867924528301887,0.0,2.2988505747126435
53,6.0,1.8518518518518516,0.0,2.2988505747126435
54,7.000000000000001,3.6363636363636362,0.0,3.4482758620689653
55,8.0,5.357142857142857,0.0,4.597701149425287
56,9.0,5.263157894736842,0.0,5.747126436781609
57,10.0,5.172413793103448,0.0,6.896551724137931
58,11.0,5.084745762711865,0.0,8.045977011494253
59,11.11111111111111,5.084745762711865,0.0,8.045977011494253
60,11.224489795918368,5.084745762711865,0.0,8.045977011494253
61,11.34020618556701,5.084745762711865,0.0,8.045977011494253
62,11.458333333333332,5.084745762711865,0.0,8.045977011494253
63,11.578947368421053,5.084745762711865,0.0,8.045977011494253
64,11.702127659574469,5.084745762711865,0.0,8.045977011494253
65,11.827956989247312,5.084745762711865,0.0,8.045977011494253
66,11.956521739130435,5.084745762711865,0.0,8.045977011494253
67,12.087912087912088,5.084745762711865,0.0,8.045977011494253
68,12.222222222222221,5.084745762711865,0.0,8.045977011494253
69,12.359550561797752,5.084745762711865,0.0,8.045977011494253
70,13.48314606741573,6.666666666666667,0.0,9.195402298850574
71,14.606741573033707,8.19672131147541,0.0,10.344827586206897
72,15.730337078651685,8.19672131147541,0.0,11.494252873563218
73,16.853932584269664,8.19672131147541,0.0,12.643678160919542
74,17.97752808988764,8.19672131147541,0.0,13.793103448275861
75,19.101123595505616,9.836065573770492,0.0,14.942528735632186
76,20.224719101123593,9.836065573770492,0.0,16.091954022988507
77,21.34831460674157,9.836065573770492,0.0,17.24137931034483
78,22.47191011235955,11.475409836065573,0.0,18.39080459770115
79,23.595505617977526,11.475409836065573,0.0,18.39080459770115
80,24.719101123595504,13.114754098360656,0.0,19.54022988505747
81,25.842696629213485,14.754098360655737,0.0,20.689655172413794
82,26.96629213483146,16.39344262295082,0.0,21.839080459770116
83,28.08988764044944,18.0327868852459,0.0,22.988505747126435
84,29.213483146067414,18.0327868852459,0.0,22.988505747126435
85,30.337078651685395,19.672131147540984,0.0,24.137931034482758
86,31.46067415730337,19.672131147540984,0.0,25.287356321839084
87,32.58426966292135,19.672131147540984,0.0,26.436781609195403
88,33.70786516853933,19.672131147540984,0.0,27.586206896551722
89,34.831460674157306,19.672131147540984,0.0,28.735632183908045
90,35.95505617977528,19.672131147540984,0.0,29.88505747126437
91,37.07865168539326,19.672131147540984,0.0,31.03448275862069
92,38.20224719101123,19.672131147540984,0.0,32.18390804597701
93,39.325842696629216,19.672131147540984,0.0,33.33333333333333
94,40.44943820224719,19.672131147540984,0.0,34.48275862068966
95,41.57303370786517,19.35483870967742,0.0,35.63218390804598
96,42.69662921348314,19.047619047619047,0.0,36.7816091954023
97,43.82022471910113,18.75,0.0,36.7816091954023
98,44.9438202247191,18.461538461538463,0.0,36.7816091954023
99,46.06741573033708,18.461538461538463,0.0,36.7816091954023
100,47.19101123595505,20.0,0.0,36.7816091954023
101,48.31460674157304,21.53846153846154,0.0,37.93103448275862
102,49.43820224719101,23.076923076923077,0.0,37.93103448275862
103,50.56179775280899,23.076923076923077,0.0,37.93103448275862
104,51.68539325842697,24.615384615384617,0.0,39.08045977011494
105,52.80898876404494,24.615384615384617,0.0,40.229885057471265
106,53.93258426966292,24.615384615384617,0.0,40.229885057471265
107,55.0561797752809,24.615384615384617,0.0,41.37931034482759
108,56.17977528089888,24.615384615384617,2.0,41.37931034482759
109,57.30337078651685,24.615384615384617,3.9215686274509802,41.37931034482759
110,58.42696629213483,24.615384615384617,5.769230769230769,41.37931034482759
111,59.55056179775281,26.153846153846157,7.547169811320755,42.5287356321839
112,60.67415730337079,27.692307692307693,9.25925925925926,43.67816091954023
113,61.79775280898876,27.692307692307693,10.909090909090908,44.827586206896555
114,62.92134831460674,27.692307692307693,12.5,44.827586206896555
115,64.04494382022472,27.692307692307693,14.035087719298245,45.97701149425287
116,65.1685393258427,27.27272727272727,15.517241379310345,47.12643678160919
117,66.29213483146067,26.865671641791046,16.94915254237288,48.275862068965516
118,67.41573033707866,27.941176470588236,18.333333333333332,49.42528735632184
119,68.53932584269663,27.536231884057973,19.672131147540984,50.57471264367817
120,69.66292134831461,27.142857142857142,19.35483870967742,50.57471264367817
121,70.78651685393258,28.169014084507044,20.634920634920633,51.724137931034484
122,71.91011235955057,29.166666666666668,21.875,52.87356321839081
123,73.03370786516854,30.136986301369863,23.076923076923077,54.02298850574713
124,74.15730337078652,29.72972972972973,24.242424242424242,55.172413793103445
125,75.28089887640449,29.333333333333332,25.37313432835821,55.68181818181818
126,76.40449438202246,29.333333333333332,26.47058823529412,55.68181818181818
127,77.52808988764045,30.666666666666664,27.536231884057973,56.81818181818182
128,78.4090909090909,30.666666666666664,27.536231884057973,57.47126436781609
129,79.54545454545455,32.0,28.57142857142857,58.620689655172406
130,80.68181818181817,33.33333333333333,29.577464788732392,59.77011494252874
131,81.81818181818183,34.66666666666667,30.555555555555557,60.91954022988506
